REGN,FILLER,URB,HHCN,REL,SEX,AGE,TLEFT,MDTLEFT,YDTLEFT,MSTAT,HGRADE,USOCC,REASON,CTRY,STAY,INDWORK,OCCUP,NOMONTH,RET,MDTRET,YDTRET,MDTEXP,YDTEXP,CASHREM,CASHAMT,MODE,RETAPSEP,CASHHOME,KINDREM,KINDAMT,SWGT,P6M_IND
13,76,1,3082,6,2,60,3,4,2002,2,7,22,6,96,88,2,,,2,,,88,8888,2,,,2,,2,,567.2145,
13,76,1,3082,6,1,32,2,8,2002,1,7,149,4,21,0,2,,,1,8,2002,,,2,,,1,0,1,7000,567.2145,2
13,76,1,3084,2,1,26,4,5,2002,2,6,92,1,96,5,1,834,20,2,,,10,2002,1,40000,1,2,,2,,567.2145,1
13,76,1,3087,2,1,51,2,2,2002,2,7,94,1,35,12,1,215,55,2,,,1,2003,1,240000,1,2,,2,,567.2145,1
13,76,1,3088,3,2,26,2,5,2002,1,7,223,1,82,24,1,223,52,2,,,6,2004,1,90000,1,2,,2,,567.2145,1
13,76,1,3097,4,1,25,1,1,2002,2,7,522,1,96,24,1,421,8,2,,,1,2004,1,48000,1,2,,1,2000,567.2148,1
13,76,1,3098,2,1,56,4,1,2002,2,7,92,1,1,12,1,834,48,2,,,1,2003,1,120000,1,2,,2,,567.2148,1
13,76,1,3098,3,1,27,2,4,2002,2,7,92,1,1,12,1,714,24,2,,,4,2003,1,32000,1,2,,2,,567.2148,1
13,76,1,3102,4,1,38,5,8,2002,2,7,92,1,96,6,1,834,36,2,,,4,2003,1,45000,1,1,200000,1,13000,567.2148,1
13,76,1,3105,1,1,40,2,4,1999,2,7,94,1,80,9,1,341,21,1,1,2000,,,2,,,2,,2,,567.2148,2
13,76,1,3110,1,1,57,3,5,2002,2,6,94,1,47,10,1,834,30,2,,,3,2003,1,40000,1,1,200000,1,12000,618.78,1
13,76,1,3110,3,1,30,1,1,2002,1,7,411,1,81,24,1,411,8,2,,,1,2004,2,,,2,,2,,618.78,1
13,76,1,3112,6,1,45,4,2,2002,2,6,94,1,34,10,1,834,37,2,,,12,2002,2,,,2,,2,,618.78,1
13,76,1,3112,6,1,27,2,2,2002,1,6,92,1,35,10,1,834,17,2,,,12,2002,2,,,2,,2,,618.78,1
13,76,1,3121,2,1,51,3,6,2002,2,7,94,1,35,14,1,834,39,2,,,8,2003,1,105000,1,2,,2,,1038.8986,1
13,76,1,3127,3,2,30,2,6,2002,1,4,515,1,52,6,1,347,12,2,,,12,2002,1,36000,4,2,,1,11500,1038.8986,1
13,76,1,3129,1,2,39,1,4,2002,2,7,341,4,90,0,2,,,1,4,2002,,,2,,,1,0,2,,1038.8986,2
13,76,1,3129,2,1,42,4,11,2001,2,7,215,1,90,14,1,215,40,2,,,1,2003,1,180000,1,2,,2,,1038.8986,1
13,76,1,3130,1,1,43,4,4,2002,2,7,222,4,96,2,2,,,1,6,2002,,,2,,,1,0,2,,1038.8986,2
13,76,1,3130,2,2,41,4,4,2002,2,7,222,4,96,2,2,,,1,6,2002,,,2,,,1,0,2,,1038.8986,2
13,76,1,3130,3,2,13,4,4,2002,1,1,23,4,96,2,2,,,1,6,2002,,,2,,,1,0,2,,1015.0349,2
13,76,1,3130,3,2,11,4,4,2002,1,1,23,4,96,2,2,,,1,6,2002,,,2,,,1,0,2,,1015.0349,2
13,76,1,3130,3,1,2,1,4,2002,,,,4,96,2,2,,,1,6,2002,,,2,,,1,0,2,,1015.0349,2
13,76,1,3131,2,1,46,2,8,2002,2,7,131,1,96,24,1,832,25,2,,,9,2004,2,,,2,,2,,1038.8986,1
13,76,1,3132,2,1,47,4,6,2002,2,7,94,1,96,12,1,245,44,2,,,6,2003,1,100000,1,2,,1,6000,1038.8986,1
13,76,1,3134,2,1,30,1,2,2002,2,7,214,1,82,24,1,214,7,2,,,3,2004,2,,,2,,2,,566.7814,1
13,76,1,3135,1,1,52,2,11,1999,3,7,215,1,81,24,1,215,48,1,12,2001,,,2,,,2,,2,,566.7814,2
13,76,1,3136,3,2,27,3,8,2002,2,4,515,6,52,12,2,,,2,,,8,2003,1,75000,4,1,30000,1,9000,566.7814,
13,76,1,3137,1,2,21,1,4,2002,1,6,23,4,81,1,2,,,1,5,2002,,,2,,,1,0,2,,566.7814,2
13,76,1,3137,6,2,19,1,4,2002,1,6,23,4,81,1,2,,,1,5,2002,,,2,,,1,0,2,,566.7814,2
13,76,1,3137,6,1,41,2,4,2001,2,7,215,1,81,36,1,215,48,2,,,4,2004,1,100000,1,2,,2,,566.7814,1
13,76,1,3137,6,2,42,1,4,2000,2,7,233,1,81,36,1,233,29,2,,,4,2003,2,,,2,,2,,566.7814,1
13,76,1,3138,6,1,28,3,1,2002,1,7,522,1,82,7,1,522,28,1,8,2002,,,1,40000,1,1,50000,2,,566.7814,1
13,76,1,3139,6,1,52,3,10,2001,3,7,94,1,52,12,1,834,36,2,,,11,2002,1,240000,1,2,,2,,566.7814,1
13,76,1,3140,2,1,52,3,12,2001,2,7,94,1,74,12,1,834,36,2,,,1,2003,1,180000,1,2,,2,,566.7814,1
13,76,1,3140,3,1,29,1,1,2002,1,7,23,1,32,12,1,512,8,2,,,1,2003,1,120000,1,2,,2,,566.7814,1
13,76,1,3140,3,1,23,1,1,2002,1,7,94,1,52,12,1,512,8,2,,,2,2003,1,90000,1,2,,2,,566.7814,1
13,76,1,3143,1,2,44,2,5,2002,2,7,21,8,1,2,2,,,1,7,2002,,,2,,,1,0,1,6000,566.7814,2
13,76,1,3143,2,1,53,2,7,2002,2,7,94,1,1,12,1,215,26,2,,,8,2003,1,150000,1,2,,2,,566.7814,1
13,76,1,3144,3,2,48,4,8,2002,2,4,743,6,89,12,2,,,2,,,8,2003,2,,,2,,1,6000,566.7814,
13,76,1,3150,2,1,49,2,1,2000,2,7,94,1,94,46,1,522,56,2,,,11,2003,1,52000,1,2,,1,6000,756.2866,1
13,76,1,3170,3,1,30,2,7,2001,1,4,832,1,81,24,1,832,36,2,,,7,2003,1,30000,1,2,,2,,294.2413,1
13,76,1,3174,2,2,27,1,3,2001,2,4,827,1,89,24,1,932,19,2,,,3,2003,1,35000,1,2,,2,,294.2413,1
13,76,1,3185,2,1,44,1,1,2002,2,6,314,1,81,24,1,314,9,2,,,1,2004,1,45000,1,2,,2,,240.7429,1
13,76,1,3194,2,2,38,1,8,2002,2,7,419,1,39,24,1,913,2,2,,,8,2004,1,5000,4,2,,2,,220.6811,1
13,76,1,3197,4,1,28,4,3,2002,2,7,522,1,52,10,1,515,40,2,,,1,2003,1,46000,1,2,,2,,220.6811,1
13,76,1,3198,2,2,35,2,2,2001,2,6,911,1,39,23,1,913,35,2,,,1,2003,1,30000,1,2,,2,,220.6811,1
13,76,1,3200,6,2,23,1,11,2001,1,6,23,1,52,6,1,347,6,1,5,2002,,,2,,,1,450000,1,100000,220.6811,1
13,76,1,3204,2,2,38,2,6,1998,2,6,23,1,89,42,1,724,50,1,12,2001,,,2,,,2,,2,,220.6811,2
13,76,1,3204,2,1,38,3,7,2000,2,6,23,1,89,24,1,724,48,1,7,2002,,,1,30000,1,1,250000,1,450000,220.6811,1
13,76,1,3207,3,1,31,3,6,2001,2,7,832,1,35,9,1,834,34,1,3,2002,,,2,,,2,,2,,220.681,2
13,76,1,3207,3,2,33,1,1,2002,1,6,23,1,39,24,1,913,9,2,,,1,2004,1,16000,4,2,,2,,220.681,1
13,76,1,3208,3,2,36,1,6,1998,1,7,23,1,89,13,1,724,13,1,8,1999,,,2,,,2,,2,,220.681,2
13,76,1,3208,3,2,34,1,10,1997,1,7,23,1,89,24,1,724,24,1,10,1999,,,2,,,2,,2,,220.681,2
13,76,1,3229,3,2,43,1,7,2002,1,6,23,1,89,36,1,724,3,2,,,6,2005,2,,,2,,1,32500,206.5865,1
13,76,1,3233,1,1,33,2,12,1998,2,6,915,1,50,24,1,932,24,1,12,2000,,,2,,,2,,2,,206.5865,2
13,76,1,3238,1,1,51,1,1,2000,2,6,712,1,81,6,1,143,6,1,7,2000,,,2,,,2,,2,,206.5865,2
13,76,1,3258,1,1,27,6,1,2002,2,7,23,5,52,2,2,,,1,3,2002,,,2,,,2,,2,,294.2414,2
13,76,1,3279,2,1,31,5,5,2002,2,7,23,1,35,10,1,834,50,2,,,3,2003,1,225000,1,2,,2,,293.7193,1
13,76,1,3302,4,1,31,2,4,2002,2,6,23,1,96,10,1,834,16,2,,,2,2003,1,100000,1,2,,2,,331.0216,1
13,76,1,3302,3,1,33,1,9,2002,1,7,343,8,39,1,2,,,2,,,10,2002,2,,,2,,2,,331.0216,2
13,76,1,3304,3,1,32,4,1,2002,2,6,143,1,888,13,1,419,48,2,,,2,2003,2,,,2,,2,,331.0216,1
13,76,1,3304,4,2,31,4,1,2002,2,6,347,1,888,13,1,347,48,2,,,2,2003,1,30000,1,2,,2,,331.0216,1
13,76,1,3308,4,1,38,3,6,2000,2,7,214,1,81,24,1,214,46,1,6,2002,,,1,20000,1,1,500000,1,90000,331.0216,1
13,76,1,3319,2,1,34,5,5,2002,2,7,23,1,81,9,1,723,40,2,,,2,2003,1,90000,1,2,,2,,248.1733,1
13,76,1,3326,2,2,31,1,6,1999,2,7,222,1,81,17,1,222,17,1,11,2000,,,2,,,2,,2,,264.8174,2
13,76,1,3336,2,2,45,1,10,1997,2,4,21,1,54,88,1,913,59,2,,,88,8888,2,,,2,,2,,264.8174,1
13,76,1,3337,3,1,26,3,12,2000,1,7,23,1,35,18,1,834,38,1,6,2002,,,1,30000,1,1,50000,2,,220.681,1
13,76,1,3337,3,1,23,1,8,1998,1,7,23,1,35,12,1,834,12,1,8,1999,,,2,,,2,,2,,220.681,2
13,76,1,3338,3,1,25,1,6,2000,1,7,23,1,35,18,1,834,7,1,12,2001,,,2,,,2,,2,,220.681,2
13,76,1,3339,2,2,45,2,1,2001,2,6,21,1,95,23,1,513,48,2,,,12,2002,1,120000,1,2,,2,,220.681,1
13,76,1,3344,7,2,45,4,7,2000,3,6,23,1,81,24,1,913,56,1,7,2002,,,1,48000,1,1,5000,2,,220.681,1
13,76,1,3356,3,1,31,1,7,2001,2,7,23,1,63,6,1,834,6,1,1,2002,,,2,,,2,,2,,240.743,2
13,76,1,3356,4,1,29,1,4,2002,2,7,832,1,64,10,1,834,6,2,,,2,2003,1,30000,1,2,,2,,240.743,1
13,76,1,3359,3,2,26,2,5,2002,2,7,421,8,39,0,2,,,1,6,2002,,,2,,,1,0,2,,240.743,2
13,76,1,3371,3,1,22,1,6,2001,1,6,915,1,96,88,1,915,15,2,,,88,8888,1,60000,1,2,,2,,220.6811,1
13,76,1,3371,3,2,32,1,5,2001,1,7,313,1,30,88,1,313,17,2,,,88,8888,1,60000,1,2,,2,,220.6811,1
13,76,1,3400,2,2,39,2,1,2000,2,4,421,1,39,21,1,913,44,1,10,2001,,,2,,,2,,2,,240.743,2
13,76,1,3452,3,1,30,1,12,2000,2,6,832,1,15,24,1,142,22,2,,,12,2002,1,30000,4,2,,2,,331.0215,1
13,76,1,3458,2,2,43,2,7,1999,2,4,743,1,81,24,1,913,48,1,7,2001,,,2,,,2,,2,,331.0216,2
13,76,1,3459,1,1,62,1,4,2002,2,7,22,8,96,3,2,,,1,7,2002,,,2,,,1,0,1,5000,331.0216,2
13,76,1,3459,2,2,62,1,4,2002,2,7,21,8,96,3,2,,,1,7,2002,,,2,,,1,0,1,5000,331.0216,2
13,76,1,3466,3,2,35,2,6,2002,1,7,23,1,81,24,1,913,27,2,,,6,2004,1,15000,1,1,25000,1,24000,331.0216,1
13,76,1,3471,2,1,46,1,1,1998,2,4,23,1,52,88,1,826,57,2,,,88,8888,1,180000,1,2,,2,,264.8172,1
13,76,1,3472,3,2,27,1,9,2000,1,4,23,1,12,24,1,422,24,1,9,2002,,,2,,,1,25000,1,9000,264.8172,1
13,76,1,3476,3,1,36,3,1,2002,1,4,23,1,50,10,1,723,30,2,,,11,2002,1,60000,1,2,,2,,264.8172,1
13,76,1,3477,1,1,34,5,12,2001,2,7,23,1,52,8,1,512,48,1,8,2002,,,2,,,1,50000,1,33000,264.8172,1
13,76,1,3479,3,2,22,1,11,2001,1,7,223,1,95,24,1,513,10,2,,,12,2003,1,72000,1,2,,2,,264.8172,1
13,76,1,3481,2,1,54,3,7,2002,2,7,23,6,96,6,1,516,30,2,,,1,2003,1,20000,1,2,,2,,363.3574,
13,76,1,3484,4,1,43,5,9,2002,2,6,516,6,96,6,1,826,48,2,,,3,2003,1,120000,4,1,20000,2,,363.3574,
13,76,1,3487,3,1,27,5,11,2001,2,7,23,1,47,9,1,834,45,1,8,2002,,,1,80000,1,1,25000,1,2000,363.3574,1
13,76,1,3492,2,1,36,5,10,2001,2,7,23,1,35,13,1,834,45,2,,,11,2002,1,150000,1,2,,2,,363.3574,1
13,76,1,3494,3,2,35,2,11,2000,1,6,23,1,81,23,1,512,48,2,,,10,2002,1,5000,4,2,,2,,264.8171,1
13,76,1,3506,2,1,53,10,7,2001,2,6,23,1,81,15,1,833,58,2,,,10,2002,1,125000,1,2,,2,,240.7429,1
13,76,1,3517,1,1,34,10,8,2002,2,7,123,8,50,0,2,,,1,8,2002,,,2,,,1,0,2,,240.7432,2
13,76,1,3527,1,2,62,15,7,2002,2,7,131,8,96,88,2,,,2,,,88,8888,2,,,2,,2,,240.7432,2
13,76,1,3532,2,2,40,1,5,2001,2,6,131,1,39,25,1,913,17,2,,,6,2003,2,,,2,,2,,294.2413,1
13,76,1,3551,2,2,41,1,7,2000,2,4,932,1,51,39,1,913,27,2,,,10,2003,1,16000,1,2,,2,,204.5897,1
13,76,1,3572,3,1,25,1,4,2002,1,4,724,1,89,24,1,723,6,2,,,5,2004,1,36000,4,2,,2,,1499.5067,1
13,76,1,3553,3,1,38,2,5,2002,1,4,94,1,81,24,1,724,52,2,,,4,2004,1,19000,1,1,20000,1,54500,1164.6658,1
13,76,1,3555,2,1,45,1,12,2000,2,4,832,1,81,24,1,832,22,2,,,12,2002,1,60000,4,2,,2,,1164.6658,1
13,76,1,3557,6,2,49,9,8,2002,2,6,94,1,43,4,1,143,52,2,,,12,2002,1,100000,1,1,50000,2,,1164.6658,1
13,76,1,3557,6,1,55,4,1,2002,2,6,94,1,94,6,1,149,42,1,7,2002,,,1,60000,4,1,40000,1,11000,1164.6658,1
13,76,1,3577,2,1,38,2,3,2000,2,4,94,1,81,24,1,143,48,1,3,2002,,,2,,,2,,2,,999.6716,2
13,76,1,3584,2,1,53,2,4,2002,2,6,94,1,81,12,1,315,50,2,,,4,2003,2,,,2,,2,,999.6716,1
13,76,1,3586,2,1,40,2,7,2001,2,4,94,1,81,29,1,825,45,2,,,12,2003,1,100000,4,2,,1,12000,999.6716,1
13,76,1,3599,6,1,46,4,5,2002,2,6,94,1,94,12,1,833,55,2,,,4,2003,2,,,1,100000,1,26000,1071.3618,1
13,76,1,3599,6,2,44,4,5,2002,2,4,21,4,94,12,2,,,2,,,4,2003,2,,,1,0,2,,1071.3618,2
13,76,1,3599,6,2,23,2,1,2002,1,4,94,1,94,15,1,512,46,2,,,4,2003,2,,,2,,2,,1071.3618,1
13,76,1,3599,6,2,26,1,11,1999,4,7,94,1,94,38,1,222,34,2,,,1,2003,1,120000,1,2,,2,,1071.3618,1
13,76,1,3614,1,1,54,4,9,2002,2,7,214,4,96,0,2,,,2,,,10,2002,2,,,2,,2,,980.447,2
13,76,1,3614,2,2,54,5,5,2001,2,7,21,4,96,0,2,,,1,5,2001,,,2,,,2,,2,,980.447,2
13,76,1,3614,3,2,26,2,4,2002,1,7,347,3,82,0,1,347,0,1,4,2002,,,2,,,1,0,2,,980.447,1
13,76,1,3614,3,1,22,1,4,1999,1,6,23,4,39,0,2,,,1,4,1999,,,2,,,2,,2,,980.447,2
13,76,1,3614,3,2,12,1,4,1999,1,1,23,4,39,0,2,,,1,4,1999,,,2,,,2,,2,,930.7916,2
13,76,1,3618,2,1,38,1,10,2001,2,7,92,1,81,24,1,215,12,2,,,9,2003,1,60000,1,2,,1,1000,980.447,1
13,76,1,3623,2,2,64,1,2,2002,2,2,21,4,1,12,2,,,2,,,1,2003,2,,,2,,2,,980.447,2
13,76,1,3624,2,1,44,3,7,2002,2,7,92,1,33,11,1,314,33,2,,,6,2003,1,180000,1,2,,2,,980.447,1
13,76,1,3628,3,2,29,1,5,2002,1,4,915,1,81,3,1,913,3,1,8,2002,,,2,,,1,0,2,,1332.8952,1
13,76,1,3628,4,1,38,3,9,2002,2,4,94,1,81,10,1,714,30,2,,,7,2003,1,80000,4,1,20000,1,2200,1332.8952,1
13,76,1,3634,2,1,38,1,6,2001,2,4,921,1,81,24,1,724,16,2,,,5,2003,1,48000,4,2,,2,,1332.8952,1
13,76,1,3638,2,1,28,1,6,2002,2,6,315,1,78,6,1,315,4,2,,,1,2003,1,60000,1,2,,2,,1090.5508,1
13,76,1,3640,3,1,32,1,9,2002,4,2,712,1,81,24,1,742,1,2,,,9,2004,2,,,2,,2,,1090.5508,1
13,76,1,3658,1,2,66,3,9,1999,3,6,513,4,52,3,1,827,9,1,12,1999,,,2,,,2,,2,,1090.5505,2
13,76,1,3658,4,1,69,8,1,2002,2,7,94,6,52,12,1,215,52,2,,,12,2002,1,30000,4,2,,2,,1090.5505,
13,76,1,3658,3,2,45,8,1,2002,2,7,94,3,52,12,1,827,49,2,,,12,2002,1,30000,4,2,,2,,1090.5505,1
13,76,1,3658,5,1,14,8,1,2002,1,3,94,6,52,12,2,,,2,,,12,2002,2,,,2,,2,,1035.3188,
13,76,1,3658,5,1,7,8,1,2002,,,,6,52,12,2,,,2,,,12,2002,2,,,2,,2,,1035.3188,
13,76,1,3668,6,2,45,1,5,2001,2,4,21,6,96,88,1,512,17,2,,,88,8888,1,39000,4,2,,1,9000,540.4537,
13,76,1,3680,4,1,41,1,3,1998,2,7,215,6,18,88,1,215,55,2,,,88,8888,1,60000,1,2,,2,,495.4159,
13,76,1,3689,3,2,32,2,5,2000,4,6,522,1,47,36,1,513,51,2,,,5,2003,1,52500,1,2,,2,,495.4158,1
13,76,1,3694,3,1,37,2,2,2001,1,4,23,1,81,24,1,721,42,2,,,2,2003,1,24000,4,2,,2,,495.4158,1
13,76,1,3718,2,2,39,1,5,2000,2,7,522,4,39,3,2,,,1,8,2000,,,2,,,2,,2,,495.4158,2
13,76,1,3722,3,2,30,1,9,2001,2,7,223,6,18,88,1,223,13,2,,,88,8888,2,,,2,,2,,540.4537,
13,76,1,3728,6,2,40,1,3,2000,1,6,516,4,50,1,2,,,1,4,2000,,,2,,,2,,2,,540.4537,2
13,76,1,3743,1,1,31,8,9,2001,2,7,122,8,52,0,2,,,1,9,2001,,,2,,,2,,2,,495.4156,2
13,76,1,3745,3,2,27,1,1,2000,2,7,522,6,89,88,2,,,2,,,88,8888,2,,,2,,2,,540.4537,
13,76,1,3746,2,1,40,55,9,2002,2,7,314,1,89,3,1,314,55,2,,,12,2002,1,180000,1,1,100000,2,,540.4537,1
13,76,1,3750,1,1,74,1,5,2000,2,7,22,4,39,0,2,,,1,5,2000,,,2,,,2,,2,,540.4537,2
13,76,1,3750,2,2,76,1,5,2000,2,7,22,4,39,0,2,,,1,5,2000,,,2,,,2,,2,,540.4537,2
13,76,1,3750,3,2,44,1,5,2000,1,7,522,4,39,0,2,,,1,5,2000,,,2,,,2,,2,,540.4537,2
13,76,1,3750,5,2,13,1,5,2000,1,2,23,4,39,0,2,,,1,5,2000,,,2,,,2,,2,,470.8915,2
13,76,1,3750,5,1,20,1,5,2000,1,6,23,4,39,0,2,,,1,5,2000,,,2,,,2,,2,,540.4537,2
13,76,1,3750,5,2,17,1,5,2000,1,4,23,4,39,0,2,,,1,5,2000,,,2,,,2,,2,,540.4537,2
13,76,1,3750,3,1,43,5,7,2002,2,7,341,6,52,5,1,341,55,2,,,12,2002,1,60000,1,2,,2,,540.4537,
13,76,1,3752,1,1,47,1,4,1999,2,7,215,4,96,1,2,,,1,5,1999,,,2,,,2,,2,,540.4537,2
13,76,1,3752,2,2,46,1,4,1999,2,7,131,4,96,1,2,,,1,5,1999,,,2,,,2,,2,,540.4537,2
13,76,1,3761,1,1,40,1,10,2000,2,6,522,1,81,23,1,413,23,1,9,2002,,,1,40000,4,1,110000,2,,175.0457,1
13,76,1,3773,1,1,49,1,6,2000,2,7,215,1,96,36,1,215,28,2,,,6,2003,1,140000,1,2,,2,,567.4764,1
13,76,1,3776,1,1,53,12,5,2002,2,7,314,1,81,3,1,314,36,1,8,2002,,,1,80000,1,1,100000,2,,567.4764,1
13,76,1,3776,2,2,51,2,5,2000,2,7,122,4,81,3,2,,,1,8,2002,,,2,,,1,50000,2,,567.4764,2
13,76,1,3776,3,1,20,1,6,2000,1,4,23,5,96,30,2,,,2,,,1,2003,2,,,2,,2,,567.4764,2
13,76,1,3781,6,2,55,2,11,2000,4,4,91,6,96,88,2,,,2,,,88,8888,2,,,2,,2,,495.4159,
13,76,1,3790,6,2,70,2,6,2000,3,4,91,6,95,88,2,,,2,,,88,8888,2,,,2,,2,,495.4159,
13,76,1,3700,3,2,23,1,11,2001,1,6,411,4,39,0,2,,,1,11,2001,,,2,,,2,,2,,495.4158,2
13,76,1,3701,1,1,36,1,5,1998,2,4,723,8,15,4,2,,,1,9,1998,,,2,,,2,,2,,495.4158,2
13,76,1,3703,2,2,23,1,9,2000,2,4,913,1,81,3,1,913,3,1,12,2000,,,2,,,2,,2,,495.4158,2
13,76,1,3706,1,1,44,1,7,2000,2,4,713,1,81,9,1,713,9,1,4,2001,,,2,,,2,,2,,495.4158,2
13,76,1,3814,1,1,42,3,6,2002,2,7,91,1,888,18,1,222,45,2,,,12,2003,1,54000,1,1,200000,2,,1183.8509,1
13,76,1,3820,2,1,46,6,7,2002,2,7,91,4,96,6,1,245,55,2,,,1,2003,1,75000,1,1,100000,2,,586.5725,1
13,76,1,3824,6,1,46,1,10,2001,2,6,915,6,96,88,1,413,11,2,,,88,8888,1,90000,1,2,,1,7000,586.5725,
13,76,1,3828,6,2,20,2,6,2002,1,6,23,1,52,6,1,347,9,2,,,1,2003,1,40000,4,1,180000,2,,586.5725,1
13,76,1,3846,1,1,30,1,2,1999,2,4,832,1,81,24,1,832,24,1,3,2001,,,2,,,2,,2,,495.4159,2
13,76,1,3848,3,2,25,4,10,1998,1,7,522,1,39,36,1,913,36,1,9,2001,,,2,,,2,,2,,495.4159,2
13,76,1,3848,3,2,21,1,7,2001,1,6,23,1,52,6,1,347,6,1,1,2002,,,2,,,2,,2,,495.4159,2
13,76,1,3851,6,2,27,2,9,2002,2,4,92,1,47,24,1,513,26,2,,,10,2004,2,,,1,150000,2,,495.4159,1
13,76,1,3852,1,1,24,1,1,2001,1,4,721,1,81,24,1,721,21,2,,,12,2003,1,24000,4,2,,1,3500,495.4159,1
13,76,1,3860,3,2,28,1,2,2002,2,7,94,3,82,88,1,421,7,2,,,88,8888,1,10000,1,2,,2,,234.5019,1
13,76,1,3870,6,2,32,2,5,2001,4,3,913,1,96,12,1,421,36,1,4,2002,,,1,2000,3,1,0,1,2000,213.1836,1
13,76,1,3871,3,2,25,1,10,1998,1,3,913,1,81,88,1,913,48,2,,,88,8888,2,,,2,,2,,213.1836,1
13,76,1,3877,2,1,54,2,8,2000,2,7,94,1,81,24,1,215,47,1,9,2002,,,2,,,1,104600,1,45500,260.5572,1
13,76,1,3877,3,2,32,1,5,1999,1,7,223,1,96,88,1,223,40,2,,,88,8888,2,,,2,,2,,260.5572,1
13,76,1,3885,3,2,35,1,5,2000,2,7,94,6,96,88,1,241,28,2,,,88,8888,2,,,2,,2,,260.5572,
13,76,1,3890,6,1,31,1,7,2000,1,6,914,1,81,36,1,149,27,2,,,8,2003,2,,,2,,1,11700,195.4179,1
13,76,1,3891,3,2,30,1,5,1998,1,6,414,1,39,57,1,913,53,2,,,2,2003,1,20000,1,2,,2,,195.4179,1
13,76,1,3894,4,2,46,2,7,2001,2,6,21,1,94,12,1,422,36,1,8,2002,,,1,18000,4,1,150000,1,24500,195.4179,1
13,76,1,3901,3,2,30,5,9,2002,1,7,223,1,81,12,1,223,60,2,,,9,2003,1,45000,4,1,200000,1,39000,260.5575,1
13,76,1,3905,1,2,31,6,1,2000,1,6,21,1,52,12,1,347,36,1,12,2000,,,2,,,2,,2,,260.5575,2
13,76,1,3906,3,2,21,1,8,1999,1,4,347,1,52,6,1,347,6,1,2,2000,,,2,,,2,,2,,260.5575,2
13,76,1,3910,2,1,56,1,6,1999,2,7,734,1,52,24,1,834,24,1,6,2001,,,2,,,2,,2,,260.5575,2
13,76,1,3921,1,1,70,3,6,2002,4,7,123,4,96,1,2,,,1,7,2002,,,2,,,1,999999,2,,263.8454,2
13,76,1,3924,4,1,29,2,5,2002,2,6,412,1,94,24,1,421,28,2,,,5,2004,1,45000,1,2,,1,13500,263.8454,1
13,76,1,3924,3,2,28,2,1,2001,1,7,422,1,94,24,1,419,48,2,,,2,2003,1,60000,4,2,,2,,263.8454,1
13,76,1,3931,6,1,32,1,5,2001,1,7,223,1,96,88,1,223,16,2,,,88,8888,1,45000,4,2,,2,,213.1833,1
13,76,1,3950,2,1,57,2,11,2000,2,4,721,1,94,24,1,721,47,2,,,12,2002,1,155000,1,2,,2,,260.5572,1
13,76,1,3956,2,2,26,2,8,1999,2,6,522,1,52,12,1,347,12,1,8,2000,,,2,,,2,,2,,260.5572,2
13,76,1,3957,2,1,41,5,10,2001,2,4,915,1,95,9,1,834,45,1,7,2002,,,1,80000,2,1,300000,1,86000,260.5572,1
13,76,1,3969,2,2,40,1,5,2001,2,4,94,1,51,24,1,913,17,2,,,5,2003,1,130000,4,2,,2,,195.4179,1
13,76,1,3970,6,1,51,10,12,2001,1,7,413,3,33,6,1,913,56,1,5,2002,,,2,,,1,999999,1,56000,195.4179,1
13,76,1,3984,2,1,41,3,10,2001,2,7,215,1,81,24,1,215,36,2,,,11,2002,1,120000,1,2,,1,4200,195.4178,1
13,76,1,3994,2,1,41,2,99,2002,2,7,91,1,35,9,1,834,18,2,,,11,2003,1,75000,1,2,,2,,211.9535,1
13,76,1,4006,3,1,28,1,5,2000,1,4,832,1,81,30,1,913,29,2,,,11,2002,1,18000,1,2,,1,7500,195.4181,1
13,76,1,4012,6,2,55,3,10,2001,2,4,21,1,81,24,1,913,60,2,,,10,2003,1,50000,4,2,,2,,213.1836,1
13,76,1,4042,2,1,40,2,3,2002,2,6,92,1,82,13,1,834,17,2,,,4,2003,1,60000,1,2,,2,,270.1843,1
13,76,1,4050,4,1,28,3,1,2001,2,6,91,1,33,9,1,834,54,2,,,10,2002,1,60000,1,2,,1,9700,163.6426,1
13,76,1,4059,3,1,26,1,8,2001,1,6,512,1,81,24,1,512,14,2,,,9,2003,1,15000,1,2,,2,,195.4177,1
13,76,1,4061,4,1,26,1,2,2002,2,6,522,1,81,24,1,522,8,2,,,2,2004,1,48000,4,2,,2,,195.4177,1
13,76,1,4065,6,2,41,2,2,2000,1,6,515,1,94,24,1,513,36,1,2,2002,,,1,10000,4,2,,1,32000,195.4177,2
13,76,1,4066,2,1,29,1,9,2002,2,7,91,1,52,24,1,834,1,2,,,10,2002,2,,,2,,2,,195.4177,1
13,76,1,4070,4,1,44,3,7,2002,2,6,724,1,81,24,1,723,60,2,,,8,2004,1,100000,4,2,,2,,195.418,1
13,76,1,4078,6,1,27,2,8,1998,1,7,91,1,35,12,1,834,24,1,8,1999,,,2,,,2,,2,,195.418,2
13,76,1,4093,2,1,30,4,5,2002,2,6,347,1,52,6,1,347,24,2,,,11,2002,1,40000,4,1,100000,1,47000,260.5572,1
13,76,1,4106,2,1,40,3,3,2001,2,7,414,1,1,21,1,834,22,2,,,11,2002,1,100000,1,2,,2,,260.557,1
