REGN,PROV,URB,HHCN,REL,SEX,AGE,TLEFT,MDTLEFT,YDTLEFT,MSTAT,HGRADE,USOCC,REASON,CTRY,STAY,INDWORK,OCCUP,NOMONTH,RET,MDTRET,YDTRET,MDTEXP,YDTEXP,CASHREM,CASHAMT,MODE,RETAPSEP,CASHHOME,KINDREM,KINDAMT,SWGT
13,75,1,2025,2,2,35,1,8,2000,2,4,21,1,83,24,1,913,13,2,,,8,2002,1,30000,1,2,,1,2500,372.1917
13,75,1,2032,1,1,41,5,1,2001,2,6,723,1,81,14,1,723,57,2,,,3,2002,1,90000,1,2,,1,38520,865.5621
13,75,1,2034,6,2,37,5,12,1999,1,6,419,1,94,24,1,411,60,2,,,12,2001,1,30000,4,2,,2,,865.5621
13,75,1,2045,2,2,45,3,1,2000,2,3,522,1,39,23,1,913,60,2,,,12,2001,1,12000,1,2,,1,3200,1589.5864
13,75,1,2061,3,1,48,3,9,2001,2,4,721,1,94,25,1,721,48,2,,,10,2003,1,10000,4,1,20000,1,8200,865.5623
13,75,1,2068,6,1,32,3,9,2001,2,6,23,1,52,12,1,723,30,2,,,9,2002,2,,,2,,2,,944.2504
13,75,1,2069,4,1,27,1,12,2000,2,7,213,1,95,24,1,213,9,2,,,12,2002,1,55000,1,2,,2,,944.2504
13,75,1,2069,3,2,27,1,12,2000,2,7,213,1,95,24,1,213,9,2,,,12,2002,1,50000,1,2,,2,,944.2504
13,75,1,2083,6,2,31,1,11,1998,1,7,421,1,89,35,1,829,35,2,,,10,2001,1,25000,1,2,,1,500,792.6918
13,75,1,2091,3,2,35,2,1,2000,1,7,23,1,18,24,1,913,20,2,,,1,2002,1,22000,1,2,,1,7000,865.5633
13,75,1,2091,4,2,39,1,5,2000,2,7,413,1,39,24,1,913,16,2,,,5,2002,1,65000,1,2,,1,7000,865.5633
13,75,1,2101,1,1,54,5,11,2000,2,7,621,1,39,10,1,512,60,1,9,2001,,,1,126000,1,1,50000,1,12000,1154.0833
13,75,1,2101,6,2,31,3,8,2001,1,4,21,1,82,26,1,913,42,2,,,10,2003,1,10000,1,2,,2,,1154.0833
13,75,1,2109,1,1,59,3,4,2001,2,7,122,4,96,8,2,,,2,,,12,2001,2,,,2,,2,,1154.0833
13,75,1,2109,2,2,49,2,9,2001,2,7,343,7,96,3,2,,,2,,,12,2001,2,,,2,,2,,1154.0833
13,75,1,2121,1,1,24,1,7,2000,2,4,822,1,81,24,1,723,15,2,,,6,2002,1,60000,2,2,,2,,944.2503
13,75,1,2123,1,1,37,2,1,2000,2,6,815,1,81,24,1,832,24,2,,,1,2002,1,90000,2,2,,2,,944.2503
13,75,1,2126,2,2,53,1,1,2001,2,6,21,1,52,23,1,913,8,2,,,12,2003,1,30000,4,2,,2,,1038.6752
13,75,1,2126,3,2,21,1,6,2001,1,7,419,1,52,36,1,513,3,2,,,6,2004,2,,,2,,2,,1038.6752
13,75,1,2127,1,1,42,5,1,2000,2,6,131,6,96,88,2,,,2,,,88,8888,1,90000,1,2,,2,,1038.6752
13,75,1,2127,3,1,18,1,1,2000,1,6,23,5,96,88,2,,,2,,,88,8888,2,,,2,,2,,1038.6752
13,75,1,2127,3,2,13,1,1,2000,1,3,23,5,96,88,2,,,2,,,88,8888,2,,,2,,2,,885.5158
13,75,1,2130,1,1,56,6,9,2000,2,7,512,1,96,13,1,834,60,2,,,10,2001,1,150000,2,2,,2,,1038.6752
13,75,1,2132,1,1,52,4,1,1997,2,6,131,1,14,88,1,834,58,2,,,88,8888,1,150000,1,2,,2,,1038.6752
13,75,1,2133,1,1,46,5,1,2001,2,6,131,1,38,11,1,834,60,2,,,12,2001,1,150000,2,2,,2,,1038.6752
13,75,1,2140,1,1,51,5,12,1998,2,7,413,1,66,12,1,723,36,1,12,1999,,,2,,,2,,2,,910.6441
13,75,1,2144,1,2,53,1,2,2001,3,4,94,4,64,11,2,,,2,,,1,2002,2,,,2,,2,,910.6441
13,75,1,2149,1,1,45,5,6,2000,2,7,723,1,52,23,1,834,50,2,,,5,2002,1,71700,1,2,,2,,944.2499
13,75,1,2159,1,1,36,6,10,2000,2,7,241,1,10,23,1,241,50,2,,,9,2002,1,90000,1,2,,2,,944.2499
13,75,1,2162,5,1,23,2,10,1999,1,6,512,1,81,10,1,512,22,1,10,2000,,,1,15000,4,2,,2,,944.2503
13,75,1,2184,3,1,27,1,7,2001,1,4,721,1,81,23,1,721,2,2,,,6,2003,1,32000,1,2,,2,,944.2504
13,75,1,2222,2,2,28,2,1,2001,2,6,23,1,52,6,1,515,10,1,7,2001,,,1,48000,4,1,100000,2,,944.2504
13,75,1,2234,2,2,46,2,1,1999,2,4,21,1,81,35,1,913,48,2,,,12,2001,1,36000,4,2,,2,,865.5626
13,75,1,2240,1,1,66,4,10,1996,2,4,143,6,96,88,1,913,60,2,,,88,8888,1,60000,4,2,,1,19000,865.5626
13,75,1,2250,2,1,53,5,9,2001,2,4,91,1,33,9,1,834,50,2,,,6,2002,1,30000,1,1,30000,2,,863.0246
13,75,1,2255,3,2,27,1,8,2001,1,7,231,1,96,24,1,222,1,2,,,8,2003,1,15000,1,2,,2,,863.0246
13,75,1,2256,3,2,21,1,2,2001,1,7,94,1,82,23,1,512,7,2,,,1,2003,1,30000,1,2,,2,,863.0246
13,75,1,2264,1,1,39,1,2,2001,2,7,723,1,81,23,1,723,7,2,,,1,2003,1,72000,4,2,,2,,865.5626
13,75,1,2290,1,2,33,1,10,2000,2,4,94,4,52,88,1,347,11,2,,,88,8888,1,90000,4,2,,2,,428.6603
13,75,1,2291,1,1,33,3,7,1999,2,5,512,1,82,6,1,512,11,1,1,2000,,,2,,,2,,2,,428.6603
13,75,1,2296,3,2,26,7,7,2000,4,4,94,1,52,6,1,347,36,1,1,2001,,,2,,,2,,2,,392.9385
13,75,1,2300,7,1,30,1,5,1999,1,6,721,1,81,24,1,721,24,1,5,2001,,,2,,,1,40000,2,,392.9385
13,75,1,2309,2,1,47,2,1,2000,2,4,94,1,81,24,1,723,48,2,,,1,2002,1,20000,4,2,,2,,428.6603
13,75,1,2328,1,1,31,5,3,2001,2,6,94,1,81,10,1,723,46,2,,,1,2002,1,60000,1,2,,2,,478.3599
13,75,1,2347,2,2,41,3,8,2001,2,3,911,1,52,3,1,913,11,2,,,11,2001,2,,,2,,1,2500,428.6602
13,75,1,2347,3,1,27,3,8,2001,1,4,723,1,52,3,1,723,11,2,,,11,2001,2,,,2,,2,,428.6602
13,75,1,2352,3,1,23,3,8,2001,1,7,512,1,96,6,1,834,18,2,,,2,2002,2,,,2,,2,,428.6602
13,75,1,2355,2,1,43,4,4,2001,2,7,94,1,81,12,1,215,40,2,,,4,2002,1,90000,1,2,,2,,523.918
13,75,1,2359,6,1,51,3,6,1998,1,4,347,1,81,43,1,347,40,2,,,1,2002,2,,,2,,1,500,523.918
13,75,1,2370,3,1,24,1,8,2000,1,7,914,1,82,12,1,914,12,1,8,2001,,,1,90000,1,1,20000,1,24000,471.5261
13,75,1,2395,1,1,61,5,5,2000,2,7,121,4,96,1,2,,,1,6,2000,,,2,,,2,,2,,392.9385
13,75,1,2395,2,2,63,5,5,2000,2,7,234,4,96,1,2,,,1,6,2000,,,2,,,2,,2,,392.9385
13,75,1,2395,4,2,32,2,1,2001,2,7,121,4,96,1,2,,,1,2,2001,,,2,,,2,,2,,392.9385
13,75,1,2402,3,2,20,5,2,2001,1,3,94,1,52,6,1,347,30,1,8,2001,,,1,16000,4,1,150000,1,15000,428.6601
13,75,1,2413,3,2,23,1,7,2000,1,6,411,1,89,24,1,743,14,2,,,7,2002,2,,,2,,2,,392.9385
13,75,1,2415,1,1,55,2,5,1998,2,4,823,1,81,21,1,823,36,1,2,2000,,,2,,,2,,2,,392.9385
13,75,1,2429,1,1,49,3,4,2001,2,7,215,1,81,20,1,215,34,2,,,12,2002,1,150000,1,2,,2,,471.5261
13,75,1,2430,3,1,31,3,7,2001,1,4,724,1,81,24,1,724,24,2,,,7,2003,1,40000,1,2,,2,,471.5261
13,75,1,2437,6,2,28,2,1,2000,1,7,94,1,89,24,1,724,24,2,,,1,2002,2,,,2,,2,,428.6602
13,75,1,2447,4,2,38,1,10,2000,2,7,21,1,39,36,1,913,12,2,,,10,2003,1,12000,1,2,,2,,428.6602
13,75,1,2470,2,1,28,1,10,1999,2,6,721,1,81,24,1,721,23,2,,,10,2001,1,25000,1,2,,2,,459.0766
13,75,1,2479,1,1,50,4,6,2001,2,2,143,1,35,6,1,723,36,2,,,12,2001,1,25000,3,2,,2,,275.8328
13,75,1,2481,3,2,30,1,6,2001,1,4,522,1,50,4,1,512,3,2,,,10,2001,2,,,2,,2,,275.8328
13,75,1,2481,3,1,28,1,5,1999,1,4,721,1,81,88,1,721,28,2,,,88,8888,2,,,2,,2,,275.8328
13,75,1,2483,4,1,43,1,3,2001,2,4,714,1,81,24,1,714,6,2,,,3,2003,1,60000,1,2,,2,,275.8328
13,75,1,2498,1,1,42,4,3,2001,2,4,832,1,81,36,1,832,57,2,,,3,2004,1,58000,4,2,,2,,275.8326
13,75,1,2518,4,1,29,4,2,2001,2,7,344,1,52,13,1,215,48,2,,,3,2002,1,60000,1,2,,2,,275.8327
13,75,1,2525,1,1,31,2,2,2001,2,7,516,1,14,11,1,913,18,2,,,1,2002,1,60000,1,2,,2,,275.8326
13,75,1,2537,3,2,28,2,2,2000,4,2,522,1,68,24,1,522,48,2,,,2,2002,1,54000,4,2,,2,,435.7102
13,75,1,2538,1,1,32,1,6,2001,2,4,832,1,36,3,1,834,3,1,8,2001,,,1,84000,1,1,30000,1,300,435.7102
13,75,1,2541,1,1,53,3,1,1999,2,7,643,1,35,88,1,723,60,2,,,88,8888,1,120000,1,2,,2,,435.7102
13,75,1,2542,3,1,33,2,2,1997,2,6,94,1,35,8,1,723,18,1,10,1998,,,2,,,2,,2,,435.7102
13,75,1,2549,3,1,31,1,9,1999,1,7,724,1,81,23,1,724,23,1,8,2001,,,1,20000,1,1,20000,1,2200,275.8327
13,75,1,2549,3,1,34,4,9,2000,1,7,94,1,64,10,1,834,60,1,7,2001,,,1,15000,1,1,50000,1,12000,275.8327
13,75,1,2552,1,1,39,1,9,1999,2,4,833,1,81,88,1,832,24,2,,,88,8888,1,42000,1,2,,2,,275.8327
13,75,1,2583,3,2,23,2,4,2000,1,6,94,1,52,6,1,347,12,1,9,2001,,,1,24000,4,1,20000,1,3000,269.1764
13,75,1,2593,1,1,33,3,7,2001,2,4,712,1,81,24,1,712,36,2,,,7,2003,1,17000,4,2,,2,,275.8327
13,75,1,2594,1,1,32,1,12,1998,2,4,712,1,89,10,1,712,10,1,10,1999,,,2,,,2,,2,,275.8327
13,75,1,2605,3,2,23,1,3,2000,1,6,23,1,89,24,1,827,18,2,,,3,2002,1,15000,1,2,,2,,275.8327
13,75,1,2612,6,1,49,1,2,2001,2,6,741,4,96,88,2,,,2,,,88,8888,2,,,2,,2,,275.8327
13,75,1,2612,6,2,45,1,2,2001,2,6,21,4,96,88,2,,,2,,,88,8888,2,,,2,,2,,275.8327
13,75,1,2612,6,1,28,1,5,2001,1,7,94,4,96,88,2,,,2,,,88,8888,2,,,2,,2,,275.8327
13,75,1,2612,6,2,14,1,5,2001,1,4,23,4,96,88,2,,,2,,,88,8888,2,,,2,,2,,200.7373
13,75,1,2612,6,1,11,1,5,2001,1,2,23,4,96,88,2,,,2,,,88,8888,2,,,2,,2,,200.7373
13,75,1,2614,3,2,19,1,12,2000,1,4,94,1,52,6,1,347,6,1,6,2001,,,1,4000,4,1,100000,1,1000,275.8327
13,75,1,2623,4,2,20,1,7,2001,2,4,21,6,96,88,2,,,2,,,88,8888,2,,,2,,2,,315.3168
13,75,1,2623,5,1,3,1,7,2001,,,,6,96,88,2,,,2,,,88,8888,2,,,2,,2,,229.4718
13,75,1,2639,2,2,45,3,5,1999,2,4,21,1,32,36,1,913,29,2,,,5,2002,1,3000,4,2,,2,,275.8326
13,75,1,2699,1,1,44,2,10,2000,2,4,823,1,81,24,1,823,36,2,,,10,2002,1,18000,4,2,,2,,340.5576
13,75,1,2716,1,1,55,5,10,2000,2,4,832,1,81,24,1,832,60,2,,,10,2002,1,46000,4,2,,2,,312.1777
13,75,1,2721,6,2,31,2,12,2000,1,4,743,1,82,24,1,913,42,2,,,12,2002,1,38000,4,2,,2,,312.1777
13,75,1,2735,1,1,29,3,1,2001,2,7,215,1,81,12,1,215,45,2,,,1,2002,1,150000,1,2,,1,41000,374.6132
13,75,1,2736,3,1,32,1,9,2001,2,7,832,1,81,24,1,832,1,2,,,9,2003,2,,,2,,2,,374.6132
13,75,1,2744,1,1,28,2,9,2001,2,6,512,1,96,11,1,512,10,2,,,8,2002,2,,,2,,2,,340.5575
13,75,1,2750,1,1,61,5,1,2000,2,4,143,1,47,12,1,143,60,1,1,2001,,,2,,,2,,2,,312.1778
13,75,1,2750,3,2,29,2,11,2000,1,7,94,1,82,24,1,223,24,2,,,11,2002,1,20000,1,2,,2,,312.1778
13,75,1,2750,3,1,27,1,6,1999,2,7,913,1,50,24,1,913,24,1,6,2001,,,1,20000,1,1,150000,2,,312.1778
13,75,1,2756,1,1,33,5,2,2000,2,7,94,4,71,14,1,915,45,1,4,2001,,,2,,,1,20000,2,,312.1778
13,75,1,2759,1,1,69,3,11,1999,2,7,241,4,96,3,2,,,1,2,2000,,,2,,,2,,2,,312.1778
13,75,1,2759,2,2,64,3,11,1999,2,7,743,4,96,3,2,,,1,2,2000,,,2,,,2,,2,,312.1778
13,75,1,2763,2,2,44,1,12,2000,2,4,21,1,39,25,1,913,9,2,,,1,2003,1,58000,4,2,,2,,312.1778
13,75,1,2769,2,2,43,3,6,2000,2,4,21,1,81,11,1,512,30,1,5,2001,,,2,,,1,60000,2,,312.1778
13,75,1,2772,3,2,33,1,11,1999,2,6,21,1,39,19,1,913,19,1,6,2001,,,2,,,1,999999,2,,312.1778
13,75,1,2772,4,1,51,3,4,2001,2,7,122,1,81,12,1,143,27,2,,,4,2002,1,61200,1,2,,2,,312.1778
13,75,1,2778,3,2,26,1,12,1999,1,7,412,1,15,48,1,411,21,2,,,12,2003,1,24000,1,2,,2,,312.1777
13,75,1,2787,3,2,30,1,7,2001,1,6,743,1,52,6,1,347,2,2,,,1,2002,2,,,2,,2,,312.1778
13,75,1,2788,3,2,28,1,10,1999,2,7,422,1,96,11,1,413,10,1,9,2000,,,2,,,2,,2,,312.1778
13,75,1,2788,4,1,24,2,2,2001,2,6,23,1,96,12,1,834,24,2,,,2,2002,1,183600,1,2,,2,,312.1778
13,75,1,2789,3,1,30,1,1,2000,1,6,913,1,96,10,1,834,10,1,11,2000,,,2,,,2,,2,,312.1778
13,75,1,2824,1,1,43,3,12,2000,2,7,832,1,35,9,1,834,36,1,9,2001,,,1,90000,1,1,102000,1,2300,312.1777
13,75,1,2826,1,1,47,3,8,2000,2,4,712,1,81,12,1,724,36,1,8,2001,,,1,70000,1,1,40000,1,1000,312.1777
13,75,1,2827,1,1,47,3,7,2001,2,4,832,1,81,88,1,832,36,2,,,88,8888,1,10000,4,2,,2,,312.1777
13,75,1,2828,1,1,40,2,9,1999,2,4,814,2,81,25,1,413,34,2,,,10,2001,1,36000,1,2,,1,50000,312.1777
13,75,1,2836,1,1,43,5,10,2000,2,7,512,1,96,10,1,512,40,1,8,2001,,,1,120000,1,1,50000,1,5000,424.7775
13,75,1,2858,3,1,28,1,9,2001,2,6,143,1,81,23,1,513,1,2,,,3,2003,2,,,2,,2,,340.5576
13,75,1,2858,3,1,26,1,1,1999,2,7,94,1,96,11,1,512,11,1,12,1999,,,2,,,2,,2,,340.5576
13,75,1,2865,1,1,30,1,12,1996,2,4,832,1,81,33,1,722,33,1,9,1999,,,2,,,2,,2,,340.5576
13,75,1,2877,1,1,46,6,8,2001,2,6,412,1,94,9,1,412,60,2,,,5,2002,1,23000,1,1,80000,2,,416.237
13,75,1,2884,1,1,44,2,1,1999,2,4,721,1,81,50,1,721,48,2,,,3,2003,1,74000,4,2,,2,,363.7155
13,75,1,2895,1,1,35,3,2,2000,2,7,94,1,35,7,1,834,30,1,9,2000,,,2,,,2,,2,,475.9696
13,75,1,2898,3,2,29,1,4,2000,1,7,421,1,81,12,1,421,12,1,4,2001,,,2,,,1,999999,2,,475.9696
13,75,1,2899,1,1,40,3,9,2001,2,6,832,1,81,36,1,832,50,2,,,9,2004,1,42000,4,1,40000,2,,475.9696
13,75,1,2914,1,1,44,5,4,2001,2,4,94,1,81,24,1,713,60,2,,,4,2003,1,60000,4,2,,2,,312.1777
13,75,1,2915,6,2,43,2,4,1998,3,6,21,1,89,24,1,913,48,1,4,2000,,,2,,,2,,2,,312.1777
13,75,1,2918,4,2,29,2,10,2000,2,6,94,1,52,6,1,515,12,1,4,2001,,,2,,,1,200000,1,26500,312.1779
13,75,1,2937,3,2,25,1,5,2000,1,7,94,1,89,24,1,743,16,2,,,5,2002,1,10000,1,2,,2,,276.5493
13,75,1,2942,3,2,24,2,11,2000,1,4,743,1,52,2,1,347,12,1,1,2001,,,2,,,2,,2,,312.1777
13,75,1,2958,3,2,24,1,3,2001,1,7,23,1,89,24,1,825,6,2,,,3,2003,1,61000,4,2,,2,,312.1777
13,75,1,2966,1,1,56,3,1,1999,2,7,23,1,70,12,1,814,36,1,1,2000,,,2,,,2,,2,,340.5576
13,75,1,2967,3,2,28,1,4,1999,1,6,23,1,89,24,1,825,24,1,4,2001,,,2,,,1,50000,2,,340.5576
13,75,1,2968,3,1,26,3,8,2001,1,4,512,1,52,6,1,347,36,2,,,2,2002,2,,,2,,2,,340.5576
13,75,1,2969,1,1,28,3,7,2000,2,7,23,1,50,8,1,834,27,1,3,2001,,,1,51000,5,2,,2,,340.5576
13,76,1,3178,3,2,38,2,7,1998,1,2,522,1,89,4,1,513,16,1,11,1998,,,2,,,2,,2,,436.4993
13,76,1,3197,1,1,47,3,4,2001,2,6,12,1,81,23,1,313,50,2,,,3,2003,1,88000,4,2,,2,,261.8997
13,76,1,3210,1,1,49,2,3,1998,2,5,143,1,4,11,1,812,36,1,5,1999,,,2,,,2,,2,,218.2496
13,76,1,3213,6,1,33,1,6,2001,2,6,817,1,81,12,1,817,4,2,,,6,2002,1,25000,1,2,,2,,218.2496
13,76,1,3214,2,1,44,5,3,2001,2,7,23,1,28,10,1,834,47,2,,,1,2002,1,150000,1,2,,2,,218.2496
13,76,1,3223,2,1,31,1,10,2000,2,7,213,1,81,24,1,213,11,2,,,10,2002,1,60000,1,2,,2,,261.8997
13,76,1,3227,2,1,45,3,7,2001,2,7,215,1,57,5,1,215,56,2,,,12,2001,1,120000,1,2,,2,,261.8997
13,76,1,3243,1,2,55,6,6,2001,4,7,121,4,52,0,2,,,1,6,2001,,,2,,,1,0,2,,292.2905
13,76,1,3244,1,2,40,5,9,2001,1,7,121,4,96,0,2,,,1,9,2001,,,2,,,1,0,2,,292.2905
13,76,1,3252,1,1,47,30,9,2001,2,7,121,4,82,0,2,,,1,9,2001,,,2,,,1,0,2,,292.2905
13,76,1,3252,2,2,44,25,9,2001,2,7,121,4,82,0,2,,,1,9,2001,,,2,,,1,0,2,,292.2905
13,76,1,3256,2,2,28,1,10,1996,2,4,23,1,52,6,1,347,6,1,4,1997,,,2,,,2,,2,,218.2497
13,76,1,3263,2,1,39,1,8,2001,2,6,131,1,81,24,1,817,1,2,,,8,2003,2,,,2,,2,,218.2497
13,76,1,3264,6,1,27,1,8,1999,1,4,23,1,81,26,1,829,25,2,,,10,2001,2,,,2,,2,,218.2497
13,76,1,3281,3,1,32,2,6,2000,2,7,312,1,81,24,1,522,39,2,,,6,2002,1,35000,4,2,,1,6000,225.9314
13,76,1,3282,2,2,40,1,9,2001,2,7,131,4,82,1,2,,,2,,,10,2001,2,,,2,,2,,225.9314
13,76,1,3286,6,1,45,1,9,1997,1,7,721,1,81,50,1,741,48,2,,,11,2001,2,,,2,,2,,225.9314
13,76,1,3286,6,1,40,2,3,2001,1,7,522,1,51,12,1,143,24,2,,,3,2002,1,35000,1,2,,2,,225.9314
13,76,1,3286,6,2,47,5,3,2001,2,7,23,3,96,11,1,222,60,2,,,2,2002,1,90000,1,2,,1,1000,225.9314
13,76,1,3309,1,2,62,6,7,2001,1,7,411,7,87,1,2,,,1,8,2001,,,2,,,1,0,2,,261.8997
13,76,1,3320,1,1,32,1,4,1998,1,7,123,7,90,0,2,,,1,9,1998,,,2,,,2,,2,,245.439
13,76,1,3323,1,1,46,1,5,2001,2,7,131,4,96,1,2,,,1,6,2001,,,2,,,1,0,2,,245.439
13,76,1,3323,2,2,45,1,5,2001,2,7,21,4,96,1,2,,,1,6,2001,,,2,,,1,0,2,,245.439
13,76,1,3323,3,1,15,1,5,2001,1,4,23,4,96,1,2,,,1,6,2001,,,2,,,1,0,2,,245.439
13,76,1,3323,3,2,12,1,5,2001,1,2,23,4,96,1,2,,,1,6,2001,,,2,,,1,0,2,,284.1683
13,76,1,3323,3,2,11,1,5,2001,1,1,23,4,96,1,2,,,1,6,2001,,,2,,,1,0,2,,284.1683
13,76,1,3327,2,1,50,3,1,2001,2,6,516,1,81,17,1,516,51,2,,,6,2002,1,74000,4,2,,2,,238.0907
13,76,1,3330,2,2,60,2,8,2001,2,6,21,3,96,48,1,513,24,2,,,8,2005,2,,,2,,2,,238.0907
13,76,1,3338,2,1,27,2,6,2001,2,6,215,1,81,9,1,215,42,2,,,3,2002,1,29000,1,2,,2,,261.8996
13,76,1,3345,2,2,37,4,9,2001,2,6,21,6,43,12,1,913,44,2,,,9,2002,2,,,2,,2,,261.8996
13,76,1,3354,2,2,48,2,5,1998,2,4,21,1,39,88,1,913,52,2,,,88,8888,1,60000,4,2,,1,2000,238.0906
13,76,1,3356,2,2,25,1,7,2000,2,7,21,6,95,88,2,,,2,,,88,8888,1,30000,4,2,,1,4500,238.0906
13,76,1,3358,6,1,32,1,2,1999,1,5,712,1,35,88,1,712,31,2,,,88,8888,2,,,2,,1,3000,238.0906
13,76,1,3361,2,2,37,1,9,2001,2,4,21,1,81,12,1,913,1,2,,,9,2002,2,,,2,,2,,218.2497
13,76,1,3372,6,1,43,4,7,2001,2,4,23,1,81,8,1,723,60,2,,,3,2002,1,18000,4,2,,2,,218.2497
13,76,1,3383,2,2,30,3,4,2001,2,6,23,1,52,6,1,245,18,2,,,10,2001,1,84000,4,2,,1,999999,238.0905
13,76,1,3390,2,1,38,4,3,2001,2,7,23,1,95,7,1,834,33,2,,,10,2001,1,258000,1,2,,2,,253.9897
13,76,1,3391,1,2,37,2,12,1999,2,4,721,1,52,3,1,515,9,1,3,2000,,,2,,,2,,2,,253.9897
13,76,1,3395,2,1,37,1,8,2001,2,4,311,1,89,36,1,832,2,2,,,8,2004,2,,,2,,2,,253.9897
13,76,1,3398,1,1,48,5,5,2000,2,7,131,1,96,88,1,834,40,2,,,88,8888,2,,,2,,2,,238.0906
13,76,1,3399,1,1,48,2,7,2001,2,4,516,1,81,12,1,516,60,2,,,7,2002,1,95000,1,1,15000,2,,238.0906
13,76,1,3402,3,2,47,2,5,2001,4,6,422,1,89,12,1,914,38,2,,,5,2002,2,,,1,0,2,,238.0906
13,76,1,3402,4,1,47,1,5,2000,2,6,516,1,94,5,1,512,5,1,10,2000,,,2,,,2,,2,,238.0906
13,76,1,3406,1,1,66,3,2,2000,2,7,144,1,81,11,1,149,60,1,1,2001,,,1,126000,1,2,,1,15000,238.0906
13,76,1,3406,3,1,34,1,4,1997,4,6,143,1,81,88,1,421,53,2,,,88,8888,1,14500,1,2,,2,,238.0906
13,76,1,3412,1,1,38,1,4,2001,2,7,121,7,39,0,2,,,1,4,2001,,,2,,,1,0,2,,238.0906
13,76,1,3413,1,2,72,1,8,2001,3,7,22,4,81,1,2,,,1,9,2001,,,2,,,1,0,2,,238.0906
13,76,1,3442,1,1,69,2,11,1999,2,6,713,1,21,4,1,713,18,1,3,2000,,,2,,,2,,2,,374.1424
13,76,1,3443,2,2,31,3,7,2001,2,6,21,1,52,7,1,347,12,2,,,2,2002,1,12000,4,2,,2,,374.1424
13,76,1,3443,6,1,55,4,6,2001,4,2,832,1,81,12,1,833,39,2,,,9,2002,1,32000,4,2,,2,,374.1424
13,76,1,3465,2,2,38,3,3,2001,2,7,111,4,96,5,2,,,1,8,2001,,,1,10000,4,1,20000,1,6000,290.9996
13,76,1,3472,1,1,26,68,11,1999,2,7,213,7,39,0,2,,,1,11,1999,,,2,,,2,,2,,218.2496
13,76,1,3492,1,1,41,1,9,1999,2,4,827,1,94,27,1,827,24,2,,,12,2001,1,60000,4,2,,2,,395.2895
13,76,1,3517,1,2,69,10,9,2001,3,7,22,4,39,0,2,,,1,9,2001,,,2,,,1,0,2,,238.0908
13,76,1,3521,1,1,41,3,2,2001,2,7,222,4,96,1,2,,,1,3,2001,,,2,,,2,,2,,238.0908
13,76,1,3521,2,2,41,3,2,2001,2,7,222,4,96,1,2,,,1,3,2001,,,2,,,2,,2,,238.0908
13,76,1,3521,7,2,28,1,2,2001,1,3,913,4,96,1,2,,,1,3,2001,,,2,,,2,,2,,238.0908
13,76,1,3522,1,1,48,6,9,2001,2,7,121,4,21,0,2,,,1,9,2001,,,2,,,1,0,2,,238.0908
13,76,1,3522,2,2,51,6,9,2001,2,7,131,4,21,0,2,,,1,9,2001,,,2,,,1,0,2,,238.0908
13,76,1,3522,3,1,23,20,9,2001,1,7,121,4,21,0,2,,,1,9,2001,,,2,,,1,0,2,,238.0908
13,76,1,3540,1,1,58,5,8,2000,2,6,723,1,81,23,1,723,55,2,,,7,2002,1,75000,1,2,,2,,218.2496
13,76,1,3549,2,1,32,3,3,2001,2,6,724,1,81,24,1,827,60,2,,,3,2003,1,999999,4,2,,2,,202.3356
13,76,1,3551,6,2,38,1,8,2001,2,7,412,3,1,24,1,412,1,2,,,8,2003,2,,,2,,1,5000,202.3356
13,76,1,3552,3,2,26,2,5,1999,1,7,213,1,89,36,1,213,65,2,,,5,2002,2,,,2,,2,,202.3356
13,76,1,4305,1,1,48,2,99,1999,2,4,721,1,81,36,1,721,36,2,,,99,2002,1,60000,1,2,,2,,585.0901
13,76,1,4308,1,1,45,1,6,1998,2,4,829,1,81,46,1,829,39,2,,,4,2002,1,72000,4,2,,1,2000,585.0901
13,76,1,4322,1,1,63,2,5,2000,2,4,712,1,36,88,1,712,60,2,,,88,8888,1,60000,1,2,,2,,585.0902
13,76,1,4322,3,2,40,3,2,1999,4,6,419,1,18,88,1,913,55,2,,,88,8888,1,72000,1,2,,2,,585.0902
13,76,1,4328,4,2,36,2,2,2001,2,6,829,1,46,24,1,513,31,2,,,2,2003,1,4000,1,2,,2,,585.0902
13,76,1,4330,1,1,44,3,6,2001,2,4,721,1,57,12,1,723,27,2,,,6,2002,1,60000,1,1,20000,2,,585.0902
13,76,1,4337,2,2,42,3,1,2000,2,4,743,1,39,35,1,913,60,2,,,12,2002,1,48000,4,2,,2,,1027.3689
13,76,1,4341,2,2,25,1,8,2000,2,7,422,1,47,24,1,513,13,2,,,8,2002,1,33000,1,2,,2,,1027.3689
13,76,1,4353,1,1,41,3,3,2001,2,4,347,1,96,88,1,347,34,2,,,88,8888,1,70000,1,2,,2,,702.1084
13,76,1,4366,4,1,22,2,5,2001,2,4,932,1,15,7,1,913,29,2,,,12,2001,1,11500,4,2,,2,,877.6354
13,76,1,4366,3,2,24,1,3,2000,1,7,411,1,89,24,1,724,18,2,,,3,2002,1,49000,1,2,,1,5000,877.6354
13,76,1,4411,3,2,26,2,11,2000,1,2,913,1,51,24,1,913,35,2,,,11,2002,1,30000,4,2,,2,,1018.3999
13,76,1,4414,1,1,42,1,5,1999,2,4,143,1,50,60,1,825,28,2,,,5,2004,1,60000,1,2,,2,,1018.3999
