REGN,PROV,URB,HHCN,REL,SEX,AGE,MOLEFT,YRLEFT,MSTAT,HGRADE,USOCC,REASON,CTRY,OCUP,SWORK,RET,MORET,YRRET,MOEXP,YREXP,CASHREM,CASHAMT,MODE,CASHHOME,INKIND,KINDAMT,SWGT
6,19,2,846,3,2,32,8,94,1,5,451,1,81,541,894,2,,,8,1997,1,7000,1,,2,,557.3191
6,19,2,848,3,1,28,3,93,1,5,532,1,81,386,393,2,,,88,8888,1,15000,1,,2,,557.3191
6,19,1,810,2,1,36,4,96,2,5,592,1,18,370,496,2,,,4,1998,1,12000,2,,2,,304.5148
6,19,1,811,3,1,37,3,96,1,6,23,1,81,23,396,2,,,3,1998,1,12000,1,,2,,304.5148
6,19,1,811,3,1,32,99,99,1,6,Z90,1,81,552,596,2,,,5,1997,1,12000,1,,2,,304.5148
6,19,1,812,3,1,26,10,96,1,6,532,1,1,552,1092,2,,,5,1997,1,18000,1,,1,21200,304.5148
6,19,1,815,2,1,38,9,96,2,5,Z90,1,35,43,9982,2,,,5,1997,2,,,,2,,304.5148
6,19,2,822,3,1,30,11,95,1,6,Z90,1,50,389,1195,2,,,12,1997,1,40000,1,,2,,557.3185
6,19,1,685,3,2,25,10,95,1,5,Z20,1,39,541,1095,2,,,4,1997,2,,,,2,,304.5148
6,19,2,860,3,2,25,12,95,1,6,203,1,10,541,1295,2,,,12,1997,1,17000,1,,2,,557.3187
6,19,2,874,3,2,32,5,95,1,6,66,1,81,66,595,2,,,5,1997,1,25000,1,,1,20000,557.3182
6,19,2,888,2,1,38,10,96,2,5,981,1,52,981,9989,2,,,88,8888,1,50000,1,,1,10000,557.3187
6,19,2,895,1,1,37,7,96,2,6,644,1,82,871,688,2,,,5,1997,1,84000,1,,2,,557.3184
6,19,1,701,3,1,32,8,96,1,5,Z30,1,81,981,896,2,,,8,1997,1,18000,1,,2,,304.5144
6,19,1,720,3,1,27,1,93,1,5,854,1,81,541,193,2,,,88,8888,2,,,,2,,304.5148
6,19,1,723,3,2,30,8,96,1,4,452,1,46,541,896,2,,,8,1997,2,,,,2,,304.5147
6,19,1,730,3,2,22,5,85,1,5,172,5,52,172,585,1,2,97,,,2,,,25000,1,7322,304.5147
6,19,1,739,3,2,37,12,95,1,6,389,1,39,541,684,2,,,12,1997,1,12000,1,,2,,304.5147
6,19,1,753,3,2,32,1,96,4,5,451,1,52,542,196,2,,,12,1998,1,30000,1,,1,9800,332.1979
6,19,1,779,2,1,58,99,99,2,5,370,1,66,370,375,1,11,96,,,1,35000,1,40000,1,5000,304.5147
6,19,2,834,3,2,22,1,94,1,5,323,1,57,541,194,2,,,1,1998,1,20000,1,,1,4000,557.3181
6,19,2,982,3,1,27,11,95,1,5,621,1,81,959,1195,2,,,11,1997,1,5000,5,,2,,557.319
6,19,2,1005,5,1,28,4,96,1,5,621,1,52,981,496,1,3,97,,,1,20000,1,50000,1,5600,557.3194
6,30,2,1801,3,1,36,2,91,1,5,872,1,81,982,291,2,,,12,1997,2,,,,2,,609.6459
6,30,2,1801,3,1,26,2,97,1,5,621,1,39,982,1095,2,,,8,1998,2,,,,2,,609.6459
6,30,2,1517,3,1,33,2,96,2,5,621,1,70,981,491,1,1,97,,,1,8000,1,100000,1,17500,564.487
6,30,1,1058,3,2,26,2,95,1,6,66,1,96,66,295,2,,,88,8888,1,14690,1,,1,2000,458.446
6,30,1,1059,1,1,32,7,96,2,4,Z20,1,52,981,296,2,,,5,1997,1,60000,1,,1,1500,458.446
6,30,2,1587,3,2,47,6,96,1,5,67,1,18,541,696,2,,,88,8888,1,10000,5,,1,5000,508.0357
6,30,2,1591,3,2,28,7,93,1,5,Z20,1,84,541,793,2,,,3,1998,1,35000,1,,2,,508.0357
6,30,2,1596,3,1,26,11,95,1,5,621,1,66,981,1195,2,,,3,1998,1,28800,1,,2,,508.0357
6,30,2,1818,2,1,35,8,96,2,6,54,1,15,855,794,2,,,7,1997,1,30000,1,,2,,508.0383
6,30,2,1824,2,1,48,3,97,2,5,834,1,89,851,397,2,,,12,1997,2,,,,2,,508.0383
6,30,2,1824,3,2,23,1,97,1,6,66,1,46,66,197,2,,,1,1999,2,,,,2,,508.0383
6,30,1,1119,3,2,31,11,94,1,5,Z20,1,69,541,1194,2,,,88,8888,2,,,,2,,458.4457
6,30,1,1125,3,1,35,7,90,1,6,386,5,96,332,790,2,,,88,8888,1,5200,1,,1,5000,458.4457
6,30,1,1125,3,1,32,1,96,1,6,Z30,1,81,22,9992,2,,,12,1997,1,46800,1,,2,,458.4457
6,30,1,1125,3,2,38,11,96,2,6,311,1,81,522,9993,2,,,88,8888,2,,,,2,,458.4457
6,30,2,1705,3,1,27,1,94,1,5,Z30,1,52,981,789,2,,,12,1997,1,90000,1,,2,,508.0367
6,30,1,1144,1,1,45,4,95,2,5,389,1,94,851,379,2,,,99,1998,1,60000,1,,2,,458.4459
6,30,1,1083,3,1,27,1,97,1,2,819,1,57,625,197,2,,,88,8888,2,,,,2,,458.4468
6,30,1,1083,3,1,22,1,97,1,2,621,1,57,625,197,2,,,88,8888,2,,,,2,,458.4468
6,30,1,1085,3,1,26,3,97,1,4,939,1,81,939,397,2,,,88,8888,2,,,,2,,458.4468
6,30,1,1088,3,2,50,3,97,1,6,135,1,39,541,9993,2,,,3,1999,1,4000,1,,2,,458.4468
6,30,1,1089,3,2,30,4,95,1,3,Z30,1,82,541,693,2,,,4,1997,2,,,,2,,458.4468
6,30,2,1609,4,1,48,6,96,2,5,621,1,52,43,592,2,,,5,1997,1,138000,2,,2,,508.0358
6,30,1,1112,3,1,25,11,96,1,6,386,1,35,981,795,2,,,7,1997,1,8600,1,,2,,500.123
6,30,1,1114,2,1,26,1,97,2,6,212,1,89,985,197,2,,,12,1997,2,,,,2,,500.123
6,30,2,1719,3,1,41,7,96,1,6,771,1,87,43,9981,1,1,97,,,1,195000,1,78000,1,3300,508.0359
6,30,2,1730,6,2,26,7,96,1,5,Z20,1,39,521,994,2,,,7,1998,1,3000,1,,1,4000,508.0359
6,30,2,1730,6,1,27,8,96,2,6,982,1,52,982,394,2,,,12,1997,1,5000,1,,2,,508.0359
6,30,2,1730,6,2,23,1,97,1,5,Z20,1,39,541,197,2,,,1,1999,2,,,,2,,508.0359
6,30,2,1731,3,2,32,5,96,1,5,Z30,1,39,541,891,2,,,5,1998,1,23000,1,,2,,508.0359
6,30,2,1731,3,1,36,12,96,1,5,Z30,1,35,982,791,2,,,88,8888,2,,,,2,,508.0359
6,30,2,1745,2,2,32,9,95,2,5,Z20,1,39,541,995,1,3,97,,,1,15000,1,100000,1,4500,508.0355
6,30,2,1755,3,2,49,1,96,4,6,Z20,1,82,541,591,2,,,12,1997,1,21000,2,,2,,508.0359
6,30,2,1441,2,1,49,8,96,2,4,985,1,35,982,593,1,2,97,,,1,21000,1,10000,1,1900,508.0372
6,30,2,1441,3,1,26,2,97,1,5,451,1,94,982,297,2,,,2,1998,2,,,,2,,508.0372
6,30,2,1451,3,2,29,9,95,1,6,386,1,89,332,792,2,,,9,1997,1,9000,1,,2,,508.0372
6,30,1,1157,2,1,52,10,96,2,4,531,1,52,531,389,2,,,11,1997,1,45000,1,,2,,203.6281
6,30,1,1157,3,1,23,4,95,1,5,Z30,1,52,982,495,2,,,5,1997,1,24000,1,,2,,203.6281
6,30,1,1170,2,2,42,3,96,2,6,66,1,81,66,478,1,2,97,,,1,78000,1,26000,1,3000,203.6281
6,30,1,1176,2,1,35,10,96,2,6,Z90,1,96,542,288,2,,,10,1997,1,24000,4,,2,,203.6281
6,30,1,1180,3,2,35,12,95,1,5,451,1,82,541,1295,2,,,12,1997,1,5000,4,,2,,203.6282
6,30,1,1192,2,2,51,8,90,2,4,791,1,51,541,9979,2,,,6,1997,1,30000,4,,1,10000,203.6281
6,30,1,1192,3,2,35,8,96,1,4,Z20,1,51,541,9992,2,,,88,8888,2,,,,2,,203.6281
6,30,1,1197,3,1,24,1,97,1,5,Z30,1,52,982,1195,2,,,11,1997,1,14000,1,,2,,203.6281
6,30,1,1197,3,1,32,9,96,1,5,Z30,1,52,982,9994,2,,,6,1997,2,,,,2,,203.6281
6,30,1,1202,2,1,57,4,96,2,6,982,1,82,43,694,1,1,97,,,1,25000,1,50000,2,,203.6281
6,30,1,1239,3,2,32,12,93,1,5,Z20,1,57,541,1293,2,,,88,8888,2,,,,2,,203.6281
6,30,1,1241,1,1,48,1,96,2,4,700,1,35,851,1079,1,12,96,,,1,20000,1,100000,2,,203.6281
6,30,1,1241,3,1,23,6,96,1,6,Z90,1,35,981,993,2,,,4,1998,1,36000,1,,2,,203.6281
6,30,1,1241,3,1,22,12,95,1,6,X10,1,70,981,1295,1,10,96,,,2,,,25000,2,,203.6281
6,30,1,1247,6,1,42,2,96,2,5,X10,1,21,43,9999,2,,,88,8888,1,40000,1,,2,,203.6281
6,30,1,1247,6,2,33,5,96,1,6,X10,1,82,541,1092,2,,,5,1997,1,2000,1,,1,500,203.6281
6,30,1,1247,6,1,30,6,96,1,6,31,1,81,31,793,2,,,88,8888,2,,,,2,,203.6281
6,30,1,1247,6,1,29,6,95,1,6,X10,1,47,981,695,1,12,96,,,1,4000,2,25000,2,,203.6281
6,30,1,1248,3,1,28,3,96,1,6,X10,1,66,981,9990,1,12,96,,,1,20000,1,50000,1,24000,203.6281
6,30,1,1248,4,1,39,2,96,2,6,X10,1,35,982,296,1,2,97,,,1,15600,2,31200,2,,203.6281
6,30,1,1261,3,2,23,12,96,1,6,386,1,39,541,1296,2,,,12,1998,1,24000,1,,2,,203.6281
6,30,1,1265,3,1,36,10,95,1,6,22,1,81,25,1095,2,,,12,1997,1,36000,4,,2,,203.6281
6,30,1,1270,4,1,36,5,96,2,6,451,2,81,451,490,2,,,10,1997,1,30000,1,,2,,203.6281
6,30,1,1277,4,2,25,1,97,2,6,66,1,81,66,197,2,,,1,1999,2,,,,2,,203.628
6,30,1,1284,3,2,25,9,96,1,6,66,1,89,853,996,2,,,9,1998,1,60000,1,,2,,203.628
6,30,1,1291,2,1,49,12,96,2,5,982,1,82,43,1296,2,,,6,1997,1,60000,1,,1,3000,203.6281
6,30,1,1292,4,1,29,7,96,2,6,981,1,39,981,796,2,,,6,1997,1,60000,1,,2,,203.6281
6,30,1,1300,3,1,31,12,90,1,6,Z20,4,96,139,1290,2,,,88,8888,2,,,,2,,203.6283
6,30,1,1313,3,2,25,4,95,1,6,66,1,96,66,495,2,,,4,2000,1,15000,1,,1,8000,203.6281
6,30,1,1317,4,2,28,1,97,2,6,Z20,1,39,541,197,2,,,1,1999,2,,,,2,,203.6281
6,30,1,1329,2,1,40,2,97,2,4,959,1,66,982,890,2,,,11,1997,1,15000,1,,2,,203.6281
6,30,1,1334,1,1,31,2,96,1,5,X10,1,87,981,589,1,10,96,,,1,107121,2,6000,2,,203.6281
6,30,1,1334,6,1,27,10,96,1,5,X10,1,96,981,391,2,,,8,1997,1,70200,1,,2,,203.6281
6,30,1,1334,6,1,23,11,96,1,5,201,1,999,549,1196,2,,,9,1997,1,29640,1,,2,,203.6281
6,30,1,1335,1,1,55,3,97,2,4,611,1,81,42,683,2,,,3,1998,2,,,,2,,203.6281
6,30,1,1337,2,1,51,6,96,2,5,611,1,33,531,577,2,,,4,1997,1,124800,1,,1,30000,203.6281
6,30,1,1353,2,1,35,10,96,2,5,451,1,96,982,1096,2,,,4,1997,1,48000,1,,1,8840,203.628
6,30,1,1364,2,1,52,3,96,2,5,X10,1,96,43,9993,1,11,96,,,1,20000,1,260000,1,4000,203.6281
6,30,1,1368,2,1,37,10,95,2,5,985,1,999,552,1193,1,10,96,,,1,10000,1,150000,1,42500,203.6281
6,30,1,1370,2,1,41,11,95,2,6,X10,1,35,42,581,1,10,96,,,1,31200,1,65000,2,,203.6281
6,30,1,1381,3,1,36,11,96,2,5,Z30,1,47,42,9981,2,,,10,1997,1,40000,1,,1,6040,222.1398
6,30,1,1397,4,1,35,12,96,2,6,X10,1,52,42,194,2,,,12,1997,1,61000,1,,2,,203.6281
6,30,1,1409,3,2,34,12,92,1,3,451,1,82,541,1292,2,,,12,1997,1,21000,1,,2,,203.6281
6,30,1,1412,4,1,44,8,90,2,6,451,2,46,451,890,2,,,88,8888,2,,,,2,,203.6281
6,30,1,1412,3,2,42,12,96,2,4,Z20,1,46,325,9988,2,,,88,8888,1,4000,1,,2,,203.6281
6,30,1,1413,3,1,23,3,97,1,4,X10,1,81,981,397,2,,,4,1998,2,,,,2,,203.6281
6,30,1,1417,2,1,46,4,96,2,6,712,1,81,962,990,1,3,97,,,1,90000,1,30000,1,8000,203.6282
6,30,1,1419,3,2,22,10,95,1,5,Z30,1,82,541,1195,2,,,12,1997,1,60000,1,,1,26000,203.6282
6,30,1,1420,2,1,42,4,96,2,6,982,1,35,989,392,1,3,97,,,1,50000,1,30000,1,10000,203.6282
6,30,1,1421,3,1,42,11,96,1,6,54,1,81,53,693,2,,,12,1997,1,60000,1,,1,4000,203.6282
6,30,1,1439,3,2,26,8,95,1,5,532,1,39,541,692,2,,,12,1997,1,88000,1,,1,14500,203.6281
6,30,2,1633,3,1,34,8,96,1,5,621,1,52,982,896,2,,,8,1997,1,24000,1,,2,,508.0383
6,30,1,1071,3,1,22,1,97,1,5,66,1,57,66,197,2,,,1,1999,2,,,,2,,458.4466
6,30,1,1071,3,2,19,4,96,1,5,386,1,82,381,496,2,,,4,1999,2,,,,2,,458.4466
6,30,1,1073,2,2,46,3,91,2,2,791,1,96,549,391,2,,,5,1997,1,60000,1,,1,42000,458.4466
6,30,1,1073,3,1,22,4,94,1,6,Z30,1,42,981,494,1,12,96,,,1,30000,2,100000,1,10000,458.4466
6,30,1,1074,3,2,24,8,95,1,6,Z20,1,39,541,895,2,,,12,1997,1,53000,1,,2,,458.4466
6,30,2,1462,3,1,31,2,96,1,5,982,1,81,982,1093,2,,,8,1997,1,25000,1,,2,,508.0422
6,30,2,1462,3,2,27,12,96,1,6,541,1,52,541,893,2,,,8,1997,1,43000,1,,2,,508.0422
6,30,2,1646,3,2,37,4,95,2,5,621,1,39,541,495,2,,,4,1997,1,12000,1,,2,,508.0369
6,30,2,1651,2,2,45,5,95,2,4,621,1,51,541,592,2,,,88,8888,1,13000,4,,2,,508.0369
6,30,2,1670,6,1,29,1,97,1,4,621,1,56,552,197,2,,,1,1998,2,,,,2,,508.037
6,30,2,1670,6,1,25,6,96,1,4,621,1,56,551,696,2,,,6,1997,1,36000,1,,2,,508.037
6,30,2,1672,3,1,27,6,96,1,3,531,1,56,531,696,2,,,6,1997,1,18000,1,,2,,508.037
6,30,2,1541,3,1,30,11,95,1,5,985,1,81,985,1195,2,,,11,1997,2,,,,1,2000,508.0383
6,30,2,1541,2,1,53,4,95,2,2,872,1,81,872,495,2,,,4,1998,1,30000,4,,1,8400,508.0383
6,30,1,1024,6,1,51,6,96,2,6,Z40,3,96,999,197,2,,,12,1998,2,,,,2,,458.4461
6,30,1,1024,6,2,50,7,96,2,6,311,3,96,999,896,2,,,3,1998,2,,,,2,,458.4461
6,30,1,1030,2,2,49,1,97,2,6,Z20,1,95,311,295,2,,,2,1999,1,9000,1,20000,1,1000,458.4461
6,30,2,1767,3,2,43,3,96,1,2,621,1,96,541,9990,2,,,88,8888,2,,,,2,,508.0416
6,30,2,1769,3,2,22,7,96,1,5,Z30,1,57,451,796,2,,,7,1997,1,4000,1,,2,,508.0416
6,30,2,1549,2,1,35,10,96,2,6,776,1,66,42,986,2,,,8,1997,1,60000,1,,2,,508.0383
6,30,2,1557,2,2,27,6,95,1,6,133,1,96,66,695,2,,,1,1998,1,26000,1,,1,2500,508.0383
6,30,2,1560,3,2,36,99,94,1,2,Z20,1,95,541,9989,2,,,88,8888,1,8000,1,,2,,508.0383
6,30,2,1888,3,2,24,7,95,1,4,949,1,81,541,891,2,,,7,1997,2,,,,2,,564.4896
6,30,2,1889,2,1,39,12,94,2,6,611,1,81,841,1278,1,3,97,,,1,30000,1,13000,1,41600,564.4896
6,30,2,1798,2,2,46,5,95,2,3,Z20,1,39,541,686,1,3,97,,,1,6000,4,15000,2,,609.646
6,30,2,1478,4,1,33,10,96,2,5,982,1,81,982,691,2,,,11,1997,1,40000,1,,1,780,508.0365
6,30,2,1479,2,1,36,6,96,2,5,982,1,81,982,1090,2,,,5,1997,1,31000,1,,2,,508.0365
6,30,2,1481,2,1,41,5,95,2,5,982,1,66,982,586,1,3,97,,,1,53000,1,39000,1,19922,508.0365
6,30,2,1483,2,1,35,7,96,2,6,42,1,39,42,1081,1,3,97,,,1,65000,1,100000,1,4500,508.0365
6,30,1,1038,6,2,31,1,96,1,4,541,1,39,541,9988,2,,,12,1998,1,12000,4,,2,,458.446
6,30,1,1040,3,1,22,6,95,1,6,X10,1,39,981,695,2,,,88,8888,1,4600,1,,1,17500,458.446
6,30,1,1040,3,1,29,8,95,1,6,X10,1,39,981,895,2,,,88,8888,1,4600,1,,1,16300,458.446
6,30,1,1040,3,1,25,11,95,1,6,X10,1,39,542,1195,2,,,88,8888,1,27600,1,,1,15000,458.446
6,30,2,1898,2,2,38,1,97,2,6,Z20,1,57,541,490,2,,,88,8888,1,1000,1,,1,15000,508.0365
6,30,2,1899,3,2,25,8,92,1,4,Z20,1,82,541,892,2,,,4,1997,2,,,,2,,508.0365
6,30,2,1907,3,2,29,1,96,1,6,138,1,89,541,196,2,,,88,8888,1,20000,1,,2,,508.0365
6,30,2,1571,3,2,28,4,95,1,5,Z20,1,15,541,493,2,,,4,1997,1,6000,1,,2,,508.0383
6,30,1,1048,2,1,46,10,96,2,5,939,1,32,42,393,1,3,97,,,1,48000,1,60000,1,6000,458.4457
6,30,1,1056,3,2,28,11,96,3,5,Z20,1,82,541,1196,2,,,12,1998,2,,,,2,,458.4457
6,30,1,1056,3,2,26,10,93,1,5,Z20,1,57,541,1093,2,,,12,1998,1,15000,1,,2,,458.4457
6,30,2,1493,2,2,29,3,97,2,6,X10,1,18,981,391,2,,,1,1998,1,30000,2,,2,,508.0374
6,30,2,1494,2,1,38,5,96,2,6,451,1,52,982,290,1,2,97,,,1,30000,2,10000,1,16000,508.0374
6,30,2,1495,2,2,36,8,96,2,6,614,1,52,982,283,2,,,8,1997,1,41500,1,,2,,508.0374
6,30,2,1499,2,1,28,3,96,2,6,Z90,1,52,982,691,2,,,4,1997,1,32000,1,,2,,508.0374
6,30,2,1503,3,1,29,8,96,1,6,859,1,82,982,690,1,3,97,,,1,35000,2,30000,1,11000,508.0403
6,30,2,1504,2,2,39,1,94,2,2,Z20,1,39,541,489,1,10,96,,,2,,,50000,1,14000,508.0403
6,30,2,1507,3,2,38,1,97,4,2,Z20,1,82,549,1294,2,,,12,1999,1,5000,1,,1,32000,508.0403
6,45,1,2257,2,1,42,99,99,2,6,Z90,1,52,981,879,1,10,96,,,1,18000,1,80000,1,16600,263.1106
6,45,1,2314,2,2,34,5,92,2,5,451,1,82,541,592,2,,,6,1997,2,,,,2,,263.1108
6,45,1,2315,3,1,39,4,95,1,5,432,1,35,981,393,1,1,97,,,1,46800,1,26000,2,,263.1108
6,45,1,2336,2,1,36,12,96,2,6,Z90,1,66,981,9981,2,,,10,1997,1,19971,1,,2,,263.1107
6,45,1,2359,3,1,27,5,96,1,6,599,1,55,981,596,2,,,88,8888,1,26800,1,,1,13000,263.1105
6,45,1,2415,3,1,30,12,94,1,5,589,1,81,776,1294,2,,,88,8888,2,,,,1,21500,263.1107
6,45,1,2432,2,1,49,7,95,2,4,589,1,81,951,795,2,,,7,1997,1,21000,1,,2,,263.1107
6,45,1,2456,2,1,47,12,96,2,6,321,5,80,219,489,1,3,97,,,1,10000,1,,1,29000,263.1108
6,45,1,2466,2,2,68,5,96,2,1,Z20,2,96,549,596,2,,,88,8888,2,,,,2,,263.1107
6,45,1,2467,3,2,28,2,97,1,4,Z20,1,39,541,392,2,,,2,1999,2,,,,2,,263.1107
6,45,1,2470,2,2,42,3,97,2,6,389,1,96,549,784,1,3,97,,,1,999999,1,,1,28500,263.1107
6,45,1,2486,3,2,20,1,97,1,5,549,1,39,549,197,2,,,3,2000,2,,,,2,,263.1106
6,45,1,2488,3,2,40,8,95,1,6,66,1,96,66,481,2,,,5,1998,2,,,,1,4000,263.1106
6,45,1,2497,2,1,33,3,97,2,3,Z90,1,80,531,392,2,,,88,8888,1,3000,1,13000,1,500,263.1108
6,45,1,2506,3,2,40,7,95,1,6,Z10,1,81,66,583,2,,,12,1997,1,60000,1,,2,,263.1108
6,45,1,2506,3,2,31,12,96,1,6,66,1,81,66,1296,2,,,12,1997,1,5200,1,,2,,263.1108
6,45,1,2509,6,2,33,12,96,4,5,Z90,1,39,541,392,1,12,96,,,1,4000,1,10000,1,11000,263.1107
6,45,2,2713,4,1,30,6,96,2,5,Z90,1,81,332,693,2,,,6,1998,2,,,,2,,1007.6869
6,45,1,1964,3,1,34,99,99,1,6,Z90,1,52,981,197,2,,,88,8888,2,,,,2,,555.168
6,45,2,2794,2,1,41,9,93,2,3,871,1,51,871,1092,2,,,12,1997,1,150000,1,,2,,1007.6855
6,45,2,2834,3,2,32,8,96,1,6,Z20,1,39,541,890,2,,,8,1997,1,25000,5,,1,20000,1007.6868
6,45,1,2236,2,1,40,99,99,2,6,981,1,87,982,1281,1,12,96,,,1,33000,1,8000,1,5000,555.1683
6,45,1,2113,1,1,43,8,96,2,4,872,1,32,872,495,1,12,96,,,1,36000,1,20000,1,9000,555.1686
6,45,1,1979,3,1,23,3,97,1,6,Z90,1,999,981,397,2,,,3,1998,2,,,,2,,555.1679
6,45,2,2654,3,1,32,1,96,1,6,Z30,1,52,981,994,2,,,8,1997,1,50700,1,,2,,1007.6874
6,45,1,2056,3,2,25,3,96,4,5,179,1,80,541,396,2,,,4,1998,1,18000,5,,2,,555.1683
6,45,1,2056,3,2,28,1,97,1,5,383,1,80,541,495,2,,,1,1999,1,8400,4,20000,1,4000,555.1683
6,45,1,2060,3,1,25,8,95,2,3,872,1,81,872,895,2,,,8,1997,1,30000,1,,2,,555.1683
6,79,2,2930,3,1,38,1,95,2,4,872,1,81,872,9993,2,,,3,1998,1,18000,1,,2,,174.0395
6,79,2,2948,3,2,30,6,96,1,6,Z20,1,57,541,9994,2,,,6,1997,1,8000,1,,1,2600,174.0396
6,79,2,2960,3,1,26,11,95,1,5,846,1,35,848,1195,2,,,4,1997,1,18000,2,,2,,174.0395
6,79,2,2961,3,2,42,8,92,4,3,541,1,39,541,9988,2,,,99,9999,1,12000,4,,2,,174.0395
6,79,1,2887,2,1,33,10,96,2,5,982,1,66,982,1189,2,,,7,1997,1,60000,1,,2,,78.7885
6,79,2,2978,3,1,30,12,96,2,5,31,1,39,389,693,2,,,12,1998,1,10000,1,,2,,174.0396
6,79,2,3031,3,1,22,3,97,1,6,Z30,1,35,42,294,2,,,3,1998,2,,,,2,,191.4435
6,79,2,3049,1,1,39,9,96,2,5,982,1,12,982,9990,2,,,7,1997,1,42000,1,,2,,189.8612
6,79,2,3060,2,1,38,10,95,2,5,982,1,35,982,9992,1,10,96,,,2,,,25000,1,13000,189.8612
6,79,1,2925,2,1,28,6,96,2,5,Z30,1,81,982,393,2,,,6,1998,1,18000,1,,1,3000,78.7885
6,79,1,2927,3,2,28,7,93,1,5,386,1,82,541,793,2,,,7,1997,1,20000,1,,1,10000,78.7885
6,79,2,2990,2,2,39,10,96,2,3,Z20,1,57,541,994,2,,,10,1998,1,20000,1,,2,,174.0395
7,12,2,152,1,1,35,3,97,2,6,981,1,999,982,788,2,,,4,1998,2,,,,2,,739.5527
7,12,2,166,3,1,42,11,96,1,6,Z90,1,52,982,989,2,,,11,1997,1,12000,1,,2,,739.5525
7,12,2,180,3,2,26,8,96,1,5,329,1,50,541,492,2,,,88,8888,2,,,,2,,806.7807
7,12,2,301,3,1,30,8,96,2,5,64,1,96,999,690,2,,,8,1997,1,42000,2,,1,15000,739.5493
7,12,1,118,3,1,31,8,96,1,6,999,1,35,29,587,1,2,97,,,1,12000,1,20000,1,8000,354.0105
7,12,1,120,3,2,31,11,93,2,6,Z20,3,96,66,1286,1,3,97,,,1,20800,1,13000,2,,354.0105
7,12,1,128,2,2,40,12,91,2,6,135,1,39,541,691,2,,,5,1997,1,12000,4,,2,,354.0105
7,12,2,240,3,2,38,6,96,1,5,754,1,39,541,292,2,,,88,8888,1,12500,1,,1,1500,739.5525
7,12,1,3,2,1,44,10,96,2,4,532,2,81,219,383,2,,,3,1998,1,10000,1,,1,6000,354.011
7,12,2,183,2,1,40,3,97,2,5,531,2,1,531,583,2,,,2,1998,1,5000,1,,2,,739.5516
7,12,2,186,2,1,49,6,96,2,2,641,2,52,531,982,2,,,6,1997,1,3000,1,,2,,739.5516
7,12,2,187,2,1,30,2,97,2,6,959,2,52,981,1089,2,,,2,1998,1,30000,1,,2,,739.5516
7,12,2,188,3,1,23,1,97,1,6,959,2,52,42,197,2,,,1,1998,2,,,,2,,739.5516
7,12,2,188,2,1,52,1,97,2,5,959,2,52,981,476,2,,,1,1998,1,10000,1,,2,,739.5516
7,12,2,349,3,2,27,4,96,1,6,541,1,47,541,1095,2,,,88,8888,1,20000,3,,1,70000,739.5476
7,12,2,353,3,2,26,2,96,1,6,Z20,1,96,Z20,496,2,,,99,1998,1,10000,5,,2,,739.5476
7,12,1,22,3,1,26,1,97,1,6,Z30,1,36,42,594,2,,,1,1998,1,31200,1,,1,73700,354.0109
7,12,1,72,2,1,43,9,96,2,3,611,1,96,531,1285,2,,,12,1997,1,15000,1,,2,,354.0106
7,12,1,72,3,1,22,1,96,1,6,Z20,1,96,41,196,2,,,12,1997,1,5000,1,,2,,354.0106
7,12,2,370,3,1,31,5,96,2,6,611,1,82,981,693,2,,,4,1997,1,36000,1,,2,,739.5492
7,12,2,374,6,2,21,10,96,1,3,541,1,54,541,1096,2,,,9,1998,2,,,,2,,739.5512
7,12,1,28,3,1,32,5,96,1,6,Z90,1,52,981,596,2,,,12,1997,1,42000,1,,2,,354.0107
7,12,1,30,3,2,28,8,95,1,6,66,1,96,66,895,2,,,99,1998,1,60000,1,,2,,354.0107
7,12,1,34,2,2,47,10,96,2,5,Z20,1,67,541,9987,2,,,10,1998,1,10000,1,,1,29000,354.0107
7,12,1,34,3,2,29,9,96,1,6,Z90,1,39,541,996,2,,,99,1998,1,12000,1,,2,,354.0107
7,12,1,36,4,2,40,8,95,1,6,Z90,1,66,541,1286,2,,,88,8888,1,20000,1,,2,,354.0107
7,12,2,193,3,1,37,5,96,1,6,946,1,80,25,596,2,,,4,1997,1,4000,1,,2,,739.5476
7,12,2,197,3,2,29,2,97,1,5,111,1,15,541,297,2,,,3,1999,2,,,,2,,739.5476
7,12,2,197,3,2,32,1,97,2,3,Z20,1,15,541,994,2,,,12,1999,1,7500,1,,1,15000,739.5476
7,12,2,197,4,1,32,1,97,2,4,611,1,15,618,1294,2,,,1,1999,1,7500,1,,1,55000,739.5476
7,12,2,198,2,2,45,12,96,2,5,599,1,39,541,985,2,,,5,1997,1,42000,1,,1,78000,739.5476
7,12,2,204,3,2,38,9,95,1,5,541,1,999,541,995,2,,,10,1998,1,40000,5,,2,,739.5476
7,12,1,105,3,1,26,10,96,1,6,Z90,1,35,981,1291,1,1,97,,,1,2000,1,6000,2,,386.1932
7,22,2,1623,1,1,49,3,96,2,5,Z90,1,82,39,396,2,,,9,1997,2,,,,2,,729.4966
7,22,2,1511,2,1,37,12,96,2,5,855,1,81,871,1296,2,,,12,1998,1,15500,1,,2,,729.4974
7,22,2,1817,3,2,27,12,96,1,5,74,1,81,74,194,2,,,9,1997,1,23000,1,,2,,729.4984
7,22,1,765,2,2,59,11,96,2,4,Z20,3,52,549,197,2,,,7,1997,1,21322,1,,1,3000,386.6526
