PREG,PHHNUM,PRPL,PPSU,PQ1_LNO,PQ2_REL,PQ3_SEX,PQ4_AGE,PQ5_TMSLEFT,PQ6_DTLEFT,PQ7_MSTAT,PQ8_HGRADE,PQ9_USOCC,PQ10_REASON,PQ11_CTRY,PQ12_STAY,PQ13_INDWORK,PQ14_OCCUP1,PQ15_NOMONTH,PQ16_RET,PQ17_DTRET,PQ18_DTEXP,PQ19_CASHREM,PQ20_CASHAMT,PQ21_MODE,PQ22_RET6MOS,PQ23_CASHHOME,PQ24_INKIND,PQ25_KINDAMT,PSWGT,PP6M_IND,PSVYYR
41,002715,3,21043,03,03,2,28,02,012004,1,64,42,1,400,88,1,91,44,2,      ,888888,1,060000,1,2,      ,2,      ,000580.3259,1,2004
41,002716,4,21044,03,03,2,29,01,082000,1,05,41,1,214,53,1,82,49,2,      ,112004,1,084000,1,2,      ,2,      ,000515.5559,1,2004
41,002716,4,21044,04,03,2,24,02,062004,1,04,82,1,214,12,1,82,24,2,      ,052005,2,      , ,2,      ,1,005000,000479.6205,1,2004
41,002716,4,21044,06,03,1,30,01,072004,2,04,71,1,235,24,1,91,02,2,      ,072006,1,020000,4,2,      ,2,      ,000515.2812,1,2004
41,002717,4,21044,03,03,2,49,05,072004,1,65,22,1,233,12,1,22,58,2,      ,062005,1,028500,4,2,      ,2,      ,000430.8869,1,2004
41,002717,4,21044,04,03,2,42,05,062004,1,63,34,1,400,24,1,91,58,2,      ,052005,1,010000,1,1,108000,1,022000,000452.7310,1,2004
41,002717,4,21044,05,05,1,38,03,092004,2,63,41,1,235,14,1,14,38,2,      ,112005,2,      , ,2,      ,2,      ,000452.4445,1,2004
41,002718,4,21044,01,01,1,26,02,082003,2,05,82,1,400,24,1,32,48,2,      ,072005,1,139000,1,2,      ,2,      ,000515.2812,1,2004
41,002719,3,21045,01,01,1,54,05,022004,2,63,52,1,233,10,1,34,50,2,      ,012005,1,250000,1,2,      ,2,      ,000438.0640,1,2004
41,002719,3,21045,03,03,2,23,01,012004,1,63,51,1,500,09,1,42,09,2,      ,102004,1,150000,1,2,      ,2,      ,000479.3513,1,2004
41,002720,3,21045,01,01,1,64,01,042000,2,04,71,1,300,60,1,51,53,2,      ,042005,1,120000,4,2,      ,2,      ,000468.2383,1,2004
41,002721,3,21045,01,01,1,57,01,082003,2,65,14,1,233,12,1,14,12,1,082004,      ,1,150000,1,1,150000,2,      ,000468.2383,1,2004
41,002722,2,21046,03,03,2,30,01,032002,1,05,31,1,214,30,1,82,30,1,092004,      ,1,050000,1,1,020000,1,007500,000514.9772,1,2004
41,002723,2,21046,01,01,1,45,02,022002,2,02,71,1,233,34,1,71,58,2,      ,122004,1,090000,4,2,      ,2,      ,000437.8180,1,2004
41,002724,4,21047,01,01,1,45,01,072004,2,03,83,1,233,24,1,83,02,2,      ,082006,1,010200,4,2,      ,1,002800,000437.8180,1,2004
41,002725,4,21047,02,02,2,39,01,062003,2,61,31,1,233,24,1,91,15,2,      ,062005,1,035000,1,2,      ,1,000750,000452.2229,1,2004
41,002726,1,21049,01,01,1,31,01,112003,2,65,51,1,232,88,1,51,11,2,      ,888888,1,060000,4,2,      ,1,007100,000600.5205,1,2004
41,002727,1,21049,02,02,2,35,02,042003,2,05,14,1,214,36,1,93,36,2,      ,042006,1,135000,1,2,      ,1,009000,000527.6231,1,2004
41,002728,1,21049,02,02,2,29,01,092004,2,05,52,1,235,24,1,91,01,2,      ,092006,2,      , ,2,      ,2,      ,000600.8406,1,2004
41,002729,1,21049,01,01,1,35,03,062004,2,04,34,1,500,12,1,81,46,1,082004,      ,1,008000,4,1,010000,1,000300,000527.2892,1,2004
41,002730,3,21050,01,01,1,50,04,062004,2,01,93,1,500,12,1,82,52,2,      ,052005,1,030000,4,1,027100,1,025000,000437.8180,1,2004
41,002731,3,21050,02,02,2,18,01,072003,2,04,02,1,500,24,1,42,15,2,      ,072005,1,059000,2,2,      ,2,      ,000479.0822,1,2004
41,002732,4,21051,01,01,1,46,02,042004,2,04,64,1,233,13,1,83,17,2,      ,032005,1,060000,4,2,      ,2,      ,000439.0479,1,2004
41,002733,4,21051,06,04,2,41,01,092001,4,04,91,1,235,27,1,51,32,1,052004,      ,1,025000,3,1,050000,1,007000,000453.4932,1,2004
41,002734,4,21051,01,01,1,52,01,052003,2,05,83,1,231,24,1,83,16,2,      ,042005,1,180000,1,2,      ,2,      ,000439.0479,1,2004
41,002735,4,21052,01,01,1,43,06,072004,2,65,09,1,400,05,1,83,40,2,      ,122004,1,131000,1,2,      ,2,      ,000453.7140,1,2004
41,002736,3,21053,01,01,1,31,01,072004,2,05,14,1,233,24,1,14,02,2,      ,072006,1,060000,1,2,      ,2,      ,000516.7270,1,2004
41,002737,4,21054,02,02,2,31,01,062004,2,04,02,1,213,02,1,91,01,1,072004,      ,2,      , ,1,000000,2,      ,000515.2665,1,2004
41,002738,4,21055,01,01,1,42,01,122003,2,63,34,1,234,12,1,51,09,2,      ,122004,1,060000,1,2,      ,2,      ,000480.1828,1,2004
41,002739,4,21055,01,01,1,41,03,042003,2,05,61,1,233,24,1,83,60,2,      ,042005,1,060000,1,2,      ,2,      ,000480.1828,1,2004
41,002740,4,21055,01,01,1,36,05,082004,2,04,61,1,400,10,1,72,50,2,      ,062005,2,      , ,2,      ,2,      ,000480.1828,1,2004
41,002741,4,21055,03,03,1,27,02,092004,1,05,93,1,234,24,1,72,16,2,      ,092006,2,      , ,1,030000,1,021000,000546.8718,1,2004
41,002742,4,21055,07,08,2,27,02,052002,1,04,14,1,213,36,1,82,56,2,      ,052005,1,012000,1,2,      ,2,      ,000547.1633,1,2004
41,002743,3,21056,01,01,1,38,02,092004,2,05,72,1,223,36,1,72,36,2,      ,092007,1,064800,3,1,022600,1,071150,000493.2989,1,2004
41,002744,3,21056,03,03,1,30,01,122001,2,65,83,1,233,36,1,83,33,2,      ,122004,2,      , ,2,      ,2,      ,000561.8095,1,2004
41,002744,3,21056,04,05,2,25,01,112002,2,66,82,1,213,25,1,82,23,2,      ,122004,1,030000,1,2,      ,1,001600,000562.1090,1,2004
41,002745,1,21057,04,03,2,24,03,082004,1,67,51,1,222,08,1,42,33,2,      ,042005,1,010000,1,2,      ,1,016000,000480.4279,1,2004
41,002746,3,21059,01,01,1,29,02,072004,2,63,13,1,400,07,1,51,14,2,      ,022005,1,030000,1,2,      ,2,      ,000542.5633,1,2004
41,002747,3,21059,04,03,1,24,01,102003,1,05,51,1,400,11,1,41,11,1,092004,      ,1,050000,1,1,040000,1,005000,000490.6750,1,2004
41,002748,3,21059,01,01,1,42,02,032002,2,04,71,1,233,37,1,72,48,2,      ,042005,1,060000,4,2,      ,1,006000,000476.3997,1,2004
41,002749,2,21060,04,03,1,23,01,092004,1,05,82,1,100,24,1,82,01,2,      ,092006,2,      , ,2,      ,2,      ,000496.5164,1,2004
41,002750,2,21060,01,01,1,49,99,999999,2,05,99,1,600,99,9,99,99,9,999999,      ,9,999999,9,9,999999,9,999999,000467.0111,2,2004
41,002751,2,21061,01,01,1,42,04,052004,2,65,31,1,500,10,1,31,36,2,      ,032005,1,240000,1,1,120000,1,014500,000475.3333,1,2004
41,002752,2,21061,01,01,1,37,03,112003,3,65,12,8,212,00,2,  ,  ,1,112003,      ,2,      , ,2,      ,2,      ,000475.3333,2,2004
41,002753,2,21061,01,01,2,30,05,062003,2,05,34,4,212,01,2,  ,  ,1,072003,      ,2,      , ,2,      ,2,      ,000541.6374,2,2004
41,002754,2,21061,02,02,2,38,01,032004,2,65,42,1,233,19,1,22,02,2,      ,102005,1,060000,4,2,      ,2,      ,000475.6343,1,2004
41,002755,1,21062,03,03,1,27,01,082004,2,65,21,4,100,02,2,  ,  ,2,      ,102004,2,      , ,2,      ,2,      ,000514.7028,2,2004
41,002756,1,21062,03,03,1,42,04,082004,1,05,72,1,233,12,1,72,55,2,      ,082005,1,020000,4,1,020000,2,      ,000451.9367,1,2004
41,002757,3,21063,01,01,2,35,04,112003,1,05,02,1,212,06,1,31,24,1,052004,      ,1,007000,4,1,075000,1,006700,000452.9851,1,2004
41,002758,3,21063,04,02,1,46,01,112002,2,04,74,1,233,24,1,93,23,2,      ,112004,1,028000,4,2,      ,1,005000,000438.5559,1,2004
41,002759,2,21064,03,05,1,54,02,072004,2,04,71,1,234,12,1,14,36,2,      ,072005,1,032000,1,1,110000,1,050000,000463.8325,1,2004
41,002760,2,21066,01,01,1,45,01,111999,2,04,13,1,233,12,1,14,12,1,122000,      ,2,      , ,2,      ,2,      ,000467.0060,2,2004
41,002761,3,34008,01,01,1,52,05,032004,2,04,09,1,233,09,1,14,45,2,      ,122004,1,174000,1,2,      ,2,      ,000588.3487,1,2004
41,002762,1,34009,88,05,1,39,03,092004,2,65,13,3,400,88,1,83,60,2,      ,888888,1,055000,1,1,999999,2,      ,000488.9067,1,2004
41,002762,1,34009,89,03,2,37,03,092004,2,63,13,3,400,88,1,41,60,2,      ,888888,2,      , ,1,999999,1,059000,000488.9067,1,2004
41,002763,2,34010,07,03,1,54,03,112003,3,04,09,1,234,23,1,71,50,2,      ,102005,1,028000,3,2,      ,2,      ,000499.7466,1,2004
41,002764,3,34012,01,01,2,37,02,092004,2,04,34,3,212,88,1,34,12,2,      ,888888,1,030000,1,1,050000,2,      ,000453.7472,1,2004
41,002765,3,34012,01,01,1,47,02,022002,2,05,83,1,214,36,1,13,48,2,      ,012005,1,060000,1,2,      ,2,      ,000439.2938,1,2004
41,002766,3,34012,01,01,1,50,01,032000,2,02,71,1,233,24,1,71,08,1,122000,      ,2,      , ,2,      ,2,      ,000439.2938,2,2004
41,002767,3,34013,02,02,2,54,05,072003,2,04,74,1,223,12,1,74,43,1,052004,      ,2,      , ,1,050000,1,035000,000470.0584,1,2004
41,002768,3,34013,02,02,2,28,01,062001,2,04,52,1,234,11,1,51,11,1,052002,      ,2,      , ,2,      ,2,      ,000562.4246,2,2004
41,002769,3,34013,01,01,2,35,02,012000,2,04,74,1,213,28,1,82,28,1,102002,      ,2,      , ,2,      ,2,      ,000493.8884,2,2004
41,002770,2,34014,01,01,1,28,05,092004,2,65,21,1,223,03,1,13,36,2,      ,122004,2,      , ,2,      ,2,      ,000572.5346,1,2004
41,002771,2,34014,05,03,2,29,02,032004,1,04,82,1,213,07,1,74,38,2,      ,102004,2,      , ,2,      ,2,      ,000572.8398,1,2004
41,002772,1,34017,04,05,1,44,03,062004,2,05,52,1,234,24,1,41,44,2,      ,062006,1,030000,4,2,      ,2,      ,000515.8623,1,2004
41,002772,1,34017,05,03,2,36,02,092002,2,65,22,1,234,24,1,22,36,1,112003,      ,2,      , ,2,      ,2,      ,000516.1890,2,2004
41,002773,4,34018,04,05,2,36,01,122002,2,05,51,1,233,36,1,51,21,2,      ,042005,1,030000,4,2,      ,2,      ,000495.4127,1,2004
41,002774,4,34018,02,02,1,27,01,042004,2,65,22,1,233,24,1,51,05,2,      ,042006,1,075000,1,2,      ,2,      ,000563.8599,1,2004
41,002775,2,34019,01,01,1,33,04,012003,1,05,09,1,214,10,1,72,40,1,062004,      ,2,      , ,1,000000,2,      ,000563.8599,1,2004
41,002776,2,34019,01,01,1,40,01,012004,2,65,14,4,100,07,2,  ,  ,1,072004,      ,2,      , ,1,000000,2,      ,000495.0992,2,2004
41,002777,4,34020,08,05,2,29,01,082003,2,03,74,1,223,24,1,74,13,2,      ,082005,1,018000,1,2,      ,2,      ,000545.2700,1,2004
41,002778,3,34021,01,01,1,34,02,072004,2,05,93,1,233,24,1,82,48,2,      ,052006,1,020000,1,2,      ,2,      ,000562.7558,1,2004
41,002779,4,34022,06,07,1,70,02,092002,2,63,51,3,500,31,1,42,55,2,      ,042005,1,016000,4,2,      ,2,      ,000511.8752,1,2004
41,002780,2,34024,01,01,1,40,04,062004,2,65,14,1,233,12,1,21,36,2,      ,062005,1,072000,1,2,      ,2,      ,000497.1304,1,2004
41,002781,2,34024,02,02,2,39,01,012004,2,05,14,1,223,24,1,14,03,1,042004,      ,2,      , ,1,150000,2,      ,000497.4452,1,2004
41,002782,2,34024,05,03,1,30,02,082004,1,05,51,1,231,24,1,51,24,2,      ,082006,1,060000,4,2,      ,2,      ,000566.1731,1,2004
41,002783,1,34025,04,02,2,40,03,092004,2,05,13,3,213,24,1,51,25,2,      ,092006,1,090000,4,2,      ,2,      ,000509.8940,1,2004
41,002784,1,34025,01,01,1,47,03,042004,2,05,72,1,400,12,1,91,20,2,      ,042005,1,120000,4,2,      ,2,      ,000493.6521,1,2004
41,002785,2,34026,06,08,2,38,03,022004,1,01,74,1,233,18,1,91,52,2,      ,082005,1,012000,1,2,      ,2,      ,000452.7310,1,2004
41,002786,3,34028,06,03,2,33,02,082003,4,04,91,1,222,24,1,91,15,2,      ,082005,1,003000,4,2,      ,1,000500,000557.0834,1,2004
41,002787,3,34028,04,03,2,39,01,102003,1,04,91,1,233,48,1,91,11,2,      ,102007,1,032000,4,2,      ,2,      ,000489.1981,1,2004
41,002788,3,34030,06,05,1,41,05,032003,2,05,71,1,400,23,1,71,60,2,      ,022005,1,015000,1,2,      ,1,042800,000451.6828,1,2004
41,002789,3,34030,06,05,1,39,04,052004,2,65,83,1,222,07,1,83,35,2,      ,122004,1,032000,1,2,      ,2,      ,000451.6828,1,2004
41,002790,3,34031,01,01,1,55,05,072004,2,61,83,1,222,08,1,83,40,2,      ,042005,2,      , ,2,      ,2,      ,000523.8380,1,2004
41,002791,3,34031,01,01,1,57,02,122002,2,05,14,1,234,24,1,83,36,2,      ,122004,1,120000,1,2,      ,2,      ,000523.8380,1,2004
41,002792,3,34031,03,03,1,34,02,012002,1,05,14,1,234,30,1,83,30,1,082004,      ,1,070000,1,1,050000,1,017500,000576.1433,1,2004
41,002793,1,34033,01,01,1,31,02,012001,2,04,93,1,212,10,1,83,20,1,112002,      ,2,      , ,2,      ,2,      ,000549.6332,2,2004
41,002794,1,34033,01,01,1,36,01,052001,2,04,13,1,400,10,1,82,10,1,032002,      ,2,      , ,2,      ,2,      ,000482.6075,2,2004
41,002795,1,34033,02,02,2,34,01,082004,2,65,13,1,233,24,1,22,01,2,      ,082006,2,      , ,2,      ,2,      ,000549.9263,1,2004
41,002796,1,34033,01,01,1,43,02,092002,2,02,83,1,233,24,1,83,44,1,082003,      ,2,      , ,2,      ,2,      ,000482.6075,2,2004
41,002797,2,34035,02,03,2,26,02,022004,1,05,82,1,213,24,1,82,19,2,      ,022006,1,050000,1,2,      ,2,      ,000515.5559,1,2004
41,002798,2,34035,01,01,1,45,04,042004,2,65,14,1,233,12,1,12,53,1,072004,      ,1,021000,1,1,040000,2,      ,000438.3100,1,2004
41,002799,4,34037,05,05,2,39,01,052001,2,04,74,1,211,24,1,91,24,1,052003,      ,2,      , ,2,      ,2,      ,000480.2169,2,2004
41,002800,4,34038,01,01,1,33,02,102002,2,04,51,1,232,24,1,51,47,2,      ,112004,1,060000,1,2,      ,1,000500,000545.7392,1,2004
41,002801,2,34040,04,03,1,34,04,052004,1,05,91,1,212,10,1,91,34,2,      ,042005,1,040000,4,2,      ,2,      ,000593.5543,1,2004
41,002802,2,34040,02,02,2,39,04,072004,2,05,02,1,500,06,1,42,20,2,      ,012005,1,025000,4,2,      ,2,      ,000521.5025,1,2004
41,002803,2,34040,01,01,2,34,01,052004,3,02,71,1,223,24,1,91,04,2,      ,052006,2,      , ,2,      ,2,      ,000593.8707,1,2004
41,002804,2,34040,01,01,1,40,01,032002,2,04,74,1,233,88,1,74,30,2,      ,888888,1,060000,4,2,      ,2,      ,000521.1725,1,2004
41,002805,1,34041,01,01,1,48,01,052003,2,04,71,4,400,03,2,  ,  ,1,082003,      ,2,      , ,2,      ,2,      ,000489.1586,2,2004
41,002806,1,34042,01,01,1,40,01,052004,2,05,62,1,233,12,1,14,04,2,      ,052005,1,175000,4,2,      ,2,      ,000488.8885,1,2004
41,002807,1,34042,01,01,1,31,02,032004,2,65,93,1,100,11,1,91,16,2,      ,022005,1,090000,1,2,      ,2,      ,000556.7866,1,2004
41,002808,2,34043,03,03,2,21,01,082003,1,03,93,1,222,24,1,91,13,2,      ,072005,1,007500,4,2,      ,2,      ,000481.2353,1,2004
41,002809,2,34043,02,02,2,29,01,082003,2,04,93,1,222,24,1,91,13,2,      ,082005,1,046000,1,2,      ,2,      ,000517.2917,1,2004
41,002810,2,34043,02,03,2,48,03,042004,3,02,13,3,223,12,1,91,48,2,      ,032005,1,031600,1,2,      ,2,      ,000432.3376,1,2004
41,002811,2,34043,03,03,1,30,01,042000,1,04,83,1,213,10,1,83,10,1,022001,      ,2,      , ,2,      ,2,      ,000517.0161,2,2004
41,002812,2,34043,03,03,2,27,02,012002,1,04,52,1,222,24,1,91,56,2,      ,112004,1,030000,1,2,      ,1,005500,000517.2917,1,2004
41,002813,4,34044,08,02,1,57,04,082002,2,03,72,1,233,24,1,72,60,1,082004,      ,1,056000,1,1,000000,1,055000,000469.0270,1,2004
41,002814,4,34044,08,03,2,23,01,082004,1,05,51,1,212,06,1,51,02,2,      ,022005,1,002000,3,2,      ,2,      ,000480.1588,1,2004
41,002815,3,34045,03,03,1,25,03,062003,1,05,09,1,235,02,1,83,06,1,082003,      ,2,      , ,2,      ,2,      ,000515.8595,2,2004
41,002816,3,34045,02,01,1,36,10,032004,2,05,83,1,500,06,1,81,60,1,082004,      ,1,059000,1,1,028000,1,002800,000453.2391,1,2004
41,002817,3,34045,01,01,1,39,09,112003,2,05,09,1,212,11,1,83,50,2,      ,102004,1,120000,1,2,      ,2,      ,000452.9523,1,2004
41,002818,3,34045,04,05,2,34,02,102003,2,05,02,1,213,36,1,91,48,2,      ,102006,1,042000,4,2,      ,2,      ,000516.1345,1,2004
41,002819,3,34045,01,01,1,40,03,082004,2,02,83,1,235,06,1,72,12,2,      ,022005,2,      , ,2,      ,2,      ,000452.9523,1,2004
41,002820,3,34045,03,03,1,27,02,012004,1,65,74,1,500,10,1,91,19,2,      ,112004,1,078000,1,2,      ,2,      ,000515.8595,1,2004
41,002821,3,34046,01,01,1,52,05,072004,2,04,09,1,233,12,1,72,55,2,      ,062005,1,060000,4,1,052000,2,      ,000469.6178,1,2004
41,002822,1,34047,01,01,1,40,02,102000,2,65,21,1,223,24,1,21,48,1,022002,      ,2,      , ,2,      ,2,      ,000505.8848,2,2004
41,002823,1,34047,03,03,2,30,02,042004,1,05,32,1,211,24,1,91,29,2,      ,042006,1,040000,4,2,      ,2,      ,000576.4505,1,2004
41,002824,1,34047,01,01,1,51,01,102002,2,63,34,4,300,03,2,  ,  ,1,122002,      ,2,      , ,2,      ,2,      ,000490.0807,2,2004
41,002825,4,34049,01,01,1,46,01,082003,2,02,72,1,233,24,1,72,03,1,112003,      ,2,      , ,2,      ,2,      ,000438.8019,2,2004
41,002826,4,34050,01,01,1,56,05,092004,2,65,31,1,500,09,1,83,45,2,      ,092005,1,500000,1,1,500000,1,030000,000469.5528,1,2004
41,002827,4,34050,01,01,1,42,03,052003,2,04,71,1,233,20,1,34,42,2,      ,012005,1,110000,4,2,      ,2,      ,000453.4601,1,2004
41,002827,4,34050,02,02,2,45,03,092003,2,05,22,1,233,12,1,51,60,1,092004,      ,2,      , ,1,100000,2,      ,000431.8541,1,2004
41,002828,4,34052,01,01,1,29,01,042000,2,05,13,4,211,00,2,  ,  ,1,042000,      ,2,      , ,2,      ,2,      ,000514.4137,2,2004
41,002828,4,34052,02,02,2,29,01,042000,2,05,13,4,211,00,2,  ,  ,1,042000,      ,2,      , ,2,      ,2,      ,000514.6879,2,2004
41,002829,4,34052,01,01,1,34,03,022002,2,04,09,1,234,36,1,93,56,2,      ,022005,1,045000,4,2,      ,2,      ,000514.4137,1,2004
41,002830,4,34052,88,03,2,31,01,012002,2,04,02,6,212,88,1,51,06,2,      ,888888,1,015000,1,2,      ,2,      ,000514.6879, ,2004
41,002830,4,34052,89,06,2,11,01,012002,1,01,02,6,212,88,2,  ,  ,2,      ,888888,2,      , ,2,      ,2,      ,000453.5478, ,2004
41,002830,4,34052,90,06,1,10,01,012002,1,01,02,6,212,88,2,  ,  ,2,      ,888888,2,      , ,2,      ,2,      ,000444.1955, ,2004
41,002830,4,34052,91,06,2,05,01,012002, ,00,  ,6,212,88,2,  ,  ,2,      ,888888,2,      , ,2,      ,2,      ,000453.5478, ,2004
41,002831,4,34053,01,01,1,41,04,012004,2,65,72,1,234,11,1,21,44,2,      ,122005,1,210000,1,2,      ,1,010000,000453.4601,1,2004
41,002832,1,34053,01,01,1,53,03,052003,2,04,51,1,500,11,1,83,35,1,042004,      ,1,020000,2,1,050000,2,      ,000439.2938,1,2004
41,002833,3,34054,03,03,2,19,01,072004,1,04,02,1,212,06,1,24,02,2,      ,012005,1,010000,4,2,      ,2,      ,000530.3325,1,2004
41,002833,3,34054,05,03,2,20,01,072004,2,05,51,1,212,06,1,24,02,2,      ,012005,1,010000,4,2,      ,2,      ,000530.3325,1,2004
41,002834,3,34054,01,01,1,37,04,082004,2,04,09,1,500,09,1,83,36,2,      ,052005,2,      , ,2,      ,2,      ,000500.2832,1,2004
41,002835,3,34054,07,02,2,32,02,082004,2,04,02,1,211,88,1,91,48,2,      ,888888,1,006000,1,2,      ,2,      ,000570.0675,1,2004
41,002836,3,34054,04,03,2,20,04,092004,1,04,02,1,212,06,1,34,24,2,      ,042005,2,      , ,2,      ,2,      ,000530.3325,1,2004
41,002837,2,34055,01,01,1,50,02,082003,2,03,09,1,233,24,1,72,48,2,      ,082005,1,094350,4,2,      ,2,      ,000461.6378,1,2004
41,002838,2,34055,02,02,2,52,02,012004,2,05,02,3,400,88,1,91,58,2,      ,888888,1,215000,1,2,      ,2,      ,000453.8196,1,2004
41,002839,1,34056,04,03,2,27,05,092004,1,04,02,1,212,06,1,24,32,2,      ,032005,2,      , ,1,050000,1,002000,000705.9684,1,2004
41,002840,3,34057,01,01,1,54,16,092004,2,65,31,1,234,03,1,31,32,2,      ,122004,1,222000,1,1,022200,1,011000,000600.1930,1,2004
41,002841,3,34057,03,02,1,57,05,082004,2,04,51,1,400,06,1,51,30,2,      ,022005,1,200000,1,1,050000,1,017760,000641.5349,1,2004
41,002842,4,34058,01,01,2,57,02,122002,1,63,12,4,500,02,2,  ,  ,1,012003,      ,2,      , ,2,      ,2,      ,000674.5691,2,2004
41,002842,4,34058,02,04,2,52,02,122002,1,63,12,4,500,02,2,  ,  ,1,012003,      ,2,      , ,2,      ,2,      ,000632.4310,2,2004
41,002843,4,34058,03,02,1,53,99,999999,2,65,99,1,600,99,9,99,99,9,999999,      ,9,999999,9,9,999999,9,999999,000643.3262,2,2004
41,002844,4,34058,01,01,1,55,01,042004,2,65,22,4,500,01,2,  ,  ,1,052004,      ,2,      , ,1,000000,2,      ,000687.6392,2,2004
41,002845,4,34058,01,01,1,38,01,992001,1,65,09,1,500,24,1,51,24,1,022003,      ,2,      , ,2,      ,2,      ,000664.0721,2,2004
41,002846,4,34058,05,03,2,40,04,062004,2,65,09,1,233,12,1,22,48,2,      ,062005,1,032000,4,2,      ,2,      ,000664.4926,1,2004
41,002846,4,34058,08,03,1,38,03,092004,2,65,09,1,233,10,1,14,30,2,      ,072005,2,      , ,2,      ,2,      ,000664.0721,1,2004
41,002847,4,34058,01,01,1,56,04,012004,2,65,09,1,300,10,1,21,36,2,      ,112004,1,120000,1,2,      ,2,      ,000687.6392,1,2004
41,002848,2,34059,01,01,1,39,05,052004,2,04,09,1,300,08,1,51,45,2,      ,012005,1,040000,1,2,      ,2,      ,000664.0721,1,2004
41,002849,2,34059,01,01,2,35,01,992002,1,04,02,1,212,06,1,24,06,1,992002,      ,2,      , ,2,      ,2,      ,000664.4926,2,2004
41,002850,2,34059,01,01,1,54,06,052004,2,05,09,1,500,06,1,21,36,1,082004,      ,1,004000,1,1,001000,1,000231,000643.3262,1,2004
41,002851,2,34059,01,01,1,49,02,042004,2,04,09,1,212,06,1,24,12,2,      ,102004,1,075000,4,2,      ,2,      ,000643.3262,1,2004
41,002852,1,34060,03,03,2,47,02,042004,4,03,13,1,221,24,1,91,29,2,      ,042006,2,      , ,2,      ,2,      ,000456.0202,1,2004
41,002853,1,34060,01,01,1,56,05,092004,2,05,72,1,233,18,1,72,60,2,      ,032006,2,      , ,2,      ,2,      ,000495.8286,1,2004
41,002854,2,34061,01,01,2,38,03,042004,4,05,13,1,211,24,1,91,48,2,      ,042006,1,030000,1,1,020000,1,005500,000451.9688,1,2004
41,002855,2,34061,01,01,1,45,03,032004,2,04,71,1,233,36,1,83,50,2,      ,032007,1,090000,4,2,      ,2,      ,000437.5721,1,2004
41,002856,2,34061,05,03,2,23,03,092004,1,04,41,1,212,06,1,34,15,2,      ,032005,2,      , ,1,080000,1,005000,000478.8130,1,2004
41,002857,2,34061,01,01,1,34,01,022004,2,05,13,3,500,06,1,93,05,2,      ,102004,1,044000,1,2,      ,2,      ,000514.4137,1,2004
41,002858,1,34062,01,01,1,38,02,072003,2,04,74,1,233,24,1,74,36,2,      ,072005,1,090000,1,2,      ,2,      ,000546.7038,1,2004
41,002859,1,34062,01,01,1,54,01,092004,2,65,34,3,500,01,1,52,01,2,      ,102004,2,      , ,2,      ,2,      ,000529.6246,1,2004
41,002860,4,34064,01,01,1,56,02,122003,2,04,83,1,212,10,1,83,36,1,092004,      ,1,020000,4,1,030000,2,      ,000566.1056,1,2004
41,002861,4,34064,01,01,1,51,03,072003,2,04,83,1,233,88,1,83,40,2,      ,888888,1,042000,4,2,      ,2,      ,000529.6246,1,2004
41,002862,1,56001,04,03,2,20,01,072004,1,05,02,5,222,06,2,  ,  ,2,      ,012005,1,009000,1,2,      ,2,      ,000480.1588,2,2004
41,002863,1,56001,02,03,1,39,01,042002,1,65,21,1,233,36,1,21,30,2,      ,042005,1,017000,1,2,      ,2,      ,000452.9523,1,2004
41,002864,1,56001,04,03,2,24,01,102003,1,66,02,1,231,88,1,51,12,2,      ,888888,2,      , ,2,      ,2,      ,000480.1588,1,2004
41,002865,2,56002,01,01,1,51,02,042004,2,05,93,1,300,24,1,93,36,2,      ,032006,1,050000,1,2,      ,2,      ,000465.3960,1,2004
41,002866,3,56002,01,01,2,62,02,112003,3,04,02,1,233,24,1,91,30,2,      ,112005,1,003000,1,2,      ,2,      ,000487.9977,1,2004
41,002867,3,56002,01,01,1,43,02,052003,2,03,93,1,300,24,1,93,35,2,      ,042005,1,050000,1,2,      ,2,      ,000480.4040,1,2004
41,002868,3,56003,04,03,2,23,01,042002,1,04,42,1,231,48,1,91,29,2,      ,042006,1,042000,1,2,      ,2,      ,000515.3209,1,2004
41,002869,3,56004,04,02,2,37,02,012004,2,04,02,1,235,24,1,91,38,2,      ,122005,1,030000,1,2,      ,2,      ,000453.4932,1,2004
41,002870,3,56005,03,03,2,22,02,042004,1,05,52,1,212,06,1,34,06,2,      ,102004,1,026000,1,1,120000,1,030000,000507.8334,1,2004
41,002871,3,56007,02,02,2,28,01,082003,2,05,02,1,235,24,1,91,13,2,      ,082005,1,075000,4,2,      ,2,      ,000516.4238,1,2004
41,002872,0,56007,01,01,2,48,02,092003,4,04,02,1,231,24,1,91,37,2,      ,092005,1,096000,1,2,      ,2,      ,000431.6123,1,2004
41,002873,3,56007,06,03,2,43,02,022004,2,02,02,1,231,24,1,91,40,2,      ,012006,1,075000,1,2,      ,2,      ,000453.4932,1,2004
41,002874,1,56008,01,01,1,44,02,092003,2,04,09,1,100,24,1,71,48,2,      ,092005,1,083000,1,2,      ,2,      ,000483.9616,1,2004
41,002875,1,56008,01,01,1,46,03,102003,2,02,09,1,100,18,1,71,36,2,      ,042005,1,120000,1,2,      ,2,      ,000468.8424,1,2004
41,002876,4,56010,04,02,1,35,99,999999,2,01,99,3,600,99,9,99,99,9,999999,      ,9,999999,9,9,999999,9,999999,000452.9523,2,2004
