REGN,PROV,URB,HHCN,REL,SEX,AGE,TMSLEFT,DTLEFTM,DTLEFTY,MSTAT,HGRADE,USOCC,REASON,CTRY,STAY,INDWORK,OCCUP,NOMONTH,RET,DTRETM,DTRETY,DTEXPM,DTEXPY,CASHREM,CASHAMT,MODE,RET6MOS,CASHHOME,INKIND,KINDAMT,SWGT
13,74,1,0731,3,1,27,02,04,2000,1,6,Z90,1,089,12,1,852,29,2,  ,    ,04,2001,1,045000,1,2,      ,2,      ,0293.2584
13,74,1,0748,3,2,26,01,06,2000,1,7,532,1,018,08,1,981,03,2,  ,    ,02,2001,1,026000,1,2,      ,2,      ,0293.2582
13,74,1,0751,2,2,31,01,09,2000,2,4,Z20,1,039,24,1,541,00,2,  ,    ,03,2002,2,      , ,2,      ,2,      ,0293.2582
13,74,1,0754,2,1,40,01,08,2000,2,6,855,1,095,10,1,981,01,2,  ,    ,06,2001,1,010000,4,2,      ,2,      ,0293.2582
13,74,1,0754,6,2,44,01,07,2000,4,6,Z90,1,039,88,1,541,02,2,  ,    ,88,8888,2,      , ,2,      ,2,      ,0293.2582
13,74,1,0755,6,1,39,01,12,1999,2,4,949,1,081,88,1,855,09,2,  ,    ,88,8888,1,055000,4,2,      ,2,      ,0293.2582
13,74,1,0771,1,1,38,03,07,2000,2,4,834,1,035,10,1,531,43,2,  ,    ,05,2001,1,045000,1,2,      ,2,      ,0446.7509
13,74,1,0775,2,1,34,02,01,1998,2,7,851,1,081,24,1,851,56,2,  ,    ,01,2001,1,060000,1,2,      ,2,      ,0446.7509
13,74,1,0779,3,1,37,05,09,2000,2,7,389,1,066,10,1,139,50,2,  ,    ,06,2001,2,      , ,2,      ,2,      ,0446.7509
13,74,1,0781,1,2,61,04,99,1998,3,7,Z40,4,096,01,2,   ,  ,1,99,1998,  ,    ,2,      , ,2,      ,2,      ,0491.4264
13,74,1,0787,1,1,79,01,03,1997,2,4,Z40,4,096,06,2,   ,  ,1,02,1998,  ,    ,2,      , ,2,      ,2,      ,0491.4264
13,74,1,0787,1,1,79,01,03,1997,2,4,Z40,4,096,06,2,   ,  ,1,02,1998,  ,    ,2,      , ,2,      ,2,      ,0491.4264
13,74,1,0791,2,2,47,01,03,1997,2,7,411,4,039,00,2,   ,  ,1,03,1997,  ,    ,2,      , ,2,      ,2,      ,0491.4264
13,74,1,0791,1,1,47,01,03,1997,2,7,412,4,039,00,2,   ,  ,1,03,1997,  ,    ,2,      , ,2,      ,2,      ,0491.4264
13,74,1,0796,2,2,33,02,06,2000,2,4,Z20,1,054,24,1,541,55,2,  ,    ,06,2002,2,      , ,2,      ,2,      ,0491.4263
13,74,1,0803,3,2,31,01,05,2000,4,7,Z20,1,089,24,1,054,05,2,  ,    ,05,2002,1,020000,1,2,      ,2,      ,0491.4263
13,74,1,0841,3,1,26,01,04,2000,1,7,Z90,1,050,24,1,959,06,2,  ,    ,04,2002,1,011600,4,2,      ,2,      ,0409.5221
13,74,1,0842,2,1,48,03,07,1999,2,3,839,1,056,45,1,839,45,1,09,2000,  ,    ,1,100000,1,1,050000,2,      ,0409.5221
13,74,1,0845,2,2,61,01,04,2000,2,7,389,6,096,00,1,389,00,1,04,2000,  ,    ,2,      , ,1,036000,2,      ,0409.5221
13,74,1,0849,2,1,32,03,04,2000,2,4,382,1,081,88,1,325,48,1,04,2000,  ,    ,1,049650,4,1,038000,2,      ,0409.5221
13,74,1,0851,3,1,26,01,01,1999,1,3,801,1,078,24,1,801,21,2,  ,    ,01,2001,1,010000,4,2,      ,2,      ,0409.5221
13,74,1,0853,4,1,38,03,12,1999,2,6,Z90,1,035,12,1,981,40,2,  ,    ,12,2000,1,090000,1,2,      ,2,      ,0446.7511
13,74,1,0862,2,1,31,05,12,1999,2,6,Z90,1,081,12,1,599,55,1,06,2000,  ,    ,1,020000,1,1,080000,2,      ,0446.7511
13,74,1,0864,2,1,53,03,04,2000,2,7,021,1,015,12,1,021,50,1,09,2000,  ,    ,1,180000,1,1,200000,1,015000,0446.7511
13,74,1,0881,3,1,33,05,10,1999,1,7,111,3,099,12,1,111,60,2,  ,    ,10,2000,1,054000,1,2,      ,1,029000,0614.2829
13,74,1,0885,3,2,32,02,09,1999,1,4,Z90,1,089,24,1,949,38,2,  ,    ,09,2001,2,      , ,2,      ,2,      ,0614.2829
13,74,1,0898,3,2,36,10,09,2000,1,7,139,1,096,12,1,139,55,2,  ,    ,09,2001,2,      , ,2,      ,2,      ,0409.5219
13,74,1,0898,3,2,33,02,01,2000,1,7,083,1,071,11,1,083,21,2,  ,    ,12,2000,1,060000,1,2,      ,2,      ,0409.5219
13,74,1,0898,3,1,26,03,09,2000,1,7,083,3,039,01,1,083,00,2,  ,    ,10,2000,2,      , ,2,      ,2,      ,0409.5219
13,74,1,0906,3,2,52,02,99,1999,1,7,Z90,1,033,88,1,066,60,2,  ,    ,88,8888,2,      , ,2,      ,2,      ,0790.2666
13,74,1,0918,2,2,46,03,03,1999,2,4,Z20,1,010,12,1,541,29,1,07,1999,  ,    ,2,      , ,2,      ,2,      ,0409.5219
13,74,1,0922,1,1,50,01,11,1997,2,7,139,1,081,12,1,139,12,1,11,1998,  ,    ,2,      , ,2,      ,2,      ,0409.5219
13,74,1,0939,3,2,40,05,01,2000,1,7,066,1,096,11,1,066,60,2,  ,    ,12,2000,1,118200,4,2,      ,2,      ,0361.6192
13,74,1,0940,3,1,25,02,03,2000,2,7,Z90,1,052,09,1,531,16,2,  ,    ,12,2000,1,030000,1,2,      ,2,      ,0361.6192
13,74,1,0943,2,1,43,05,05,2000,2,6,370,1,096,12,1,386,60,2,  ,    ,05,2001,1,192000,4,2,      ,2,      ,0361.6192
13,74,1,0945,2,2,40,02,04,1998,2,4,Z20,6,033,24,1,549,60,2,  ,    ,03,2001,1,030000,1,2,      ,1,037500,0361.6192
13,74,1,0948,2,1,42,01,02,1997,2,4,959,6,018,88,1,959,34,2,  ,    ,88,8888,1,030000,4,2,      ,2,      ,0361.6192
13,74,1,0967,4,2,22,02,12,1999,2,6,Z20,1,039,10,1,541,22,2,  ,    ,01,2001,1,022000,4,2,      ,2,      ,0361.6192
13,74,1,0968,6,2,26,02,09,1999,1,7,066,1,081,12,1,066,36,2,  ,    ,03,2002,1,060000,1,2,      ,2,      ,0361.6192
13,74,1,0970,2,1,29,05,02,2000,2,6,949,1,089,08,1,981,60,2,  ,    ,10,2000,1,062000,1,2,      ,2,      ,0361.6192
13,74,1,0978,2,1,45,02,03,2000,2,6,872,1,888,08,1,700,18,2,  ,    ,11,2000,1,060000,1,2,      ,2,      ,0394.4937
13,74,1,0980,2,1,56,03,02,1998,2,7,Z90,1,081,36,1,859,60,2,  ,    ,02,2001,1,060000,4,2,      ,2,      ,0394.4937
13,74,1,0991,1,1,34,01,04,2000,2,7,Z90,1,024,10,1,560,06,2,  ,    ,03,2001,1,080000,1,2,      ,2,      ,0361.6193
13,74,1,0995,3,2,28,05,09,1999,2,4,389,1,039,12,1,541,36,1,09,2000,  ,    ,1,010000,4,1,000000,2,      ,0361.6193
13,74,1,0997,2,2,34,01,10,1995,2,7,311,1,089,24,1,946,24,1,12,1997,  ,    ,2,      , ,2,      ,2,      ,0361.6193
13,74,1,0997,6,2,23,01,06,2000,1,6,Z90,1,052,04,1,171,04,2,  ,    ,10,2000,1,040000,4,2,      ,2,      ,0361.6193
13,74,1,1000,1,2,64,01,02,1996,3,4,Z20,4,039,00,2,   ,  ,1,02,1996,  ,    ,2,      , ,2,      ,2,      ,0361.6193
13,74,1,1000,3,2,28,01,02,1996,1,6,Z90,4,039,00,2,   ,  ,1,02,1996,  ,    ,2,      , ,2,      ,2,      ,0361.6193
13,74,1,1006,1,2,44,01,12,1995,4,4,794,1,082,24,1,541,21,1,09,1997,  ,    ,2,      , ,2,      ,2,      ,0361.6193
13,74,1,1011,2,2,51,05,99,1995,2,4,Z20,3,052,88,1,541,60,2,  ,    ,88,8888,1,060000,4,2,      ,2,      ,0361.6193
13,74,1,1017,3,1,36,02,04,1999,1,7,851,1,094,24,1,851,60,2,  ,    ,04,2001,1,020000,4,2,      ,2,      ,0361.6193
13,74,1,1029,2,1,42,02,10,1999,2,6,871,1,081,36,1,871,48,2,  ,    ,10,2001,1,048000,4,2,      ,2,      ,0624.5046
13,74,1,1050,2,1,54,02,10,1999,2,7,855,1,081,24,1,855,48,2,  ,    ,10,2001,1,030000,4,2,      ,2,      ,0361.6192
13,74,1,1058,2,1,39,04,09,2000,2,7,411,1,052,11,1,981,36,2,  ,    ,08,2001,1,120000,1,1,200000,2,      ,0361.6191
13,74,1,1078,7,2,27,01,02,1998,1,6,325,1,089,36,1,853,31,2,  ,    ,02,2001,2,      , ,2,      ,2,      ,0781.0973
13,74,1,1079,7,2,29,01,11,1997,1,7,066,1,081,88,1,066,34,2,  ,    ,88,8888,2,      , ,2,      ,2,      ,0781.0973
13,74,1,1085,6,2,33,01,10,1997,1,7,Z90,1,039,12,1,541,12,1,10,1998,  ,    ,2,      , ,2,      ,2,      ,0394.4936
13,74,1,1091,1,1,53,05,08,1999,2,3,Z90,1,059,10,1,981,50,1,09,2000,  ,    ,1,075000,1,1,230000,2,      ,0394.4936
13,74,1,1091,4,1,23,01,10,1998,2,6,Z90,1,089,26,1,859,23,2,  ,    ,12,2000,1,060000,1,2,      ,2,      ,0394.4936
13,74,1,1099,6,2,47,01,07,1999,1,7,311,6,096,88,2,   ,  ,2,  ,    ,88,8888,2,      , ,2,      ,2,      ,0361.6192
13,74,1,1100,6,1,36,03,01,2000,2,7,139,3,081,09,1,219,18,2,  ,    ,10,2000,1,049500,4,2,      ,2,      ,0361.6192
13,74,1,1101,6,1,35,01,02,2000,1,4,959,1,081,24,1,959,02,2,  ,    ,07,2002,2,      , ,2,      ,2,      ,0361.6192
13,74,1,1102,1,1,43,03,09,1996,2,7,Y01,7,015,00,1,Y01,13,1,09,1996,  ,    ,2,      , ,2,      ,2,      ,0361.6192
13,74,1,1104,1,1,50,05,09,2000,2,7,219,1,081,12,1,311,59,2,  ,    ,01,2001,1,060000,4,2,      ,1,058000,0361.6192
13,74,1,1104,3,1,27,04,06,2000,1,6,Z90,1,052,03,1,171,25,1,08,2000,  ,    ,2,      , ,1,150000,1,010000,0361.6192
13,74,1,1141,2,2,30,02,06,2000,2,7,Z20,4,039,00,2,   ,  ,1,06,2000,  ,    ,2,      , ,1,000000,2,      ,0617.5762
13,74,1,1142,1,1,42,05,11,1999,4,7,219,4,096,00,2,   ,  ,1,11,1999,  ,    ,2,      , ,2,      ,2,      ,0617.5762
13,74,1,1145,1,2,37,03,08,2000,4,6,441,4,090,00,2,   ,  ,1,08,2000,  ,    ,2,      , ,1,000000,2,      ,0617.5762
13,74,1,1149,1,1,72,03,05,2000,2,7,211,8,047,01,2,   ,  ,1,06,2000,  ,    ,2,      , ,1,000000,2,      ,0617.5762
13,74,1,1149,2,2,45,01,05,2000,2,7,Z20,4,047,01,2,   ,  ,1,06,2000,  ,    ,2,      , ,1,000000,2,      ,0617.5762
13,74,1,1149,3,1,13,01,05,2000,1,2,Z30,4,047,01,2,   ,  ,1,06,2000,  ,    ,2,      , ,1,000000,2,      ,0690.0604
13,74,1,1151,1,1,42,03,09,1998,2,7,061,8,090,00,2,   ,  ,1,09,1998,  ,    ,2,      , ,2,      ,2,      ,0617.5762
13,74,1,1151,2,2,41,03,09,1998,2,7,061,8,090,00,2,   ,  ,1,09,1998,  ,    ,2,      , ,2,      ,2,      ,0617.5762
13,74,1,1801,2,1,53,01,09,1998,2,6,849,1,081,36,1,849,24,2,  ,    ,09,2001,1,090000,1,2,      ,2,      ,0087.4601
13,74,1,1804,4,1,25,02,02,2000,2,7,066,1,095,12,1,066,19,2,  ,    ,03,2001,1,090000,1,2,      ,2,      ,0087.4601
13,74,1,1837,6,2,27,01,11,1997,1,7,Z90,1,089,88,1,852,33,2,  ,    ,88,8888,2,      , ,2,      ,2,      ,0113.7592
13,74,1,1839,3,2,28,01,05,1996,1,7,386,1,057,24,1,329,24,1,03,1998,  ,    ,2,      , ,2,      ,2,      ,0113.7592
13,74,1,1844,2,1,38,05,06,2000,2,7,929,1,095,10,1,981,50,2,  ,    ,04,2001,1,060000,1,2,      ,2,      ,0113.7592
13,74,1,1847,1,1,26,01,08,2000,1,6,201,4,047,00,2,   ,  ,1,08,2000,  ,    ,2,      , ,1,000000,2,      ,0113.7592
13,74,1,1890,2,2,46,01,05,1998,2,1,Z20,1,051,31,1,541,28,2,  ,    ,12,2000,1,030000,4,2,      ,2,      ,0125.1352
13,74,1,1894,3,1,25,01,03,1999,1,7,Z90,1,094,24,1,985,18,2,  ,    ,08,2001,1,020000,1,2,      ,2,      ,0125.1352
13,74,1,1897,3,2,54,02,12,1998,2,7,700,6,064,88,1,084,12,2,  ,    ,88,8888,2,      , ,2,      ,1,021120,0104.2793
13,74,1,1903,1,1,30,01,05,1999,2,7,331,4,052,00,2,   ,  ,1,05,1999,  ,    ,2,      , ,2,      ,2,      ,0104.2793
13,74,1,1910,2,1,49,05,01,2000,2,7,981,1,052,12,1,981,60,2,  ,    ,01,2001,1,224200,1,2,      ,2,      ,0104.2794
13,74,1,1957,3,1,36,05,03,2000,1,7,Z90,1,033,12,1,981,54,2,  ,    ,03,2001,1,090000,1,2,      ,2,      ,0104.2794
13,74,1,1957,3,1,25,04,01,2000,1,7,552,1,035,12,1,981,45,2,  ,    ,01,2001,1,058000,1,2,      ,2,      ,0104.2794
13,74,1,1963,3,2,24,01,09,2000,2,7,Z20,1,095,12,1,981,00,2,  ,    ,05,2001,2,      , ,2,      ,2,      ,0104.2794
13,74,1,1970,2,2,41,03,11,1999,2,6,451,1,089,88,1,599,32,2,  ,    ,88,8888,1,015000,1,2,      ,2,      ,0104.2793
13,74,1,1976,3,2,46,03,09,1999,1,7,066,1,081,08,1,066,08,1,05,2000,  ,    ,1,027000,4,1,030000,1,066000,0104.2793
13,74,1,1976,3,1,44,03,06,2000,1,7,532,1,033,03,1,531,19,2,  ,    ,02,2001,1,016000,4,2,      ,2,      ,0104.2793
13,74,1,1978,6,1,30,01,01,1998,2,3,362,1,094,88,1,219,32,2,  ,    ,88,8888,1,025500,4,2,      ,2,      ,0104.2793
13,74,1,1979,2,1,41,02,10,1995,2,4,386,1,081,60,1,500,59,2,  ,    ,10,2000,1,060000,4,2,      ,2,      ,0104.2793
13,74,1,1987,2,1,34,02,05,2000,2,7,412,3,089,24,1,412,16,2,  ,    ,99,2002,1,150000,1,2,      ,2,      ,0177.6271
13,75,1,2089,3,2,36,02,12,1997,2,4,949,1,039,36,1,541,60,2,  ,    ,01,2001,1,022000,4,2,      ,2,      ,0823.8362
13,75,1,2089,3,2,34,03,11,1997,2,6,Z90,1,081,36,1,079,45,1,03,2000,  ,    ,1,024000,4,2,      ,2,      ,0823.8362
13,75,1,2089,4,1,35,02,03,1999,2,6,846,1,081,12,1,846,12,1,03,2000,  ,    ,1,020000,4,2,      ,2,      ,0823.8362
13,75,1,2095,6,2,31,01,06,2000,1,7,Z90,1,052,06,1,594,03,2,  ,    ,12,2000,1,004000,4,2,      ,2,      ,0823.8362
13,75,1,2123,2,2,24,02,09,2000,2,7,Z30,1,095,88,1,211,56,2,  ,    ,88,8888,2,      , ,1,200000,2,      ,1098.4477
13,75,1,2126,2,1,56,05,09,1999,2,7,025,1,021,15,1,025,60,2,  ,    ,12,2000,1,255000,1,2,      ,2,      ,0898.7298
13,75,1,2136,3,1,35,03,09,2000,1,7,542,4,039,24,1,700,48,2,  ,    ,09,2002,2,      , ,2,      ,2,      ,0898.7298
13,75,1,2151,2,1,46,05,09,2000,2,7,985,1,081,12,1,700,55,2,  ,    ,03,2001,1,054000,4,1,130000,1,035300,0898.7296
13,75,1,2157,2,1,43,06,09,2000,2,7,Z90,1,066,08,1,029,43,2,  ,    ,03,2001,1,055000,1,1,180000,1,030000,0898.7296
13,75,1,2164,2,1,54,04,02,1999,2,4,985,1,035,07,1,531,40,2,  ,    ,05,2001,1,080000,1,2,      ,2,      ,0823.8358
13,75,1,2165,6,1,46,05,05,2000,4,6,311,1,081,11,1,311,53,2,  ,    ,05,2001,1,042000,1,1,090000,2,      ,0823.8358
13,75,1,2165,6,1,38,02,11,1999,2,6,855,1,081,11,1,855,35,2,  ,    ,11,2001,1,101400,1,2,      ,2,      ,0823.8358
13,75,1,2169,2,1,50,05,09,2000,2,7,700,1,046,12,1,855,50,2,  ,    ,09,2001,1,165000,1,1,440000,1,060500,0823.8358
13,75,1,2171,2,1,46,03,12,1999,2,4,599,1,081,12,1,542,36,2,  ,    ,12,2000,1,090000,1,2,      ,2,      ,0823.8358
13,75,1,2265,3,2,44,02,01,2000,4,6,999,1,089,24,1,541,32,1,09,2000,  ,    ,1,028000,4,1,000000,2,      ,0823.8355
13,75,1,2296,4,1,36,05,09,1999,2,5,425,1,078,15,1,349,55,2,  ,    ,12,2000,1,010000,4,2,      ,1,003000,0389.5742
13,75,1,2300,3,2,32,01,05,2000,1,4,794,1,046,24,1,541,04,2,  ,    ,05,2002,2,      , ,2,      ,2,      ,0389.5742
13,75,1,2320,2,1,30,03,03,2000,2,7,859,1,081,12,1,859,43,2,  ,    ,03,2001,1,060000,1,2,      ,2,      ,0434.7422
13,75,1,2328,2,1,31,04,04,2000,2,7,Z90,1,081,10,1,848,40,2,  ,    ,01,2001,1,060000,1,2,      ,2,      ,0434.7422
13,75,1,2329,2,2,31,01,03,1998,2,2,452,1,081,24,1,541,18,1,09,2000,  ,    ,2,      , ,1,057000,1,008350,0447.9238
13,75,1,2339,4,1,40,02,08,1999,2,4,Z90,1,089,24,1,756,50,2,  ,    ,09,2001,1,020000,1,2,      ,2,      ,0447.9238
13,75,1,2341,2,1,49,06,12,1999,2,6,981,1,001,09,1,981,45,1,09,2000,  ,    ,1,070000,1,1,020000,2,      ,0467.4890
13,75,1,2356,2,1,40,05,08,2000,2,6,872,1,056,12,1,872,54,2,  ,    ,08,2001,1,173880,1,1,414000,1,069000,0467.4890
13,75,1,2377,3,2,33,01,09,1996,1,7,066,3,096,48,1,066,48,2,  ,    ,09,2002,1,036000,1,2,      ,1,022000,0398.5816
13,75,1,2377,3,1,28,01,10,1997,1,6,389,1,096,36,1,981,36,2,  ,    ,03,2001,1,039000,1,2,      ,2,      ,0398.5816
13,75,1,2377,3,2,27,01,03,1998,1,7,066,1,096,48,1,066,24,2,  ,    ,04,2002,1,037000,1,2,      ,1,022000,0398.5816
13,75,1,2407,3,2,20,01,07,2000,1,4,451,1,052,06,1,541,02,2,  ,    ,01,2001,2,      , ,2,      ,2,      ,0389.5740
13,75,1,2411,2,1,43,02,09,2000,2,7,066,1,081,14,1,066,58,2,  ,    ,11,2001,1,060000,4,1,045000,2,      ,0389.5740
13,75,1,2413,3,1,22,01,09,2000,1,4,979,1,096,08,1,981,00,2,  ,    ,05,2001,2,      , ,2,      ,2,      ,0467.4890
13,75,1,2421,2,1,37,03,03,2000,2,7,855,1,081,12,1,855,24,2,  ,    ,03,2001,1,062000,4,2,      ,1,007000,0467.4890
13,75,1,2423,2,1,53,02,04,1998,2,4,361,1,081,32,1,846,29,2,  ,    ,12,2000,1,020000,4,2,      ,1,000400,0467.4890
13,75,1,2426,3,2,20,01,03,2000,1,5,Z30,1,089,36,1,859,07,2,  ,    ,03,2003,1,049000,4,2,      ,2,      ,0424.9899
13,75,1,2433,2,1,37,01,08,1996,2,4,946,1,080,48,1,954,48,2,  ,    ,03,2001,1,042000,4,2,      ,2,      ,0424.9899
13,75,1,2456,2,2,37,01,12,1998,2,3,Z20,1,094,22,1,531,21,2,  ,    ,10,2000,1,012000,4,2,      ,2,      ,0389.5743
13,75,1,2460,2,2,36,01,03,1999,2,2,Z20,1,054,24,1,541,18,2,  ,    ,03,2001,2,      , ,2,      ,2,      ,0389.5743
13,75,1,2507,1,1,29,03,03,2000,2,7,Z90,8,082,24,1,981,48,2,  ,    ,08,2002,1,110000,1,2,      ,2,      ,0272.7073
13,75,1,2519,3,2,33,02,08,1999,2,4,794,1,081,18,1,794,54,2,  ,    ,01,2001,1,020000,1,2,      ,2,      ,0297.4990
13,75,1,2545,4,1,25,02,02,1997,2,7,Z90,8,081,14,1,384,28,1,02,1999,  ,    ,2,      , ,2,      ,2,      ,0297.4990
13,75,1,2549,2,1,50,03,03,1998,2,6,859,1,081,33,1,859,56,2,  ,    ,12,2000,2,      , ,2,      ,2,      ,0297.4990
13,75,1,2554,1,1,27,01,07,1999,2,7,946,1,050,00,1,023,13,2,  ,    ,07,2001,1,111000,1,2,      ,2,      ,0297.4990
13,75,1,2555,3,2,34,01,11,1999,1,7,425,1,089,12,1,541,10,2,  ,    ,11,2000,1,064000,4,2,      ,2,      ,0297.4990
13,75,1,2560,3,2,38,02,09,1999,1,4,542,1,052,24,1,542,35,2,  ,    ,10,2001,1,024000,1,2,      ,2,      ,0272.7072
13,75,1,2593,2,1,40,04,09,1999,2,7,985,1,096,09,1,981,36,1,06,2000,  ,    ,1,016000,1,1,025000,1,018800,0297.4990
13,75,1,2646,6,2,48,10,08,2000,4,6,122,3,039,06,1,541,60,2,  ,    ,03,2001,1,023000,1,1,030000,2,      ,0355.0489
13,75,1,2662,2,1,39,01,12,1999,2,7,141,1,089,09,1,852,09,1,09,2000,  ,    ,1,120000,1,1,077000,2,      ,0358.2960
13,75,1,2668,2,1,36,05,03,2000,2,4,872,1,035,09,1,849,60,2,  ,    ,12,2000,1,039000,1,2,      ,2,      ,0325.7235
13,75,1,2673,3,2,24,02,07,2000,4,6,Z90,1,052,05,1,171,48,2,  ,    ,12,2000,1,020000,4,2,      ,1,012000,0325.7235
13,75,1,2687,4,2,31,01,11,1999,2,4,541,1,051,02,1,541,11,2,  ,    ,11,2001,1,014000,4,2,      ,2,      ,0358.2957
13,75,1,2690,3,2,26,01,05,2000,1,7,311,1,050,88,1,949,05,2,  ,    ,88,8888,1,040000,1,2,      ,2,      ,0325.7236
13,75,1,2715,2,1,50,03,09,1999,2,6,846,1,081,36,1,985,36,1,09,2000,  ,    ,1,063000,4,1,320000,2,      ,0298.5799
13,75,1,2726,1,1,30,05,07,2000,2,6,Z90,1,012,08,1,982,08,2,  ,    ,03,2001,1,068000,1,1,300000,1,009500,0358.2958
13,75,1,2736,2,1,52,03,02,1999,2,4,846,1,071,12,1,846,36,2,  ,    ,01,2001,1,060000,1,2,      ,2,      ,0358.2958
13,75,1,2755,3,2,26,01,02,1999,1,4,794,1,015,24,1,794,19,2,  ,    ,02,2001,1,014000,4,2,      ,1,001600,0298.5800
13,75,1,2788,2,1,53,04,09,2000,2,4,Z90,1,033,24,1,973,48,2,  ,    ,04,2001,2,      , ,1,050000,2,      ,0358.2960
13,75,1,2794,2,1,50,04,07,2000,2,7,386,6,096,88,1,386,60,2,  ,    ,88,8888,1,040000,4,1,300000,2,      ,0358.2960
13,75,1,2819,2,1,36,03,03,2000,2,7,Z90,1,052,10,1,981,30,2,  ,    ,02,2001,2,      , ,2,      ,2,      ,0298.5798
13,75,1,2824,2,2,40,02,08,2000,2,4,Z20,1,039,24,1,541,24,2,  ,    ,08,2001,1,014000,1,1,023000,2,      ,0358.2958
13,75,1,2836,2,1,41,01,06,1999,2,8,981,1,033,88,1,981,11,1,05,2000,  ,    ,1,040000,1,1,100000,2,      ,0406.2751
13,75,1,2884,2,1,44,03,01,2000,2,4,849,1,081,36,1,849,45,2,  ,    ,01,2002,1,050000,4,2,      ,2,      ,0316.2480
13,75,1,2888,4,2,30,02,08,2000,2,6,Z90,1,052,06,1,172,06,2,  ,    ,02,2001,2,      , ,2,      ,2,      ,0316.2480
13,75,1,2905,2,1,61,03,06,2000,2,2,839,1,081,14,1,839,36,2,  ,    ,08,2001,1,029000,4,1,046000,2,      ,0298.5799
13,75,1,2908,3,1,34,04,08,2000,1,7,834,1,035,10,1,855,36,2,  ,    ,06,2001,1,008000,1,1,400000,1,003000,0298.5799
13,76,1,2981,2,2,41,02,09,1996,2,6,Z20,1,039,24,1,549,24,1,10,1998,  ,    ,2,      , ,2,      ,2,      ,0792.6608
13,76,1,2993,2,1,45,03,05,1999,2,4,985,1,081,16,1,846,40,1,09,2000,  ,    ,2,      , ,1,007800,2,      ,0542.4882
13,76,1,3005,2,1,48,02,02,1998,2,4,954,1,081,33,1,954,46,2,  ,    ,11,2000,1,048000,1,2,      ,2,      ,0135.9473
13,76,1,3022,1,2,43,01,09,1997,2,4,Z20,1,096,88,1,451,36,2,  ,    ,88,8888,1,013500,4,2,      ,1,006300,0542.4884
13,76,1,3023,1,2,63,01,10,1998,3,3,794,4,039,00,2,   ,  ,1,10,1998,  ,    ,2,      , ,2,      ,2,      ,0542.4884
13,76,1,3024,1,1,48,05,01,2000,2,4,Z90,1,888,35,1,531,43,2,  ,    ,12,2002,1,010000,1,2,      ,2,      ,0542.4884
13,76,1,3025,6,1,64,01,05,1998,2,6,Z90,4,096,01,2,   ,  ,1,06,1998,  ,    ,2,      , ,2,      ,2,      ,0542.4884
13,76,1,3027,2,1,54,04,03,2000,2,7,Z90,1,052,12,1,981,48,2,  ,    ,03,2001,1,120000,4,2,      ,2,      ,0542.4884
13,76,1,3030,1,1,35,02,02,1997,2,6,521,1,089,24,1,521,32,1,11,1999,  ,    ,2,      , ,2,      ,2,      ,0542.4884
13,76,1,3031,2,1,43,01,05,2000,2,7,Z90,1,089,10,1,981,04,2,  ,    ,02,2001,1,060000,4,2,      ,2,      ,0542.4884
13,76,1,3033,2,1,37,04,06,2000,2,7,Z90,1,052,12,1,981,48,2,  ,    ,06,2001,1,090000,1,2,      ,2,      ,0542.4884
13,76,1,3035,1,1,40,01,09,1999,2,6,Z90,1,050,12,1,981,12,1,09,2000,  ,    ,1,100000,4,1,120000,1,008000,0542.4884
13,76,1,3073,2,1,53,02,11,1997,2,7,029,1,094,48,1,029,53,2,  ,    ,11,2001,1,240000,4,2,      ,1,010000,0650.9859
13,76,1,3081,6,2,63,01,07,1998,2,4,Z90,4,036,00,2,   ,  ,1,08,1998,  ,    ,2,      , ,2,      ,2,      ,0650.9859
13,76,1,3084,3,1,32,04,10,1998,1,7,981,1,039,12,1,981,48,1,10,1999,  ,    ,2,      , ,2,      ,2,      ,0650.9859
13,76,1,3086,3,1,27,01,07,2000,1,7,021,8,082,00,2,   ,  ,1,07,2000,  ,    ,2,      , ,1,000000,2,      ,0591.8053
13,76,1,3088,1,1,62,04,11,1999,2,7,Z90,1,052,05,1,981,25,1,03,2000,  ,    ,2,      , ,2,      ,2,      ,0591.8053
13,76,1,3098,2,1,28,03,06,2000,2,7,Z90,1,096,12,1,981,36,2,  ,    ,07,2001,1,090000,4,2,      ,2,      ,0542.4885
13,76,1,3101,2,1,51,05,06,2000,2,6,Z90,1,052,12,1,839,54,2,  ,    ,06,2001,1,090000,4,1,300000,2,      ,0542.4885
13,76,1,3108,3,2,31,02,03,1996,2,4,Z90,1,052,88,1,532,48,2,  ,    ,88,8888,1,060000,4,2,      ,2,      ,0542.4885
13,76,1,3108,3,1,30,01,06,1997,1,6,Z90,1,052,88,1,532,36,2,  ,    ,88,8888,1,040000,4,2,      ,2,      ,0542.4885
13,76,1,3109,1,2,44,01,06,1997,4,6,Z20,4,057,01,2,   ,  ,1,07,1997,  ,    ,2,      , ,2,      ,2,      ,0591.8058
13,76,1,3117,6,2,39,01,09,1998,1,7,Z90,4,001,00,2,   ,  ,1,09,1998,  ,    ,2,      , ,2,      ,2,      ,0591.8058
13,76,1,3119,1,1,44,01,01,1997,2,6,847,8,032,02,2,   ,  ,1,03,1997,  ,    ,2,      , ,2,      ,2,      ,0591.8058
13,76,1,3119,2,2,43,02,08,1999,2,7,Z20,4,096,01,2,   ,  ,1,09,1999,  ,    ,2,      , ,2,      ,2,      ,0591.8058
