RREG,HHNUM,RRPL,RPSU,RQ1_LNO,RQ2_REL,RQ3_SEX,RQ4_AGE,RQ5_TMSLEFT,RQ6M_DTLEFT,RQ6Y_DTLEFT,RQ7_MSTAT,RQ8_HGRADE,RQ9_USOCC,RQ10_REASON,RQ11_CTRY,RQ12_STAY,RQ13_INDWORK,RQ14_OCCUP1,RQ15_NOMONTH,RQ16_RET,RQ17M_DTRET,RQ17Y_DTRET,RQ18M_DTEXP,RQ18Y_DTEXP,RQ19_CASHREM,RQ20_CASHAMT,RQ21_MODE,RQ22_RET6MOS,RQ23_CASHHOME,RQ24_INKIND,RQ25_KINDAMT,RSWGT,RP6M_IND
09,1672,002,11646,04,03,2,31,04,10,2006,2,04,522,3,221,14,1,522,44,2,,,12,2007,1,0048000,1,2,,2,,000428.2457,1
09,1673,002,11646,07,03,1,22,01,05,2007,1,68,023,1,234,15,1,834,04,2,,,08,2008,1,0023500,1,2,,2,,000376.9601,1
09,1674,001,11632,07,03,2,32,01,12,2006,1,63,021,1,234,24,1,122,09,2,,,12,2008,1,0030000,1,2,,2,,000492.3836,1
09,1675,001,11632,05,03,1,29,04,04,2006,1,68,023,1,211,20,1,834,38,2,,,12,2007,1,0024000,1,2,,2,,000491.5693,1
09,1675,001,11632,06,03,2,25,03,05,2007,1,05,522,1,221,07,1,913,20,2,,,12,2007,1,0030000,1,1,0030000,2,,000492.3836,1
09,1676,003,11649,03,03,2,31,02,10,2003,1,05,323,1,213,60,1,513,60,2,,,10,2008,1,0030000,1,2,,2,,000492.3836,1
09,1677,002,11655,03,03,2,33,02,05,2004,1,63,234,1,212,49,1,422,52,2,,,04,2008,2,,,2,,2,,000428.2457,1
09,1678,002,11659,03,03,2,26,02,02,2007,1,66,422,1,234,08,1,522,42,2,,,10,2007,1,0084000,1,2,,2,,000529.7406,1
09,1678,002,11659,04,03,2,24,01,04,2007,1,65,223,1,234,06,1,223,06,2,,,10,2007,1,0060000,1,2,,2,,000495.3398,1
09,1679,003,11670,01,01,1,52,02,02,2007,2,04,641,3,221,09,1,131,24,2,,,11,2007,1,0012000,1,2,,2,,000340.5005,1
09,1680,001,11693,02,02,2,39,01,10,2004,2,05,021,1,211,23,1,913,23,1,11,2006,,,2,,,2,,2,,000387.1094,2
09,1681,004,11702,05,05,2,32,02,06,2007,2,05,911,1,231,12,1,513,58,2,,,06,2008,1,0060000,1,1,0020000,2,,000427.8674,1
09,1682,001,11719,03,03,1,32,02,08,2004,2,65,834,1,500,44,1,834,57,2,,,04,2008,1,0052000,1,2,,2,,000512.1386,1
09,1683,004,11720,01,01,1,41,02,03,2007,4,05,021,1,232,24,1,913,28,2,,,03,2009,1,0005000,1,2,,2,,000372.2049,1
09,1683,004,11720,06,04,2,37,02,10,2005,1,65,021,1,233,22,1,223,48,1,08,2007,,,1,0050000,1,1,0020000,1,0014200,000363.7048,1
09,1684,002,11721,09,05,1,26,01,03,2006,2,05,131,1,231,25,1,931,18,2,,,04,2008,1,0180000,1,2,,2,,000462.3474,1
09,1685,003,11727,03,03,1,30,01,04,2003,1,65,023,1,233,57,1,222,53,2,,,01,2008,1,0010000,1,2,,2,,000476.7051,1
09,1686,003,11733,04,03,2,26,01,07,2007,1,05,023,1,234,88,1,913,02,2,,,88,8888,1,0014000,1,2,,2,,000454.2073,1
09,1687,004,11734,08,03,2,33,02,09,2007,4,61,234,1,221,24,1,522,38,2,,,09,2009,2,,,1,0040000,1,0003000,000512.9869,1
09,1688,004,11744,03,03,2,28,02,09,2007,1,03,021,1,232,24,1,913,48,2,,,09,2009,1,0026000,5,2,,2,,000427.1108,1
09,1688,004,11744,04,03,2,26,01,08,2006,1,03,021,1,232,24,1,913,13,2,,,08,2008,1,0010000,5,2,,2,,000427.1108,1
09,1689,004,11756,02,02,2,36,03,09,2006,2,65,021,1,233,88,1,223,37,2,,,88,8888,1,0043000,1,2,,2,,000371.7374,1
09,1690,002,11760,06,05,1,32,01,03,2006,2,64,724,1,233,24,1,419,18,2,,,03,2008,1,0018000,3,2,,2,,000481.3196,1
09,1691,003,11710,03,03,1,23,01,09,2003,1,04,921,4,221,49,1,712,48,2,,,10,2007,1,0006000,5,2,,2,,000454.2863,1
09,1691,003,11710,04,03,2,20,01,12,2005,1,04,021,1,233,22,1,913,21,2,,,10,2007,1,0010000,5,2,,2,,000482.5778,1
09,1691,003,11710,05,03,1,17,01,04,2007,1,03,921,1,221,06,1,931,05,2,,,10,2007,1,0004000,5,2,,2,,000454.2863,1
09,1692,003,11710,03,03,1,23,01,11,2006,1,01,612,4,231,11,1,712,10,2,,,10,2007,2,,,2,,1,0000500,000454.2863,1
09,1693,003,11710,05,05,2,28,01,09,2006,2,02,021,1,233,23,1,913,12,2,,,08,2008,1,0010000,1,2,,2,,000516.0923,1
09,1693,003,11710,09,03,2,28,01,08,2005,3,04,021,1,233,25,1,913,25,1,09,2007,,,1,0012000,1,1,0010000,2,,000516.0923,1
09,1693,003,11710,12,03,1,25,01,07,2005,2,03,832,1,234,88,1,921,26,2,,,88,8888,1,0020000,1,2,,2,,000515.2388,1
09,1693,003,11710,13,05,2,25,02,09,2007,2,03,021,1,234,88,1,913,36,2,,,88,8888,1,0015000,1,1,0015000,1,0004000,000516.0923,1
09,1694,003,11710,01,01,1,38,01,01,2007,2,01,712,1,231,88,1,712,08,2,,,88,8888,1,0019000,1,2,,2,,000441.4758,1
09,1695,003,11710,03,03,1,20,01,06,2007,1,03,023,4,221,04,2,,,2,,,10,2007,2,,,2,,2,,000454.2863,2
09,1696,004,11768,01,01,1,46,02,12,2005,2,65,811,1,233,24,1,811,45,2,,,12,2007,1,0200000,2,2,,2,,000353.6454,1
09,1697,003,11775,02,03,2,23,01,11,2006,1,64,023,1,223,88,1,522,10,2,,,88,8888,1,0005000,4,2,,1,0011000,000464.0954,1
09,1698,003,11775,04,05,2,31,01,05,2007,2,61,021,1,211,24,1,513,05,2,,,05,2009,1,0006000,1,2,,2,,000496.3262,1
09,1699,001,11807,03,05,2,32,01,12,2005,2,04,021,1,234,24,1,913,21,2,,,12,2007,1,0018000,1,2,,2,,000429.0024,1
09,1700,003,11821,02,02,2,34,02,01,2006,2,02,021,1,235,15,1,913,09,1,04,2007,,,1,0010000,1,1,0010000,2,,000499.1787,1
09,1701,003,11824,05,03,2,26,01,08,2003,1,61,023,1,234,60,1,913,49,2,,,09,2008,1,0010000,3,2,,2,,000470.2380,1
09,1702,002,11877,02,02,2,33,01,11,2002,2,03,021,1,234,24,1,913,24,1,11,2004,,,2,,,2,,2,,000427.3900,2
09,1703,002,11877,02,03,2,35,01,03,2005,2,02,913,1,235,04,1,913,04,1,07,2005,,,2,,,2,,2,,000357.2488,2
09,1704,002,11877,08,03,2,20,02,10,2006,1,04,522,1,235,12,1,913,12,2,,,10,2007,1,0014000,5,2,,2,,000399.6358,1
09,1705,002,11877,08,03,1,25,01,03,2005,1,66,023,1,233,48,1,932,30,2,,,03,2009,1,0020000,1,2,,2,,000426.6832,1
09,1706,001,11882,02,03,2,29,05,11,2006,1,65,223,1,233,12,1,223,10,2,,,11,2007,1,0020000,5,2,,2,,000427.4891,1
09,1707,002,11876,03,03,1,26,01,08,2006,2,01,643,1,221,88,1,931,13,2,,,88,8888,1,0008000,5,2,,2,,000426.7821,1
09,1708,002,11936,05,03,2,37,01,06,2004,4,05,522,1,233,48,1,913,39,2,,,06,2008,1,0013500,1,2,,2,,000417.2559,1
09,1709,002,11940,01,01,2,51,02,03,2006,2,01,611,3,500,24,1,722,53,2,,,03,2008,1,0060000,1,2,,2,,000324.6658,1
09,1710,003,11967,02,02,2,32,01,11,2002,2,61,021,1,231,36,1,913,36,1,11,2005,,,2,,,2,,2,,000451.8344,2
10,1711,004,11992,01,01,1,37,01,01,2006,2,04,131,1,214,88,1,932,20,2,,,88,8888,1,0065000,1,1,0009800,1,0001000,000439.9203,1
10,1712,004,11991,08,08,2,26,01,10,2004,1,04,522,1,231,22,1,913,22,1,08,2006,,,2,,,2,,2,,000484.5956,2
10,1713,002,12032,03,05,1,29,01,10,2006,2,65,412,1,213,36,1,932,11,2,,,10,2009,1,0104000,1,2,,2,,000829.2945,1
10,1714,002,12032,07,03,2,22,01,12,2006,2,04,515,3,500,88,1,522,09,2,,,88,8888,2,,,2,,2,,000775.6051,1
10,1715,002,12072,03,03,2,27,01,08,2007,1,63,421,4,222,12,2,,,2,,,08,2008,2,,,2,,2,,000452.6703,2
10,1716,002,12072,01,01,1,46,02,11,2006,2,05,931,1,233,36,1,833,24,2,,,11,2009,1,0055000,1,2,,2,,000359.8048,1
10,1717,004,12115,07,08,2,29,01,02,2007,1,61,131,1,231,24,1,512,07,2,,,02,2009,1,0012000,1,2,,2,,000454.1944,1
10,1718,002,12122,07,03,1,46,01,07,2006,4,04,721,1,234,25,1,721,14,2,,,08,2008,1,0042000,1,2,,2,,000360.1077,1
10,1719,002,12138,03,03,2,31,02,11,2006,1,04,516,1,235,24,1,913,38,2,,,11,2008,1,0014000,1,2,,2,,000453.4323,1
10,1719,002,12138,07,05,1,30,01,06,2007,2,65,724,1,232,24,1,724,02,2,,,06,2009,1,0085000,1,2,,2,,000453.3364,1
10,1719,002,12138,81,03,2,23,01,02,2005,1,05,512,1,234,12,1,913,12,1,02,2006,,,2,,,2,,2,,000352.8945,2
10,1720,002,12138,04,03,2,24,01,12,2005,1,61,921,1,235,24,1,913,21,2,,,12,2007,1,0030000,5,2,,2,,000423.9870,1
10,1721,003,12166,01,01,1,54,02,03,2004,2,61,233,1,223,36,1,233,48,2,,,10,2007,1,0060000,5,2,,2,,000360.7134,1
10,1722,001,12169,02,02,2,43,01,05,2006,2,61,513,1,233,25,1,513,16,2,,,07,2008,1,0062000,1,2,,2,,000378.3802,1
10,1723,002,12175,03,03,2,22,01,05,2004,1,61,234,1,223,40,1,234,40,1,09,2007,,,1,0025000,4,1,0999999,2,,000480.1838,1
10,1724,001,12198,81,03,2,27,02,07,2007,2,64,421,1,211,23,1,913,27,2,,,06,2009,1,0999999,1,1,0500000,1,0008000,000352.5979,1
10,1725,003,12204,05,03,2,29,05,10,2005,1,04,021,1,212,12,1,245,30,1,10,2006,,,2,,,2,,2,,000454.1944,2
10,1726,003,12204,11,04,2,37,03,06,2005,1,05,522,1,221,30,1,513,60,2,,,12,2007,1,0115000,5,2,,2,,000379.6542,1
10,1727,001,12205,02,03,2,42,03,02,2007,1,04,913,1,233,24,1,913,54,2,,,02,2009,1,0003000,5,2,,2,,000379.6542,1
10,1728,001,12205,05,03,1,24,02,08,2007,1,05,724,1,233,88,1,724,08,2,,,88,8888,2,,,2,,2,,000400.3788,1
10,1729,002,12213,03,03,2,25,02,05,2007,1,65,215,1,223,05,1,215,17,2,,,10,2007,1,0005000,5,1,0500000,1,0069500,000454.1944,1
10,1730,002,12213,05,03,1,27,01,03,2006,1,68,421,1,233,24,1,913,18,2,,,03,2008,1,0010000,1,2,,2,,000454.0983,1
10,1731,002,12213,08,03,1,23,01,09,2005,1,05,311,1,233,24,1,721,24,1,09,2007,,,1,0055000,1,1,0030000,1,0012000,000400.3788,1
10,1732,004,12215,05,03,2,34,03,01,2007,1,65,223,1,400,10,1,223,56,2,,,03,2008,1,0120000,1,2,,2,,000476.9041,1
10,1733,002,12243,01,01,1,44,02,10,2005,2,05,723,1,232,24,1,742,42,2,,,10,2007,1,0087000,1,2,,1,0012700,000403.6003,1
10,1734,003,12249,01,01,1,36,02,06,2005,2,68,829,1,400,07,1,834,36,1,01,2006,,,2,,,2,,2,,000412.6695,2
10,1735,004,12250,04,08,2,26,01,02,2005,2,05,523,1,222,25,1,913,25,1,03,2007,,,2,,,2,,2,,000481.7213,2
10,1736,004,12250,01,01,1,49,03,07,2007,2,65,021,1,213,09,1,834,27,2,,,04,2008,1,0018000,1,1,0090000,1,0015700,000382.8961,1
10,1737,004,12250,01,01,1,31,01,04,2007,2,65,215,1,231,36,1,215,05,2,,,04,2010,1,0066000,1,2,,2,,000481.6194,1
10,1738,002,12255,01,01,1,48,05,12,2006,2,68,215,1,212,12,1,314,48,2,,,12,2007,1,0150000,1,2,,2,,000382.6144,1
10,1739,002,12255,01,01,1,47,02,08,2004,2,05,721,1,233,35,1,721,48,1,09,2007,,,1,0055000,1,1,0025000,2,,000382.6144,1
10,1740,004,12254,03,03,1,28,02,04,2007,4,68,921,1,212,08,1,834,14,2,,,12,2007,1,0075000,1,2,,2,,000471.0350,1
10,1741,004,12261,01,01,1,46,09,03,2007,2,68,092,1,400,09,1,834,60,2,,,12,2007,1,0288000,1,2,,2,,000529.1675,1
10,1742,002,12261,01,01,2,38,02,03,2005,3,04,021,1,233,88,1,913,36,2,,,88,8888,1,0028000,1,2,,2,,000556.4865,1
10,1743,001,12263,03,03,2,46,02,04,2005,4,04,621,1,233,24,1,513,48,1,04,2007,,,1,0080000,1,1,0080000,2,,000344.9477,1
10,1744,001,12263,02,02,1,52,04,03,2006,2,68,723,1,214,21,1,834,49,2,,,12,2007,1,0113000,1,2,,2,,000361.0163,1
10,1745,002,12264,02,02,2,57,02,08,2007,2,71,233,1,300,12,1,239,12,2,,,08,2008,1,0056000,1,1,0050000,2,,000356.1573,1
10,1745,002,12264,04,03,1,28,01,11,2006,1,68,741,1,214,12,1,834,10,2,,,11,2007,1,0060000,1,2,,2,,000454.0983,1
10,1746,002,12264,04,03,2,25,04,09,2007,2,05,522,1,212,12,1,347,48,2,,,09,2008,1,0148000,1,1,0030000,2,,000454.1944,1
10,1747,001,12291,01,01,1,48,01,10,2004,2,04,833,1,233,24,1,833,24,1,10,2006,,,2,,,2,,2,,000362.5306,2
10,1748,001,12306,03,03,1,24,01,08,2007,1,05,721,1,234,24,1,721,01,2,,,08,2009,2,,,2,,2,,000400.3788,1
10,1749,002,12311,06,03,2,26,01,06,2007,1,05,913,1,231,88,1,913,03,2,,,88,8888,1,0009000,1,2,,2,,000453.0513,1
10,1750,002,12311,04,02,1,37,02,07,2006,2,65,932,1,233,17,1,821,24,2,,,12,2007,1,0095000,1,2,,2,,000388.1091,1
10,1751,003,12345,03,03,2,19,01,01,2005,1,04,021,1,233,36,1,913,32,2,,,01,2008,1,0110000,1,2,,2,,000453.1265,1
10,1752,003,12345,03,03,1,25,02,12,2006,1,05,021,1,233,36,1,323,17,2,,,12,2009,1,0060000,1,2,,2,,000484.4931,1
10,1753,002,12387,03,06,1,35,01,12,2005,1,63,421,1,221,10,1,931,10,1,10,2006,,,2,,,2,,2,,000417.2606,2
10,1754,002,12387,04,03,2,34,01,07,2006,1,05,522,1,234,09,1,831,09,1,04,2007,,,2,,,1,0030000,2,,000487.0807,1
10,1755,002,12379,02,03,2,33,01,05,2004,2,05,522,1,211,23,1,913,23,1,04,2006,,,2,,,2,,2,,000456.0996,2
10,1755,002,12379,04,03,1,33,02,06,2006,2,65,522,1,233,24,1,411,36,2,,,06,2008,1,0018000,1,2,,2,,000456.0031,1
10,1756,001,12391,09,03,1,20,01,12,2006,1,05,091,1,233,36,1,512,10,2,,,12,2009,1,0011500,5,2,,2,,000399.3711,1
10,1757,004,12434,05,03,2,28,02,02,2006,1,65,313,1,234,27,1,313,32,2,,,05,2008,1,0054000,1,2,,1,0000500,000455.3375,1
10,1758,004,12434,04,03,1,23,01,01,2007,1,05,023,1,100,09,1,512,08,2,,,10,2007,1,0016000,1,2,,2,,000401.3864,1
10,1759,004,12434,01,01,1,45,01,05,2005,2,66,832,1,233,27,1,832,27,1,08,2007,,,1,0012000,1,1,0013000,2,,000361.9249,1
10,1760,003,12462,02,03,2,35,02,01,2007,1,65,223,1,233,10,1,223,20,2,,,11,2007,2,,,2,,2,,000420.4225,1
10,1761,003,12462,04,03,2,40,03,10,2005,5,05,515,1,233,24,1,515,48,2,,,10,2007,1,0017000,1,2,,2,,000420.4225,1
10,1761,003,12462,03,03,1,42,02,12,2004,4,60,723,1,233,41,1,411,45,2,,,05,2008,2,,,2,,2,,000430.8697,1
10,1762,004,12476,03,02,2,34,01,01,2007,2,04,512,1,235,25,1,913,08,2,,,02,2009,1,0017000,5,2,,2,,000452.6703,1
10,1763,004,12476,03,05,1,34,01,03,2005,2,05,931,1,233,25,1,931,25,1,04,2007,,,2,,,1,0040000,2,,000452.5745,1
10,1764,003,12479,07,03,1,32,02,06,2006,2,68,832,1,500,25,1,642,39,2,,,07,2008,1,0150000,1,2,,2,,000451.8126,1
10,1765,002,12467,02,03,1,29,01,10,2006,2,05,023,1,221,24,1,921,11,2,,,10,2007,2,,,2,,1,0001750,000482.0200,1
10,1766,002,12467,01,01,1,32,01,09,2006,2,63,522,1,234,25,1,412,12,2,,,10,2008,1,0060000,1,2,,2,,000482.0200,1
10,1767,003,12466,03,03,2,24,01,03,2006,1,05,522,1,231,25,1,913,18,2,,,04,2008,1,0070000,1,2,,2,,000424.3432,1
10,1768,004,12504,02,04,2,21,01,04,2007,1,04,021,4,234,03,1,515,03,1,07,2007,,,2,,,1,0005000,1,0002000,000424.3432,1
10,1768,004,12504,04,07,2,52,01,04,2005,4,04,021,1,234,32,1,913,29,2,,,12,2007,1,0016000,1,2,,1,0005000,000344.6584,1
10,1769,004,12504,10,07,2,54,02,09,2007,4,01,515,1,223,36,1,913,58,2,,,09,2010,2,,,1,0010000,2,,000344.6584,1
10,1769,004,12504,08,04,2,37,02,10,2004,1,05,522,1,223,35,1,512,55,1,09,2007,,,1,0028000,1,1,0010000,2,,000379.3357,1
10,1769,004,12504,09,04,1,31,01,10,2004,1,05,422,1,223,36,1,714,35,2,,,10,2007,2,,,2,,2,,000453.7174,1
10,1770,004,12518,02,03,2,40,01,10,2002,1,63,412,3,500,88,1,412,58,2,,,88,8888,2,,,2,,2,,000439.4412,1
10,1771,004,12518,02,02,2,37,01,02,2004,2,04,131,1,213,88,1,913,43,2,,,88,8888,1,0083000,1,2,,2,,000439.4412,1
10,1772,004,12518,03,03,1,31,03,11,2006,2,68,834,1,500,12,1,834,29,2,,,11,2007,1,0200000,1,2,,2,,000525.6086,1
10,1773,004,12539,02,03,2,31,01,04,2007,1,05,913,1,222,12,1,913,05,2,,,04,2008,1,0009000,1,2,,2,,000452.2892,1
10,1773,004,12539,03,03,1,30,01,04,2007,1,04,642,1,222,12,1,913,05,2,,,04,2008,1,0006000,1,2,,2,,000452.1936,1
10,1774,004,12539,06,03,2,19,01,05,2007,1,05,911,1,234,25,1,913,04,2,,,06,2009,1,0016000,1,2,,2,,000422.9181,1
10,1775,001,12548,04,05,1,29,04,09,2007,2,68,131,1,232,14,1,834,44,2,,,11,2008,1,0100000,1,1,0100000,1,0094750,000483.3793,1
10,1776,003,12551,02,05,1,42,01,05,2007,2,65,611,1,100,23,1,215,04,2,,,04,2009,1,0300000,1,2,,2,,000414.6794,1
10,1777,003,12551,02,02,2,44,03,09,2006,2,63,131,1,211,14,1,913,48,2,,,11,2007,1,0116000,1,2,,2,,000404.6248,1
10,1777,003,12551,03,03,1,21,01,11,2006,1,05,023,4,214,07,2,,,1,06,2007,,,2,,,1,0000000,2,,000426.7124,2
10,1777,003,12551,01,01,1,47,02,12,2006,2,05,012,4,214,11,2,,,2,,,11,2007,2,,,2,,2,,000384.7610,2
10,1778,004,12557,01,01,1,43,01,11,2005,2,05,712,1,232,24,1,712,22,2,,,11,2007,1,0072000,1,2,,1,0018500,000414.1774,1
10,1779,004,12557,81,03,2,27,02,01,2005,3,04,092,1,212,06,1,347,12,1,07,2005,,,2,,,2,,2,,000376.2810,2
10,1780,001,12554,02,04,2,31,02,04,2007,1,05,911,1,235,24,1,913,43,2,,,04,2009,1,0055000,5,2,,2,,000451.9082,1
10,1781,001,12554,04,02,2,37,01,12,2005,2,04,911,1,235,24,1,913,21,2,,,12,2007,1,0022000,5,2,,2,,000377.7432,1
10,1782,001,12560,01,01,1,46,04,07,2007,2,65,834,1,212,11,1,834,60,2,,,06,2008,1,0060000,1,1,0150000,1,0035000,000400.4563,1
10,1782,001,12560,04,08,2,30,01,10,2003,1,61,913,1,233,35,1,913,36,1,11,2006,,,2,,,2,,2,,000503.8138,2
10,1783,001,12560,05,03,2,29,01,03,2005,2,63,092,1,233,24,1,913,24,1,03,2007,,,2,,,2,,2,,000503.8138,2
10,1784,003,12555,10,03,1,33,02,02,2007,1,04,911,1,222,24,1,913,31,2,,,02,2009,2,,,2,,2,,000498.1315,1
10,1784,003,12555,81,03,2,27,01,08,2005,1,04,913,1,233,24,1,913,24,1,08,2007,,,1,0020000,2,1,0030000,1,0017500,000387.7647,1
10,1785,003,12555,08,03,2,36,02,07,2007,1,04,612,1,231,23,1,913,25,2,,,06,2009,1,0014500,5,1,0045000,1,0035000,000416.4687,1
10,1786,004,12601,01,01,1,50,05,09,2006,2,65,314,1,214,10,1,314,50,1,07,2007,,,1,0180000,1,1,0000000,2,,000359.5020,1
10,1787,004,12601,05,04,1,38,10,07,2007,1,05,521,1,212,88,1,521,50,2,,,88,8888,1,0031000,1,1,0100000,2,,000387.4563,1
10,1788,004,12599,02,02,2,49,05,04,2007,2,63,522,3,233,08,1,223,45,2,,,12,2007,1,0092500,1,2,,2,,000401.9245,1
10,1789,004,12599,01,01,1,45,02,04,2003,2,63,092,1,233,24,1,419,29,1,04,2005,,,2,,,2,,2,,000420.6472,2
10,1790,002,12599,01,01,1,36,06,03,2007,2,65,092,4,400,05,1,215,50,1,08,2007,,,1,0095000,1,1,0050000,2,,000408.0205,1
10,1791,002,12604,81,03,2,47,01,11,2005,1,63,522,1,235,23,1,913,22,2,,,12,2007,2,,,2,,2,,000352.0048,1
10,1791,002,12604,03,03,2,37,03,01,2005,1,68,522,1,213,35,1,827,56,2,,,12,2007,1,0016000,1,2,,2,,000378.0617,1
10,1792,002,12604,02,02,2,54,01,05,2007,2,63,522,4,211,00,2,,,1,05,2007,,,2,,,1,0000000,1,0005500,000343.5008,2
10,1793,002,12604,01,01,1,58,01,05,2006,2,65,123,4,211,00,2,,,1,05,2006,,,2,,,2,,2,,000353.5988,2
10,1793,002,12604,02,02,2,57,01,05,2006,2,63,341,4,211,00,2,,,1,05,2006,,,2,,,2,,2,,000354.6633,2
10,1793,002,12604,03,03,2,31,01,05,2006,1,63,421,4,211,00,2,,,1,05,2006,,,2,,,2,,2,,000452.2892,2
10,1793,002,12604,04,03,2,28,01,05,2006,1,63,421,4,211,00,2,,,1,05,2006,,,2,,,2,,2,,000452.2892,2
10,1793,002,12604,05,03,2,25,01,05,2006,1,63,092,4,211,00,2,,,1,05,2006,,,2,,,2,,2,,000452.2892,2
10,1794,003,12609,02,03,1,39,01,04,2007,1,05,215,1,223,06,1,311,05,2,,,10,2007,1,0010000,3,2,,2,,000430.5070,1
10,1795,003,12609,02,03,1,25,01,04,2007,1,05,915,1,233,88,1,915,05,2,,,88,8888,1,0015000,1,2,,2,,000502.4373,1
10,1796,001,12596,01,01,1,32,02,02,2007,2,05,832,1,233,18,1,833,44,2,,,08,2008,1,0090000,1,2,,2,,000474.6699,1
10,1797,004,12595,05,05,2,33,04,09,2006,2,65,223,1,400,22,1,223,60,2,,,07,2008,1,0060000,1,2,,2,,000477.8186,1
10,1798,004,12595,02,03,1,29,02,03,2007,1,65,215,1,500,07,1,215,13,2,,,10,2007,2,,,2,,1,0005000,000477.7175,1
10,1798,004,12595,81,05,1,35,03,03,2007,2,05,513,6,500,28,1,513,60,2,,,07,2009,2,,,2,,1,0006000,000371.8737,
10,1798,004,12595,82,03,2,35,01,03,2007,2,65,513,6,500,28,1,513,06,2,,,07,2009,2,,,2,,1,0006000,000371.8737,
10,1798,004,12595,09,05,1,28,01,07,2006,2,65,222,1,500,36,1,222,14,2,,,07,2009,2,,,2,,1,0006000,000477.7175,1
10,1798,004,12595,10,03,2,28,01,07,2006,2,65,222,1,500,15,1,222,14,2,,,07,2009,2,,,2,,1,0006000,000477.8186,1
10,1799,004,12594,03,03,2,30,01,02,2005,1,63,341,1,213,36,1,825,31,2,,,02,2008,1,0025000,1,2,,2,,000453.0513,1
10,1800,004,12594,03,03,1,31,01,02,2007,1,61,512,1,232,24,1,516,07,2,,,02,2009,1,0042000,1,2,,2,,000452.9555,1
10,1801,001,12593,03,07,2,43,02,08,2007,3,05,131,1,234,24,1,913,32,2,,,08,2009,1,0006000,5,2,,2,,000397.4903,1
10,1802,003,12593,03,03,2,26,03,11,2006,1,65,092,1,234,08,1,411,44,1,07,2007,,,1,0030000,1,1,0100000,2,,000475.5324,1
10,1803,003,12593,81,03,2,32,03,06,2007,2,63,246,6,100,88,1,131,57,2,,,88,8888,1,0040000,5,1,0010000,1,0003000,000370.0944,
10,1803,003,12593,82,03,2,31,02,06,2007,2,61,092,6,500,88,2,,,2,,,88,8888,1,0015000,5,1,0020000,1,0003000,000370.0944,
10,1804,003,12593,02,02,2,49,03,05,2007,2,65,412,1,233,22,1,223,54,2,,,03,2009,1,0045000,1,2,,2,,000361.1533,1
10,1805,003,12593,81,03,2,25,01,07,2007,1,65,222,3,500,88,1,222,02,2,,,88,8888,2,,,2,,2,,000370.0944,1
10,1806,003,12593,03,05,2,26,01,05,2007,2,65,092,1,233,24,1,322,04,2,,,05,2009,1,0020000,1,2,,2,,000475.5324,1
10,1807,002,12589,04,04,2,25,02,08,2006,1,61,131,3,234,88,1,913,36,2,,,88,8888,2,,,2,,1,0000950,000474.7703,1
10,1808,001,12586,07,02,1,46,05,10,2006,2,65,723,1,212,10,1,723,55,1,08,2007,,,1,0040000,1,1,0200000,2,,000381.0055,1
10,1809,001,12586,03,03,2,36,01,01,2004,2,05,092,1,235,17,1,513,17,1,06,2005,,,2,,,2,,2,,000400.6753,2
10,1810,003,12586,01,01,1,29,01,07,2005,2,04,512,1,234,36,1,512,26,2,,,07,2008,1,0035000,5,2,,2,,000479.2414,1
10,1811,003,12586,01,01,2,61,01,10,2002,3,61,131,4,500,12,1,513,12,1,10,2003,,,2,,,2,,2,,000375.8774,2
10,1811,003,12586,03,05,2,28,01,03,2007,2,64,239,4,221,02,2,,,1,05,2007,,,2,,,1,0005000,1,0002000,000479.3428,2
10,1812,003,12586,01,01,1,61,01,03,2006,2,64,092,4,211,01,2,,,1,04,2006,,,2,,,2,,2,,000374.7492,2
10,1812,003,12586,02,02,2,61,01,03,2006,2,63,092,4,211,01,2,,,1,04,2006,,,2,,,2,,2,,000375.8774,2
10,1812,003,12586,03,03,2,28,01,03,2006,1,63,235,4,211,01,2,,,1,04,2006,,,2,,,2,,2,,000479.3428,2
10,1812,003,12586,04,03,2,25,01,03,2006,1,01,022,4,211,01,2,,,1,04,2006,,,2,,,2,,2,,000479.3428,2
10,1812,003,12586,05,03,1,24,01,03,2006,1,63,421,4,211,01,2,,,1,04,2006,,,2,,,2,,2,,000422.5474,2
10,1813,002,12585,02,02,2,56,01,12,2005,2,05,113,1,233,48,1,913,21,2,,,12,2009,1,0002200,1,2,,1,0000516,000374.6822,1
10,1814,001,12583,01,01,1,45,10,10,2006,2,04,516,1,400,12,1,834,49,2,,,10,2007,1,0150500,1,2,,2,,000379.7940,1
10,1815,001,12583,01,01,1,39,03,10,2006,1,04,023,6,500,11,1,322,60,1,09,2007,,,2,,,1,0075000,2,,000409.3262,
10,1816,001,12577,02,02,2,35,04,06,2007,2,65,223,1,233,88,1,223,60,2,,,88,8888,1,0080000,1,2,,2,,000410.2569,1
10,1817,002,12602,01,01,1,41,03,03,2003,2,65,330,1,212,06,1,347,15,1,09,2003,,,2,,,2,,2,,000388.1091,2
10,1818,002,12602,01,01,2,53,03,09,2007,3,63,123,4,500,01,2,,,2,,,10,2007,2,,,2,,2,,000344.0796,2
10,1818,002,12602,02,03,2,24,02,09,2007,1,65,421,4,500,01,2,,,2,,,10,2007,2,,,2,,2,,000423.6307,2
