RREG,HHNUM,RRPL,RPSU,RQ1_LNO,RQ2_REL,RQ3_SEX,RQ4_AGE,RQ5_TMSLEFT,RQ6M_DTLEFT,RQ6Y_DTLEFT,RQ7_MSTAT,RQ8_HGRADE,RQ9_USOCC,RQ10_REASON,RQ11_BASE,RQ12_CTRY,RQ13_STAY,RQ14_INDWORK,RQ15_OCCUP1,RQ16_NOMONTH,RQ17_RET,RQ18M_DTRET,RQ18Y_DTRET,RQ19_REASON,RQ20M_DTEXP,RQ20Y_DTEXP,RQ21_CASHREM,RQ22_CASHAMT,RQ23_MODE,RQ241C_CONSUM,RQ241P_CONSUM,RQ242C_INVEST,RQ242P_INVEST,RQ243C_SAVINGS,RQ243P_SAVINGS,RQ244C_GIFT,RQ244P_GIFT,RQ245C_OTHERS,RQ245P_OTHERS,RQ25_RET6MOS,RQ26_CASHHOME,RQ27_INKIND,RQ28_KINDAMT,RSWGT,RP6M_IND
13,2543,010,00634,05,03,1,28,01,09,2016,1,65,214,4,,222,04,2,,,2,,,,01,2017,2,,,,,,,,,,,,,2,,2,,000747.3687,2
13,2543,010,00634,06,03,2,30,03,06,2015,1,60,216,1,1,222,06,1,216,48,1,09,2016,3,,,1,0100000,5,1,070,,,3,030,,,,,1,0020000,2,,000874.4630,1
13,2544,010,00634,01,01,1,61,10,11,2014,2,68,095,2,2,400,07,1,121,60,1,06,2015,2,,,2,,,,,,,,,,,,,2,,2,,000789.4883,2
13,2545,010,00634,02,04,1,25,01,07,2016,1,60,524,1,2,500,10,1,941,02,2,,,,05,2017,1,0018000,5,1,070,,,3,030,,,,,2,,2,,000747.3687,1
13,2546,012,00332,01,01,1,60,03,11,2011,2,65,741,4,,500,02,2,,,1,01,2012,3,,,2,,,,,,,,,,,,,2,,2,,000885.1254,2
13,2546,012,00332,02,02,2,60,02,11,2014,2,63,121,4,,500,03,2,,,1,01,2015,3,,,2,,,,,,,,,,,,,2,,2,,000887.1590,2
13,2547,012,00332,04,03,1,45,03,02,2014,2,06,931,1,1,232,24,1,932,60,1,05,2016,2,,,1,0009000,5,1,060,,,3,020,,,5,020,1,0050000,2,,000924.4963,1
13,2548,012,00332,01,01,1,52,03,03,2014,2,04,712,1,1,223,24,1,931,60,1,04,2016,2,,,2,,,,,,,,,,,,,1,0060000,1,0004000,000924.4963,1
13,2549,012,00332,05,05,2,28,01,07,2013,2,04,094,1,1,233,28,1,532,28,1,11,2015,2,,,2,,,,,,,,,,,,,2,,2,,000980.3938,2
13,2550,010,00284,03,03,2,27,02,08,2015,1,06,522,1,1,234,32,1,523,32,1,03,2016,1,,,1,0055000,5,1,080,2,020,,,,,,,2,,1,0057000,000920.6744,2
13,2551,010,00284,02,02,2,53,08,08,2015,2,04,753,2,1,400,24,1,515,60,2,,,,08,2017,1,0072000,5,1,090,,,3,010,,,,,2,,2,,000929.8333,1
13,2551,010,00284,04,03,1,22,01,03,2016,1,03,093,2,1,400,88,2,,,2,,,,88,8888,2,,,,,,,,,,,,,2,,2,,000855.8358,2
13,2552,010,00284,01,01,1,38,01,07,2015,2,04,515,1,1,232,24,1,515,14,2,,,,07,2017,1,0057000,5,1,050,2,030,,,,,5,020,2,,2,,000892.2208,1
13,2553,010,00284,02,02,2,32,01,10,2014,2,04,093,1,1,232,26,1,422,23,2,,,,12,2016,1,0045000,1,1,050,,,3,050,,,,,2,,2,,000920.6744,1
13,2554,010,00284,02,02,2,37,03,10,2014,2,68,523,1,2,500,09,1,513,24,1,01,2015,3,,,2,,,,,,,,,,,,,2,,2,,000773.0079,2
13,2555,009,00328,01,01,1,48,02,09,2016,2,04,832,1,1,233,24,1,832,24,2,,,,09,2018,1,0030000,5,1,100,,,,,,,,,2,,2,,000657.0025,1
13,2556,011,00564,01,01,2,34,01,03,2013,2,57,325,1,1,234,16,1,911,16,1,07,2014,3,,,2,,,,,,,,,,,,,2,,2,,001421.4467,2
13,2556,011,00564,02,02,1,34,02,04,2016,2,06,723,1,1,233,88,1,723,29,2,,,,88,8888,1,0150000,1,1,020,,,3,080,,,,,2,,2,,001214.8539,1
13,2557,011,00564,03,03,2,33,01,12,2011,1,60,142,1,1,233,54,1,522,54,1,06,2016,2,,,1,0028000,5,1,060,2,020,3,010,,,5,010,1,0040000,2,,001421.4467,1
13,2557,011,00564,07,05,1,34,02,09,2014,2,06,142,1,1,233,49,1,311,48,2,,,,10,2018,2,,,,,,,,,,,,,2,,2,,001214.8539,1
13,2558,011,00250,02,02,1,47,03,02,2016,2,04,541,1,1,233,24,1,741,29,2,,,,02,2018,1,0100000,1,1,070,2,020,3,010,,,,,2,,2,,000131.6644,1
13,2559,011,00250,02,02,1,54,02,08,2015,2,04,832,2,1,235,24,1,833,13,2,,,,08,2017,1,0096000,1,1,070,2,010,3,020,,,,,2,,2,,000131.6644,1
13,2560,010,00217,01,01,1,47,07,07,2016,2,60,093,1,2,212,04,1,723,21,2,,,,11,2016,1,0040000,1,1,100,,,,,,,,,2,,2,,000218.2858,1
13,2561,012,00008,02,02,1,48,03,08,2016,5,60,411,1,1,233,39,1,411,20,2,,,,11,2019,2,,,,,,,,,,,,,2,,2,,000242.5397,1
13,2562,012,00008,04,03,1,34,01,02,2014,1,04,818,1,2,233,13,1,835,13,1,03,2015,2,,,2,,,,,,,,,,,,,2,,2,,000277.2749,2
13,2562,012,00008,03,03,1,44,01,03,2013,1,04,723,1,2,233,14,1,818,14,1,05,2014,2,,,2,,,,,,,,,,,,,2,,2,,000277.6020,2
13,2563,009,00150,81,04,1,25,02,09,2014,2,04,962,1,1,234,25,1,721,24,2,,,,10,2016,2,,,,,,,,,,,,,2,,2,,000183.0065,1
13,2564,009,00150,01,01,2,34,01,05,2012,2,04,091,1,1,213,36,1,311,36,1,05,2015,2,,,2,,,,,,,,,,,,,1,0050000,2,,000229.0618,2
13,2565,012,00102,02,03,2,41,01,08,2016,4,04,911,1,1,234,24,1,911,01,2,,,,08,2018,2,,,,,,,,,,,,,2,,2,,000366.9824,1
13,2566,012,00102,02,02,1,33,01,06,2014,2,65,411,1,1,232,28,1,411,27,2,,,,10,2016,1,0065000,5,1,095,,,3,005,,,,,1,0083000,1,0010500,000298.5657,1
13,2567,011,00109,03,03,1,36,02,12,2014,1,61,234,1,1,233,42,1,234,21,1,12,2015,1,,,1,0106000,5,1,060,2,020,3,020,,,,,2,,2,,000136.8181,2
13,2568,010,00170,02,02,2,35,01,02,2016,2,06,094,1,1,235,24,1,911,07,2,,,,02,2018,1,0041500,4,1,090,,,3,010,,,,,2,,2,,000308.1922,1
13,2569,010,00170,02,02,2,38,02,10,2015,2,03,523,1,1,233,36,1,911,36,2,,,,10,2018,1,0049000,4,1,070,2,010,3,020,,,,,2,,2,,000308.1922,1
13,2570,009,00244,11,03,1,23,01,06,2016,2,06,524,1,1,234,36,1,751,03,2,,,,06,2019,2,,,,,,,,,,,,,2,,2,,000210.3880,1
13,2570,009,00244,12,05,2,22,01,06,2015,2,06,523,2,2,234,07,1,523,07,1,01,2016,3,,,1,0012000,4,1,100,,,,,,,,,2,,2,,000197.0611,2
13,2571,009,00244,88,06,2,27,02,01,2015,1,50,432,1,1,213,11,1,523,50,1,12,2015,3,,,2,,,,,,,,,,,,,2,,2,,000195.7476,2
13,2572,009,00244,06,03,2,38,01,01,2014,4,03,932,1,1,234,27,1,911,27,1,04,2016,2,,,2,,,,,,,,,,,,,1,0050000,1,0013100,000278.2878,1
13,2573,009,00244,88,08,1,29,01,10,2011,2,60,541,1,1,500,88,1,541,59,2,,,,88,8888,2,,,,,,,,,,,,,2,,2,,000195.7476,1
13,2574,010,00264,02,02,2,59,05,01,2016,2,60,094,2,1,211,11,1,911,50,2,,,,12,2016,1,0021000,1,1,100,,,,,,,,,2,,2,,000286.1436,1
13,2575,010,00264,02,02,1,33,02,02,2015,2,04,265,1,1,233,22,1,265,45,2,,,,12,2016,1,0054000,1,1,100,,,,,,,,,2,,2,,000255.4890,1
13,2576,009,00009,03,03,2,27,01,09,2013,1,60,421,1,1,232,48,1,411,36,2,,,,09,2017,2,,,,,,,,,,,,,2,,2,,000247.3944,1
13,2576,009,00009,04,03,1,25,02,08,2015,1,65,513,1,1,232,24,1,411,13,2,,,,08,2017,2,,,,,,,,,,,,,2,,2,,000228.6103,1
13,2577,009,00009,88,08,2,39,01,05,2013,1,50,094,1,1,235,88,1,911,40,2,,,,88,8888,2,,,,,,,,,,,,,2,,2,,000197.6531,1
13,2578,009,00009,03,05,1,33,04,09,2016,2,64,252,1,1,222,24,1,252,47,2,,,,09,2018,2,,,,,,,,,,,,,2,,2,,000228.6103,1
13,2578,009,00009,04,03,2,32,02,99,2015,2,64,421,1,1,222,24,1,422,21,2,,,,12,2017,2,,,,,,,,,,,,,2,,2,,000247.3944,1
13,2579,010,00123,02,02,2,27,04,03,2016,2,60,094,4,,211,10,2,,,2,,,,01,2017,2,,,,,,,,,,,,,2,,2,,000271.3377,2
13,2579,010,00123,04,07,2,62,03,08,2016,3,60,094,4,,211,02,2,,,2,,,,10,2016,2,,,,,,,,,,,,,2,,2,,000280.8200,2
13,2580,011,00156,02,02,1,35,02,02,2015,2,04,712,1,1,233,24,1,712,19,2,,,,02,2017,1,0092000,5,1,080,,,3,020,,,,,2,,2,,000158.0631,1
13,2581,012,00337,10,03,2,32,02,03,2015,1,04,422,1,1,500,24,1,532,42,2,,,,03,2017,1,0056000,5,1,050,,,,,,,5,050,2,,2,,000323.0977,1
13,2582,012,00337,02,02,2,50,02,05,2016,2,04,514,1,1,235,24,1,325,28,2,,,,05,2018,1,0023000,5,1,090,,,3,010,,,,,2,,2,,000230.3357,1
13,2583,009,00056,01,01,2,46,02,08,2014,4,03,522,1,1,222,48,1,532,58,2,,,,08,2018,1,0020000,5,1,090,,,3,010,,,,,1,0030000,1,0010000,000172.2196,1
13,2584,011,00062,03,03,2,27,01,03,2016,1,60,514,1,1,100,24,1,514,06,2,,,,03,2018,1,0070500,5,1,070,,,3,020,4,010,,,2,,2,,000157.7445,1
13,2585,011,00062,02,03,2,37,01,06,2015,1,04,911,1,1,231,24,1,911,15,2,,,,06,2017,1,0078000,5,1,080,,,3,020,,,,,2,,2,,000179.1702,1
13,2586,011,00062,07,08,2,29,01,02,2016,1,04,514,1,1,233,24,1,514,07,2,,,,02,2018,1,0072000,5,1,050,2,020,3,030,,,,,2,,2,,000157.7445,1
13,2587,011,00062,04,08,2,36,01,07,2016,2,03,911,1,1,231,24,1,911,02,2,,,,07,2018,2,,,,,,,,,,,,,2,,2,,000179.1702,1
13,2588,012,00149,04,04,1,35,05,10,2015,3,55,512,1,2,400,10,1,512,57,1,08,2016,2,,,1,0167000,2,1,085,2,010,3,005,,,,,1,0092000,1,0014000,000286.3833,1
13,2589,009,00103,02,03,2,33,02,09,2014,1,60,422,1,1,234,88,1,411,26,2,,,,88,8888,2,,,,,,,,,,,,,2,,2,,000233.0805,1
13,2590,010,00358,03,03,1,30,02,01,2014,1,68,094,1,2,212,09,1,835,18,1,04,2014,2,,,2,,,,,,,,,,,,,2,,2,,000252.5182,2
13,2591,012,00243,02,02,1,50,05,05,2016,2,50,541,1,2,400,09,1,512,41,2,,,,02,2017,1,0200000,5,1,070,2,020,3,010,,,,,1,0100000,2,,000261.5964,1
13,2592,012,00154,02,02,2,42,03,10,2015,2,04,522,1,1,211,24,1,911,34,2,,,,10,2017,1,0045000,1,1,100,,,,,,,,,2,,1,0003000,000160.4672,1
13,2593,010,00106,01,01,1,30,01,05,2016,2,60,231,1,2,500,07,1,835,04,2,,,,12,2016,1,0120000,1,1,030,2,050,3,020,,,,,2,,2,,000121.9950,1
13,2594,010,00106,01,01,1,30,05,08,2016,2,06,413,1,1,400,12,1,515,50,2,,,,08,2017,1,0460000,1,1,090,2,005,3,005,,,,,1,0150000,1,0007000,000121.9950,1
13,2595,012,00218,03,03,1,27,01,11,2013,1,04,093,1,1,234,34,1,832,34,1,09,2016,2,,,1,0028000,5,1,100,,,,,,,,,1,0040000,1,0014000,000157.0831,1
13,2596,011,00248,02,02,2,38,01,06,2015,2,04,522,1,1,233,02,1,911,02,1,08,2015,3,,,2,,,,,,,,,,,,,2,,2,,000112.2590,2
13,2597,011,00248,02,02,2,34,01,04,2015,2,04,521,1,1,212,17,1,933,17,1,09,2016,3,,,1,0060000,5,1,100,,,,,,,,,1,0050000,1,0012000,000127.2427,1
13,2598,011,00248,02,02,2,50,01,01,2012,2,06,521,1,1,234,14,1,515,14,1,03,2013,3,,,2,,,,,,,,,,,,,2,,2,,000126.6103,2
13,2599,011,00248,02,02,2,40,01,09,2015,2,06,911,1,1,222,23,1,911,12,2,,,,08,2017,1,0045000,5,1,100,,,,,,,,,2,,2,,000112.2590,1
13,2600,009,00238,01,01,1,42,01,09,2015,2,55,723,1,1,233,24,1,723,12,2,,,,09,2017,1,0005000,5,1,080,,,,,,,5,020,2,,2,,000126.9730,1
13,2601,010,00234,03,03,2,33,01,10,2014,4,04,753,1,1,233,88,1,911,23,2,,,,88,8888,1,0060000,5,1,100,,,,,,,,,2,,2,,000125.2916,1
13,2602,010,00234,03,03,1,29,01,06,2014,1,06,515,1,1,233,24,1,515,24,1,06,2016,2,,,1,0020000,5,1,080,,,,,,,5,020,1,0016000,2,,000108.9699,1
13,2603,010,00234,02,02,2,35,01,08,2016,2,04,911,1,1,233,24,1,911,01,2,,,,08,2018,1,0008000,5,1,100,,,,,,,,,2,,2,,000110.5376,1
13,2604,011,00152,01,01,1,48,04,09,2016,2,04,352,1,2,400,09,1,352,36,2,,,,06,2017,2,,,,,,,,,,,,,2,,2,,000110.6582,1
13,2605,011,00152,08,08,1,25,01,07,2016,1,04,513,1,1,400,10,1,513,02,2,,,,05,2017,1,0010000,1,1,050,,,3,050,,,,,2,,2,,000106.7456,1
13,2606,012,00186,01,01,1,31,02,03,2016,2,61,411,1,2,234,12,1,835,12,2,,,,03,2017,1,0048000,5,1,100,,,,,,,,,2,,2,,000164.9838,1
13,2607,010,00138,04,02,1,43,02,03,2016,2,04,832,1,1,232,24,1,812,48,2,,,,03,2018,1,0020000,5,1,100,,,,,,,,,2,,2,,000111.0486,1
13,2608,010,00138,01,01,1,39,02,12,2015,2,68,522,1,2,400,08,1,835,16,1,08,2016,2,,,1,0108000,5,1,100,,,,,,,,,1,0100000,1,0005000,000111.0486,1
13,2609,010,00170,01,01,1,61,05,02,2014,2,65,411,1,1,500,08,1,723,60,1,02,2015,3,,,2,,,,,,,,,,,,,2,,2,,000127.3521,2
13,2610,009,00206,03,03,1,30,02,12,2015,1,04,522,1,2,500,08,1,835,32,1,08,2016,2,,,1,0020000,1,1,100,,,,,,,,,1,0150000,1,0013000,000136.6344,1
13,2611,010,00202,02,04,2,29,01,01,2014,4,01,911,1,1,233,88,1,911,32,2,,,,88,8888,1,0043000,5,1,080,,,3,020,,,,,2,,2,,000141.9852,1
13,2612,010,00202,02,02,2,27,01,05,2012,2,04,522,1,1,233,08,1,911,08,1,01,2013,3,,,2,,,,,,,,,,,,,2,,2,,000141.9852,2
13,2613,009,00078,06,03,2,27,01,02,2016,1,60,222,1,1,222,07,1,222,07,1,09,2016,2,,,1,0215000,1,,,,,,,,,5,100,1,0010000,1,0006000,000159.1035,1
13,2614,009,00078,01,01,1,36,05,08,2016,2,65,325,1,1,400,12,1,932,60,2,,,,08,2017,1,0120000,1,1,070,,,3,030,,,,,2,,2,,000131.8821,1
13,2615,009,00078,02,03,2,40,01,09,2014,4,06,524,1,1,232,23,1,911,23,1,08,2016,2,,,1,0048000,5,1,100,,,,,,,,,1,0050000,1,0007000,000140.3680,1
13,2616,009,00078,04,03,1,30,04,08,2015,2,60,252,1,1,212,09,1,515,48,1,06,2016,2,,,1,0040000,5,1,050,,,3,050,,,,,1,0100000,1,0003000,000138.3773,1
13,2617,009,00078,01,01,1,30,04,10,2015,2,60,422,1,2,500,08,1,835,18,1,09,2016,2,,,1,0150000,1,1,040,2,030,3,030,,,,,1,0100000,1,0005000,000138.3773,1
13,2618,012,00122,01,01,1,36,03,02,2016,2,54,143,1,1,234,23,1,513,48,2,,,,01,2018,1,0120000,1,1,080,,,3,020,,,,,1,0100000,1,0015000,000151.8613,1
13,2618,012,00122,81,08,2,14,01,07,2014,1,03,093,5,,400,88,2,,,2,,,,88,8888,2,,,,,,,,,,,,,2,,2,,000159.8878,2
13,2619,012,00090,01,01,1,38,02,11,2012,2,04,832,1,1,213,24,1,821,48,1,12,2014,2,,,2,,,,,,,,,,,,,2,,2,,000144.3546,2
13,2619,012,00090,02,02,2,34,01,01,2014,2,04,522,1,1,213,11,1,821,11,1,12,2014,3,,,2,,,,,,,,,,,,,2,,2,,000174.1504,2
13,2620,012,00090,01,01,1,35,05,04,2016,2,60,141,1,2,100,12,1,622,60,2,,,,04,2017,1,0060000,2,1,080,,,3,020,,,,,2,,2,,000144.3546,1
13,2621,011,00088,81,03,1,48,02,09,2015,2,02,721,1,1,234,24,1,721,48,2,,,,09,2017,1,0100000,1,1,080,,,3,020,,,,,1,0200000,1,0024000,000106.0026,1
13,2622,011,00088,01,01,1,48,03,09,2016,2,50,721,1,1,234,23,1,721,48,2,,,,08,2018,1,0160000,1,1,080,,,3,020,,,,,2,,1,0019000,000109.5117,1
13,2623,011,00056,01,01,2,52,01,02,2013,4,04,932,1,1,214,30,1,911,30,1,08,2015,2,,,2,,,,,,,,,,,,,2,,2,,000120.4293,2
13,2624,011,00056,02,03,2,28,02,11,2015,2,04,523,4,,212,12,2,,,2,,,,11,2016,2,,,,,,,,,,,,,2,,2,,000121.0309,2
13,2625,011,00024,02,02,2,41,01,04,2016,2,02,521,1,1,233,24,1,911,05,2,,,,04,2018,1,0054000,5,1,090,,,3,010,,,,,2,,2,,000104.3037,1
13,2626,011,00024,02,03,1,46,01,10,2014,4,55,962,1,1,233,26,1,741,23,2,,,,12,2016,1,0042000,5,1,080,,,3,020,,,,,2,,2,,000106.5933,1
13,2627,009,00014,02,02,1,57,03,01,2016,2,04,931,1,2,234,04,1,741,16,1,05,2016,3,,,2,,,,,,,,,,,,,1,0040000,2,,000144.0716,1
13,2628,009,00014,02,02,1,60,05,05,2016,2,55,741,1,1,234,11,1,741,55,2,,,,04,2017,1,0140000,1,1,035,,,3,010,,,5,055,2,,2,,000144.0716,1
13,2629,010,00010,02,03,1,38,02,05,2016,2,04,911,1,1,234,24,1,513,29,2,,,,05,2018,1,0035000,1,1,100,,,,,,,,,2,,2,,000121.2518,1
13,2630,010,00074,03,03,1,35,02,08,2015,4,04,522,1,1,233,19,1,513,12,2,,,,03,2017,1,0060000,1,,,,,3,100,,,,,2,,2,,000117.5466,1
13,2631,010,00074,01,01,1,33,01,11,2014,2,04,622,1,1,232,24,1,962,22,2,,,,11,2016,1,0090000,5,1,080,,,,,,,5,020,2,,2,,000123.3357,1
13,2632,012,00058,03,03,2,25,01,08,2015,1,60,241,1,1,234,12,1,241,12,1,08,2016,1,,,1,0060000,1,,,,,,,,,5,100,1,0200000,2,,000175.7198,1
13,2633,009,00074,03,03,1,26,01,05,2016,1,04,721,1,1,235,06,1,721,04,2,,,,11,2016,1,0040000,5,1,050,,,3,050,,,,,2,,2,,000291.6398,1
13,2634,009,00074,06,05,1,33,01,07,2014,2,06,932,1,1,233,40,1,723,26,2,,,,11,2017,1,0060000,1,1,050,,,3,050,,,,,2,,2,,000291.6398,1
13,2635,009,00074,03,03,1,27,01,11,2014,1,50,524,1,1,233,25,1,532,22,2,,,,12,2016,1,0022000,5,1,050,,,3,050,,,,,2,,2,,000291.6398,1
13,2636,012,00221,03,03,2,40,02,05,2014,1,04,522,1,1,213,38,1,932,28,2,,,,07,2017,1,0040000,5,1,040,2,010,3,030,,,5,020,2,,2,,000370.4264,1
13,2636,012,00221,06,03,1,36,01,06,2014,2,50,522,1,1,213,37,1,932,27,2,,,,07,2017,1,0060000,5,1,050,2,020,3,010,,,5,020,2,,2,,000343.2769,1
13,2637,012,00221,03,03,2,38,01,11,2014,4,67,432,1,1,234,13,1,911,13,1,12,2015,3,,,2,,,,,,,,,,,,,2,,2,,000370.4264,2
13,2638,010,00538,03,03,2,27,01,09,2015,1,06,754,1,1,234,15,1,911,12,2,,,,12,2016,1,0060000,5,1,100,,,,,,,,,2,,2,,000372.0407,1
13,2639,010,00538,06,04,2,43,01,04,2012,4,57,222,1,1,221,43,1,343,43,1,11,2015,3,,,2,,,,,,,,,,,,,2,,2,,000331.7059,2
13,2640,011,00512,04,03,1,26,01,02,2016,1,57,321,1,1,233,25,1,321,07,2,,,,03,2018,1,0048000,4,1,050,,,3,040,4,010,,,2,,1,0020000,000383.2133,1
13,2641,011,00512,02,02,1,45,06,06,2015,2,60,512,1,2,222,21,1,343,49,2,,,,03,2017,1,0165000,2,1,080,,,3,010,4,010,,,2,,2,,000413.4038,1
13,2642,011,00512,01,01,1,36,04,10,2015,2,60,541,1,2,212,09,1,835,39,1,06,2016,2,,,1,0038000,4,1,060,2,010,3,020,4,010,,,1,0150000,2,,000353.7426,1
13,2643,011,00056,05,02,1,45,03,09,2013,2,04,721,1,1,300,37,1,721,36,2,,,,10,2016,1,0140000,5,1,070,,,,,4,005,5,025,2,,1,0030000,000400.4201,1
13,2644,010,00006,02,02,2,54,04,06,2015,2,60,522,1,1,234,17,1,412,60,2,,,,11,2016,1,0075000,1,1,040,2,030,,,4,010,5,020,2,,2,,000364.1100,1
13,2644,010,00006,03,03,1,26,01,02,2014,1,60,332,1,1,234,37,1,352,31,2,,,,03,2017,2,,,,,,,,,,,,,2,,2,,000340.7781,1
13,2644,010,00006,04,03,2,24,01,02,2014,1,60,513,1,1,234,37,1,835,31,2,,,,03,2017,2,,,,,,,,,,,,,2,,1,0011000,000312.2336,1
13,2645,010,00006,01,01,1,38,03,04,2014,2,60,723,1,1,400,24,1,311,36,1,05,2016,2,,,2,,,,,,,,,,,,,1,0600000,2,,000314.5708,1
13,2646,012,00449,01,01,2,40,01,04,2012,4,04,522,1,1,231,50,1,514,50,1,06,2016,2,,,1,0015000,5,1,090,,,3,010,,,,,1,0060000,2,,000386.4110,1
13,2647,012,00449,01,01,1,44,02,12,2015,2,04,732,1,1,233,30,1,732,33,2,,,,06,2018,1,0060000,1,1,090,,,3,010,,,,,2,,2,,000358.0900,1
13,2648,012,00449,02,02,1,38,02,08,2015,2,04,814,1,1,233,24,1,711,13,2,,,,08,2017,1,0060000,5,1,090,,,3,010,,,,,2,,2,,000358.0900,1
13,2649,011,00360,01,01,1,48,03,06,2016,2,06,832,1,2,214,09,1,723,27,2,,,,03,2017,1,0075000,2,1,090,,,3,005,4,005,,,2,,2,,000393.0189,1
13,2650,011,00360,01,01,1,47,01,06,2016,2,55,832,1,1,300,36,1,723,03,2,,,,06,2019,1,0100000,1,1,070,2,010,3,015,4,005,,,2,,2,,000393.0189,1
13,2651,009,00606,03,03,1,24,01,08,2015,1,06,513,1,1,234,24,1,513,13,2,,,,08,2017,1,0060000,5,1,090,,,3,005,4,005,,,2,,2,,000279.2367,1
13,2652,011,00284,01,01,2,48,01,11,2013,2,04,814,1,1,233,26,1,513,26,1,01,2016,2,,,2,,,,,,,,,,,,,2,,2,,000421.5646,2
13,2652,011,00284,02,02,1,50,02,04,2015,2,04,721,1,1,233,24,1,721,41,1,03,2016,3,,,1,0075000,1,1,060,2,010,3,030,,,,,2,,1,0007500,000425.6346,2
13,2653,012,00373,01,01,1,40,02,03,2016,2,04,751,1,1,235,24,1,751,40,2,,,,03,2018,1,0240000,5,1,085,2,005,3,010,,,,,2,,2,,000366.3015,1
13,2654,009,00378,02,02,2,44,03,12,2015,2,04,522,1,1,211,12,1,911,32,2,,,,12,2016,1,0062000,5,1,075,,,,,,,5,025,2,,2,,000297.3267,1
13,2655,009,00454,01,01,1,45,05,02,2016,2,06,093,1,2,400,06,1,512,40,1,09,2016,2,,,1,0160000,1,1,050,,,,,4,010,5,040,1,0270000,2,,000305.1049,1
13,2656,009,00454,01,01,1,50,09,04,2016,2,60,093,1,2,400,07,1,315,56,2,,,,11,2016,1,0180000,1,1,060,,,,,4,015,5,025,2,,2,,000305.1049,1
13,2657,009,00454,01,01,1,39,07,11,2015,2,60,522,1,2,400,06,1,541,49,1,07,2016,2,,,1,0135000,1,1,050,,,3,010,4,010,5,030,1,0280000,2,,000261.0731,1
13,2658,009,00454,06,05,1,31,01,06,2014,2,04,522,1,1,213,37,1,812,27,2,,,,07,2017,1,0015000,4,1,050,,,,,,,5,050,2,,2,,000282.8235,1
13,2659,009,00454,02,02,1,82,02,01,2016,2,02,732,1,1,500,12,1,732,20,2,,,,01,2017,2,,,,,,,,,,,,,2,,2,,000336.2897,1
13,2660,009,00454,01,01,1,40,06,06,2015,2,06,513,1,1,400,12,1,754,52,1,08,2016,2,,,1,0080000,1,1,050,,,3,010,4,010,5,030,1,0450000,2,,000261.0731,1
13,2661,009,00226,01,01,1,50,02,07,2014,2,04,754,1,1,235,32,1,523,27,2,,,,03,2017,1,0165000,1,1,050,,,3,015,,,5,035,2,,1,0042000,000344.4216,1
13,2662,011,00436,02,02,2,32,02,02,2012,2,04,514,1,1,235,24,1,911,26,1,07,2014,2,,,2,,,,,,,,,,,,,2,,2,,000410.7407,2
13,2663,009,00150,01,01,2,35,01,12,2011,2,04,313,1,1,222,28,1,911,28,1,04,2014,2,,,2,,,,,,,,,,,,,2,,2,,000309.9628,2
13,2664,012,00601,02,02,2,39,02,01,2012,2,04,432,1,1,234,18,1,911,42,1,08,2013,3,,,2,,,,,,,,,,,,,2,,2,,000396.7094,2
13,2665,012,00297,02,02,2,39,01,02,2015,2,04,095,1,1,233,25,1,911,19,2,,,,03,2017,1,0042000,5,1,090,,,3,010,,,,,2,,2,,000384.3892,1
13,2666,012,00297,01,01,1,60,05,08,2015,2,60,121,1,2,500,09,1,214,54,1,05,2016,1,,,1,0100000,2,1,050,2,030,3,020,,,,,1,0300000,2,,000457.8565,1
13,2667,012,00297,01,01,1,46,01,12,2015,2,65,832,1,1,233,11,1,832,09,2,,,,11,2016,1,0150000,1,1,080,,,3,020,,,,,2,,2,,000416.2947,1
13,2668,010,00234,01,01,1,54,07,09,2015,2,60,832,1,2,400,12,1,723,40,1,07,2016,2,,,1,0045000,5,1,050,,,3,050,,,,,1,0070000,2,,000378.8078,1
13,2668,010,00234,09,05,1,31,10,12,2015,2,60,522,1,2,400,08,1,723,51,1,07,2016,2,,,1,0090000,5,1,050,2,020,3,030,,,,,1,0070000,2,,000351.1439,1
13,2669,009,00295,01,01,1,40,02,12,2014,2,65,214,1,1,233,24,1,214,46,2,,,,12,2016,1,0120000,1,1,085,,,3,015,,,,,2,,2,,000320.1293,1
13,2670,009,00295,05,05,2,35,01,04,2014,2,04,522,1,1,213,35,1,313,29,2,,,,03,2017,1,0096000,5,1,100,,,,,,,,,2,,2,,000281.2701,1
13,2671,009,00295,01,01,1,54,05,10,2015,2,04,721,1,2,400,09,1,511,45,1,07,2016,2,,,1,0050000,1,1,075,,,3,025,,,,,1,0050000,2,,000348.8410,1
13,2672,010,00309,07,03,1,28,01,08,2014,1,67,222,1,1,234,88,1,222,25,2,,,,88,8888,1,0178000,1,1,050,,,3,050,,,,,2,,2,,000416.2032,1
13,2673,012,00323,01,01,1,58,05,07,2016,2,68,311,1,2,400,09,1,311,16,2,,,,04,2017,1,0020000,2,1,070,,,3,030,,,,,2,,2,,000288.8495,1
13,2673,012,00323,03,03,2,35,01,08,2015,1,63,122,1,1,233,23,1,122,13,2,,,,07,2017,2,,,,,,,,,,,,,2,,2,,000304.0758,1
13,2673,012,00323,04,03,1,30,08,05,2016,1,68,835,1,2,222,07,1,835,48,2,,,,12,2016,2,,,,,,,,,,,,,2,,2,,000356.7456,1
