REGN,PROV,URB,HHCN,REL,SEX,AGE,TMSLEFT,DTLEFTMONTH,DTLEFTYEAR,MSTAT,HGRADE,USOCC,REASON,CTRY,STAY,RET,DTRETMON,DTRETYR,WORK1,OCUP1,DTEXPMON,DTEXPYR,WORK2,OCUP2,NOMONTH,CASHREM,CASHAMT,MODE,CASHHOME,INKIND,KINDAMT,SWGT
1,28,1,7,3,2,25,1,8,93,1,6,311,1,39,26,2,,,,,7,97,1,541,26,2,,,,1,300,0.4545
1,28,1,8,6,1,86,1,6,94,2,4,Z40,6,96,88,2,,,,,88,88,2,,,1,5625,5,,2,,0.4545
1,28,1,8,6,2,89,1,6,94,2,4,617,6,96,48,2,,,,,7,98,2,,,1,5625,5,,2,,0.4545
1,28,1,8,2,2,45,3,7,93,2,6,Z90,1,39,11,1,6,94,1,541,,,,,11,2,,,,2,,0.4545
1,28,1,9,6,1,54,1,5,94,1,0,Z90,6,96,88,2,,,,,88,88,2,,,2,,,,2,,0.4545
1,28,1,9,6,1,57,2,6,92,1,6,141,7,96,88,2,,,,,88,88,1,141,40,2,,,,2,,0.4545
1,28,1,9,6,2,65,1,10,90,1,2,618,6,96,88,2,,,,,88,88,1,541,60,1,16250,1,,2,,0.4545
1,28,1,11,6,2,33,2,12,93,1,6,311,1,39,24,2,,,,,10,95,1,541,22,1,2000,3,,1,200,0.4545
1,28,1,43,3,2,23,1,11,93,1,5,451,1,39,24,2,,,,,12,95,1,541,22,1,16500,1,,1,2000,0.4545
1,28,1,50,3,1,26,1,12,94,1,6,621,1,96,10,1,9,95,1,981,,,,,9,1,18000,1,40000,1,2000,0.4545
1,28,2,161,6,1,37,1,1,94,2,5,599,6,96,88,2,,,,,88,88,1,599,21,1,10800,5,,1,5000,0.6818
1,28,2,97,3,2,23,2,6,95,1,4,541,1,82,24,2,,,,,6,97,1,541,16,1,10200,1,,2,,0.6818
1,28,2,97,3,1,24,2,5,94,1,4,621,1,81,24,2,,,,,5,96,1,552,17,1,10200,1,,2,,0.6818
1,28,2,83,3,2,23,2,11,94,1,6,Z20,1,39,24,2,,,,,9,96,1,541,24,1,5000,3,,2,,0.6818
1,28,2,88,3,1,38,3,8,94,1,6,139,1,52,24,2,,,,,8,96,1,43,14,1,42000,1,,2,,0.6818
1,29,2,314,1,1,69,2,9,94,2,7,611,4,96,3,2,,,,,3,96,2,,,2,,,,2,,0.686
1,29,2,314,2,2,64,2,9,95,2,2,621,4,96,6,2,,,,,3,96,2,,,2,,,,2,,0.686
1,29,2,316,1,1,75,1,7,92,2,6,Z40,8,96,88,2,,,,,88,88,2,,,2,,,,2,,0.686
1,29,2,316,2,2,45,1,1,93,2,6,Z20,8,96,88,2,,,,,88,88,1,625,33,1,12000,1,,2,,0.686
1,29,2,316,3,1,21,1,1,93,1,5,Z90,8,96,88,2,,,,,88,88,1,625,33,2,,,,2,,0.686
1,29,2,319,2,2,44,1,12,93,2,5,541,1,39,24,1,6,95,1,Z20,,,,,18,2,,,,2,,0.686
1,29,2,321,2,2,37,2,8,95,2,4,541,1,81,24,2,,,,,8,97,1,Z20,1,1,8000,1,,2,,0.686
1,29,2,322,4,1,36,3,7,95,2,5,981,1,63,24,2,,,,,7,97,1,33,2,1,40000,5,,2,,0.686
1,29,2,323,2,2,43,2,3,95,2,4,541,1,39,24,2,,,,,3,97,1,541,7,1,9000,1,,2,,0.686
1,29,2,323,3,2,22,2,3,95,1,5,541,1,39,24,2,,,,,3,97,1,Z20,7,1,12000,1,,2,,0.686
1,29,1,241,2,2,38,1,3,92,2,5,Z20,4,47,99,2,,,,,99,99,1,541,43,1,12500,3,,2,,0.4573
1,29,1,242,3,2,34,1,10,92,2,5,Z20,8,53,99,2,,,,,99,99,1,541,36,2,,,,2,,0.4573
1,29,1,247,3,2,33,1,8,93,1,1,Z90,4,47,99,2,,,,,99,99,1,541,26,1,7500,3,,2,,0.4573
1,29,2,363,2,2,42,2,5,92,2,3,541,1,39,24,1,11,93,1,541,,,,,18,2,,,,2,,0.686
1,29,2,364,3,2,29,2,1,94,1,4,541,1,39,24,2,,,,,12,95,1,Z20,21,2,,,,2,,0.686
1,29,2,364,3,2,25,2,10,93,1,3,541,1,39,24,2,,,,,12,95,1,Z20,24,1,18000,4,,2,,0.686
1,29,2,367,2,2,28,1,12,91,2,3,621,1,39,24,1,6,92,1,Z20,,,,,6,2,,,,2,,0.686
1,29,2,368,3,1,26,1,12,90,1,4,621,4,50,24,1,8,92,1,949,,,,,20,2,,,,2,,0.686
1,29,1,188,1,2,69,3,6,94,3,6,Z40,6,96,6,1,11,94,2,,,,,,,2,,,,2,,0.4573
1,29,1,193,1,1,66,1,8,95,2,5,611,4,39,0,1,8,95,2,,,,,,,2,,,,1,20000,0.4573
1,29,1,193,2,2,65,1,8,95,2,6,Z20,4,39,0,1,8,95,2,,,,,,,2,,,,2,,0.4573
1,29,1,193,3,2,29,1,8,95,2,6,Z20,4,39,0,1,8,95,2,,,,,,,2,,,,2,,0.4573
1,29,1,193,5,1,4,1,8,95,1,0,Z90,4,39,0,1,8,95,2,,,,,,,2,,,,2,,0.4136
1,29,2,271,3,1,31,1,4,91,1,5,Z20,4,35,99,2,,,,,99,99,1,541,54,1,25000,3,,2,,0.686
1,29,2,274,3,2,42,2,5,95,1,2,541,1,39,24,2,,,,,5,97,1,541,5,1,23000,1,15000,1,3500,0.686
1,29,2,345,3,2,28,2,10,93,1,5,541,1,82,24,1,9,95,1,541,,,,,23,2,,,35000,2,,0.686
1,29,2,282,4,1,37,2,8,93,2,5,Z90,1,35,24,2,,,,,99,99,1,981,26,1,30000,2,,2,,0.686
1,29,2,283,2,1,33,5,1,95,2,5,Z90,1,999,10,2,,,,,99,99,1,700,9,1,45000,2,,2,,0.686
1,29,2,288,3,2,26,1,6,92,1,5,Z20,1,82,24,2,,,,,12,95,1,541,39,1,6000,4,,1,15000,0.686
1,29,2,289,4,2,44,1,6,91,2,4,541,1,82,24,1,7,94,1,451,,,,,37,2,,,,2,,0.686
1,29,2,291,1,1,40,1,7,95,2,4,611,1,59,24,2,,,,,6,97,1,954,2,1,15000,1,,2,,0.686
1,29,1,219,6,1,58,1,9,94,2,4,611,6,96,88,2,,,,,88,88,1,859,12,1,12500,1,,2,,0.4573
1,29,1,219,6,2,60,1,9,94,2,4,Z20,6,96,88,2,,,,,88,88,1,531,12,2,,,,2,,0.4573
1,29,1,229,2,1,44,2,8,95,2,4,Z20,6,39,24,2,,,,,8,97,2,,,1,18000,1,,1,15000,0.4573
1,29,2,313,2,2,37,2,10,93,2,2,541,1,47,24,2,,,,,88,88,1,541,24,1,7500,3,,1,2300,0.686
1,29,2,371,1,1,42,1,8,95,2,4,560,1,81,22,1,9,95,1,560,,,,,1,1,15000,1,12500,1,103000,0.686
1,29,2,375,3,2,25,3,12,94,1,4,541,1,39,12,2,,,,,88,88,1,541,10,1,20000,4,,2,,0.686
1,29,2,375,3,2,23,2,6,94,5,4,541,1,39,12,2,,,,,88,88,1,541,16,1,14000,4,,2,,0.686
1,29,2,378,2,2,38,3,8,94,2,5,541,1,39,19,2,,,,,3,96,1,541,14,1,9000,1,,2,,0.686
1,29,2,268,6,1,65,1,2,92,2,1,954,6,96,88,2,,,,,88,88,1,599,44,1,15000,1,,2,,0.686
1,29,2,268,6,2,55,1,10,93,2,2,Z20,6,96,88,2,,,,,88,88,1,541,24,2,,,,2,,0.686
1,29,2,270,2,2,41,2,2,95,2,4,Z20,1,81,24,2,,,,,99,99,1,541,7,1,10000,5,,2,,0.686
1,29,2,293,4,2,30,2,3,94,3,4,Z20,1,82,24,2,,,,,12,95,1,541,19,1,3000,4,,2,,0.686
1,29,1,202,3,2,27,2,10,94,1,4,Z90,1,39,24,2,,,,,12,95,1,541,11,1,5000,3,,2,,0.4573
1,29,1,210,4,1,99,1,9,93,2,5,985,1,89,24,1,5,95,1,949,,,,,24,1,24000,1,50000,2,,0.4573
1,29,1,210,3,2,31,1,3,95,2,5,Z20,1,89,24,2,,,,,3,97,1,541,7,1,12000,1,,2,,0.4573
1,29,1,214,3,2,23,1,9,95,1,6,Z90,1,46,24,2,,,,,9,97,1,66,1,2,,,,2,,0.4573
1,29,1,217,3,1,37,1,4,94,2,3,954,1,81,24,2,,,,,4,96,1,954,18,1,3000,3,,2,,0.4573
1,33,1,453,3,2,30,2,1,94,1,2,541,1,39,88,2,,,,,88,88,1,541,21,1,60000,1,,2,,0.4458
1,33,1,457,3,2,25,1,3,93,1,6,Z20,1,10,88,2,,,,,88,88,1,541,31,1,14000,1,,2,,0.4458
1,33,1,471,2,1,42,1,7,95,2,4,999,1,35,10,2,,,,,2,96,1,549,3,1,40000,1,,2,,0.4458
1,33,1,384,3,2,34,2,12,93,1,5,541,1,39,24,2,,,,,12,95,1,541,12,1,4000,1,,1,1100,0.4458
1,33,1,384,3,2,29,1,12,94,1,4,490,1,15,24,2,,,,,12,96,1,541,10,1,7000,4,,1,1000,0.4458
1,33,1,384,3,2,24,1,1,95,1,4,490,1,15,24,2,,,,,1,97,1,541,9,1,3000,4,,1,200,0.4458
1,33,1,399,1,1,30,1,6,92,2,4,619,1,81,24,1,5,94,1,959,,,,,23,2,,,,2,,0.4458
1,33,1,432,3,2,23,2,2,93,1,4,Z90,1,51,24,2,,,,,2,96,1,570,32,1,20000,1,,2,,0.4458
1,33,1,444,3,1,29,2,4,95,1,5,Z90,1,35,24,2,,,,,4,97,1,981,6,1,10000,1,,2,,0.4458
1,33,2,538,1,1,45,1,4,92,2,6,133,5,46,2,1,6,92,2,,,,,,,2,,,,2,,0.6687
1,33,2,539,1,1,31,1,11,91,2,6,193,5,57,12,1,11,92,2,,,,,,,2,,,,2,,0.6687
1,33,2,549,1,1,34,2,4,95,2,5,623,1,81,24,2,,,,,4,97,1,846,6,1,25700,4,,2,,0.6687
1,33,2,551,2,2,48,2,10,93,2,5,541,1,39,48,2,,,,,10,96,1,541,24,1,8500,1,,1,3605,0.6687
1,33,2,552,2,2,47,1,3,93,2,3,791,1,81,24,1,3,95,1,791,,,,,24,2,,,,2,,0.6687
1,33,2,518,1,1,51,2,9,94,2,6,111,1,81,24,1,4,95,1,111,,,,,7,2,,,128000,1,18000,0.6687
1,33,2,520,2,2,35,1,7,92,2,3,Z20,1,81,24,1,8,94,1,549,,,,,25,2,,,,2,,0.6687
1,33,2,522,3,2,28,2,8,93,1,5,946,1,82,24,1,3,95,1,541,,,,,19,2,,,,2,,0.6687
1,33,1,408,1,1,25,1,12,94,2,4,551,1,89,24,2,,,,,12,96,1,949,10,1,10000,1,,2,,0.4458
1,33,2,578,1,1,36,3,8,95,2,4,614,1,39,9,2,,,,,7,96,1,981,2,2,,,,1,2800,0.6687
1,33,2,583,1,1,45,3,2,95,2,5,954,1,81,36,2,,,,,5,97,1,985,8,1,10000,1,,2,,0.6687
1,33,2,505,2,2,45,3,3,94,2,4,Z20,1,39,8,2,,,,,12,95,1,541,19,1,18000,1,,2,,0.6687
1,33,2,507,3,1,27,2,4,95,1,5,859,1,89,24,2,,,,,4,97,1,859,6,1,6000,5,,2,,0.6687
1,33,2,508,2,2,40,4,1,95,2,5,Z20,1,39,17,2,,,,,7,96,1,541,17,1,24000,1,,2,,0.6687
1,33,2,509,3,2,30,2,8,94,2,4,Z20,1,82,24,2,,,,,7,96,1,541,14,1,2000,4,,2,,0.6687
1,33,2,476,3,2,26,5,6,95,1,6,Z20,1,39,24,2,,,,,6,96,1,541,4,2,,,,2,,0.6687
1,33,2,476,4,1,30,2,12,94,2,5,412,1,39,24,2,,,,,12,96,1,541,10,1,18000,4,,1,3900,0.6687
1,33,2,476,3,2,30,1,9,94,2,6,412,1,39,24,2,,,,,9,96,1,541,11,1,18000,4,,2,,0.6687
1,33,2,558,3,2,34,1,10,90,2,6,421,1,81,36,2,,,,,10,96,1,541,60,1,12000,4,,2,,0.6687
1,33,2,487,3,2,31,2,6,92,1,3,311,1,82,24,2,,,,,11,95,1,311,40,2,,,,2,,0.6687
1,33,2,489,3,1,35,1,8,94,2,6,22,1,89,24,1,8,95,1,985,,,,,12,2,,,5000,2,,0.6687
1,33,2,489,4,2,31,1,5,95,2,4,Z20,1,39,24,2,,,,,4,96,1,549,5,1,4000,1,,2,,0.6687
1,33,2,489,4,1,39,2,11,94,2,6,31,1,81,24,2,,,,,11,95,1,31,10,1,5000,1,,2,,0.6687
1,33,2,496,1,1,47,2,7,94,2,5,619,1,80,24,2,,,,,3,96,1,619,15,1,30000,4,,2,,0.6687
1,33,2,496,2,2,45,1,8,94,2,4,Z20,1,80,24,1,7,95,1,541,,,,,11,1,28000,4,20000,1,20500,0.6687
1,33,2,528,3,1,32,1,6,93,1,6,621,1,81,24,1,6,95,1,951,,,,,24,1,2000,1,1000,1,53000,0.6687
1,55,2,1150,2,2,38,1,10,94,2,4,541,1,57,24,2,,,,,12,95,1,541,12,1,15000,4,,2,,0.61
1,55,2,1212,3,2,23,1,6,93,1,4,Z90,1,57,36,2,,,,,6,96,1,541,28,1,10000,2,,2,,0.61
1,55,1,920,3,2,25,1,2,94,1,4,Z20,1,81,24,2,,,,,2,96,1,541,19,1,12000,4,,2,,0.4067
1,55,1,931,3,2,37,10,6,94,2,6,66,1,81,24,1,4,95,1,66,,,,,10,2,,,75000,2,,0.4067
1,55,2,1308,2,2,35,2,3,94,2,4,541,1,39,24,2,,,,,3,96,1,541,19,1,10500,4,,1,2000,0.61
1,55,2,1310,6,2,48,3,2,95,3,3,541,1,39,24,2,,,,,12,95,1,541,8,1,18000,3,,2,,0.61
1,55,2,1246,3,1,24,1,2,95,1,5,Z30,1,81,24,2,,,,,2,97,1,959,8,2,,,,2,,0.61
1,55,2,1246,2,1,57,2,12,94,2,5,959,1,81,24,2,,,,,12,96,1,959,10,1,36000,5,,2,,0.61
1,55,2,1249,2,2,46,1,3,95,2,5,Z20,1,82,24,2,,,,,3,97,1,541,7,1,24000,4,,2,,0.61
1,55,2,1324,2,2,48,3,3,94,2,4,Z20,8,46,20,2,,,,,12,95,2,,,1,1250,5,,2,,0.61
1,55,2,1055,2,2,43,1,9,95,2,5,Z20,1,51,30,2,,,,,8,98,1,541,1,1,11000,1,,1,3000,0.61
1,55,1,989,2,2,33,2,2,93,2,4,Z20,1,39,24,2,,,,,2,96,1,541,32,1,16800,4,,2,,0.4067
1,55,1,990,3,2,29,2,5,95,1,6,Z90,1,39,24,2,,,,,5,97,1,541,5,1,2000,1,,2,,0.4067
1,55,1,995,3,2,33,1,12,93,1,5,Z90,1,39,24,2,,,,,12,95,1,541,22,1,18000,4,,2,,0.4067
1,55,1,995,4,2,22,1,11,93,2,5,Z20,1,39,23,2,,,,,12,95,1,541,23,1,5000,1,,2,,0.4067
1,55,1,995,3,1,26,1,1,95,1,6,29,1,39,24,2,,,,,1,97,1,29,9,1,5000,1,,2,,0.4067
1,55,1,996,3,2,35,3,9,94,1,3,Z90,1,39,24,2,,,,,9,96,1,541,13,1,20000,4,,2,,0.4067
1,55,1,996,3,2,27,2,8,94,1,4,Z90,1,39,24,2,,,,,8,96,1,541,14,1,10000,4,,2,,0.4067
1,55,1,998,3,2,23,2,6,93,1,3,Z20,1,82,24,2,,,,,6,96,1,541,28,1,9000,1,,2,,0.4067
1,55,1,999,3,2,28,2,8,94,1,6,Z90,1,39,16,2,,,,,12,95,1,541,14,1,18000,4,,2,,0.4067
1,55,2,1188,3,1,32,1,3,93,1,6,621,1,47,36,2,,,,,88,88,1,541,31,1,24500,1,,1,11500,0.61
1,55,2,1188,3,2,29,1,11,92,1,6,621,1,47,88,2,,,,,3,96,1,541,35,1,30000,1,,2,,0.61
1,55,2,1188,3,2,27,1,6,93,1,6,324,1,47,88,2,,,,,12,95,1,541,28,2,,,,2,,0.61
1,55,2,1190,2,2,35,2,4,93,2,4,621,1,39,24,2,,,,,7,96,1,541,30,1,30000,4,,2,,0.61
1,55,2,1129,2,1,44,1,1,95,2,4,611,1,43,88,2,,,,,88,88,1,541,9,1,8000,1,,2,,0.61
1,55,2,1133,3,1,25,2,2,94,1,4,621,1,89,24,2,,,,,88,88,1,541,20,1,15000,4,,2,,0.61
1,55,2,1134,2,2,43,1,4,94,2,5,621,1,51,24,2,,,,,88,88,1,541,18,1,15000,1,,2,,0.61
1,55,1,767,4,2,35,2,8,95,2,2,Z20,1,51,24,2,,,,,9,97,1,541,2,1,8000,1,,2,,0.4067
1,55,1,786,3,1,32,2,11,93,2,5,Z90,1,999,12,1,10,94,1,981,,,,,24,1,42000,1,,2,,0.4067
1,55,2,1222,3,1,24,1,7,95,1,4,68,1,81,24,2,,,,,12,97,1,68,3,1,10000,4,,2,,0.61
1,55,2,1191,4,2,41,3,8,95,2,6,Z20,2,15,3,2,,,,,3,96,1,139,2,2,,,,2,,0.61
1,55,2,1031,1,1,45,2,11,94,2,5,412,1,81,12,2,,,,,4,96,1,981,11,1,42000,1,,1,5000,0.61
1,55,1,642,4,2,29,1,4,94,2,5,Z20,1,39,24,2,,,,,4,96,1,541,17,1,16800,4,,2,,0.4067
1,55,1,721,3,2,55,1,4,93,3,4,Z20,6,96,48,2,,,,,88,88,2,,,2,,,,2,,0.4067
1,55,1,721,6,2,34,1,8,92,1,6,64,6,96,36,2,,,,,4,97,1,949,38,1,30000,1,,1,8500,0.4067
1,55,1,725,3,1,26,1,8,94,1,3,872,1,81,24,2,,,,,8,96,1,872,14,1,20000,4,,2,,0.4067
1,55,1,729,3,2,22,1,6,94,1,5,389,4,46,24,2,,,,,6,96,1,541,15,1,30000,4,,2,,0.4067
1,55,1,665,2,1,45,3,12,94,2,6,981,1,96,12,2,,,,,12,96,1,981,10,1,47722,1,,2,,0.4067
1,55,1,667,2,1,36,1,9,94,2,5,981,1,52,12,1,9,95,1,981,,,,,12,1,25000,4,45000,2,,0.4067
1,55,1,676,3,2,30,2,4,94,1,4,Z20,1,82,24,2,,,,,12,95,1,541,18,1,13500,4,,2,,0.4067
1,55,1,898,3,2,31,2,9,95,1,6,Z20,1,81,12,2,,,,,10,96,1,541,1,1,8000,1,,2,,0.4067
1,55,1,904,1,1,32,1,7,93,2,5,859,1,89,12,1,9,95,1,859,,,,,27,1,31000,1,50000,2,,0.4067
1,55,1,914,1,1,50,1,2,95,2,4,959,1,81,12,2,,,,,3,96,1,959,8,1,30000,1,,2,,0.4067
1,55,1,853,2,2,41,2,2,95,2,2,Z20,1,81,19,2,,,,,7,96,1,541,7,1,5000,4,,2,,0.4067
1,55,1,691,4,1,34,1,8,94,2,3,849,4,50,24,2,,,,,8,96,1,849,14,1,65000,1,,1,3000,0.4067
1,55,1,594,2,2,48,2,12,93,2,5,Z20,1,51,24,2,,,,,12,95,1,541,21,1,62923,1,,1,5000,0.4067
1,55,1,594,3,2,21,1,1,94,1,5,Z90,1,81,24,2,,,,,2,96,1,541,20,1,8000,1,,2,,0.4067
1,55,1,603,3,2,23,1,9,93,1,6,Z90,1,81,24,1,9,95,1,66,,,,,12,1,10000,4,26000,1,12500,0.4067
1,55,1,608,3,1,28,1,9,95,1,4,779,1,96,6,2,,,,,4,96,1,532,1,1,5000,1,,2,,0.4067
1,55,2,1302,2,1,38,2,7,95,2,5,959,1,81,24,2,,,,,7,97,1,959,3,1,5000,4,,2,,0.61
1,55,1,620,1,1,39,3,1,95,2,4,981,1,52,10,2,,,,,11,95,1,981,9,1,25000,1,,2,,0.4067
1,55,1,626,1,1,29,3,6,95,2,6,42,1,52,10,2,,,,,5,97,1,42,4,1,15000,1,,2,,0.4067
1,55,1,628,4,1,25,1,4,95,2,6,981,1,1,10,2,,,,,2,96,1,981,6,1,29000,1,,2,,0.4067
1,55,1,628,3,1,27,1,2,95,1,6,Z90,1,89,9,2,,,,,2,97,1,949,8,1,15300,1,,2,,0.4067
1,55,1,946,3,2,23,1,4,95,1,4,Z20,1,82,24,2,,,,,4,96,1,541,6,1,6500,1,,2,,0.4067
1,55,1,953,3,2,21,1,3,95,1,4,Z20,1,81,24,2,,,,,3,96,1,541,7,2,,,,2,,0.4067
1,55,1,958,1,1,52,2,4,95,2,4,954,1,81,24,2,,,,,1,97,1,954,6,1,8000,1,,2,,0.4067
1,55,1,959,2,1,31,3,12,94,2,4,985,1,81,24,2,,,,,12,95,1,985,9,1,10000,1,,2,,0.4067
1,55,1,833,2,2,40,1,12,93,2,4,Z20,1,39,24,2,,,,,12,95,1,541,22,1,10000,1,,2,,0.4067
1,55,1,841,3,2,21,1,10,93,1,4,Z90,1,82,24,2,,,,,12,95,1,541,24,1,5000,5,,2,,0.4067
1,55,1,848,3,1,24,1,1,94,1,4,985,1,81,24,2,,,,,12,95,1,985,21,1,13500,1,,2,,0.4067
1,55,1,699,3,2,24,1,1,92,1,4,451,1,39,24,2,,,,,12,95,1,541,44,1,5000,3,,2,,0.4067
1,55,1,713,1,1,35,1,8,94,2,6,700,1,81,16,2,,,,,12,95,1,29,13,1,45000,1,,2,,0.4067
1,55,1,718,1,1,46,1,1,93,2,6,389,1,81,24,2,,,,,1,96,1,39,32,1,45570,4,,2,,0.4067
1,55,2,1338,3,2,39,3,12,93,3,3,Z90,1,53,24,2,,,,,1,96,1,541,22,1,15000,3,,2,,0.61
1,55,2,1115,2,1,35,1,4,94,2,2,611,1,81,24,2,,,,,4,96,1,959,17,1,16000,4,,2,,0.61
1,55,2,1121,3,1,33,1,3,94,1,6,22,1,81,24,2,,,,,3,96,1,22,18,1,16000,4,,2,,0.61
1,55,2,1061,1,1,57,2,1,94,2,3,959,1,81,24,2,,,,,2,96,1,999,21,1,18500,5,,2,,0.61
1,55,2,1063,3,1,30,1,8,95,1,4,981,1,1,10,2,,,,,7,96,1,981,2,1,7000,1,,2,,0.61
1,55,2,1350,2,2,36,1,2,94,2,4,Z20,1,82,24,2,,,,,2,96,1,541,20,1,31000,1,,1,3500,0.61
1,55,2,1086,3,2,49,2,2,94,1,6,139,1,82,24,2,,,,,88,88,1,541,20,1,18500,1,,2,,0.61
1,55,2,1086,3,2,45,2,5,93,1,6,412,3,18,36,2,,,,,4,96,1,949,29,1,18500,3,,2,,0.61
1,55,2,1172,4,2,44,1,12,93,2,6,Z20,1,18,24,2,,,,,1,96,1,66,22,1,3000,4,,2,,0.61
1,55,2,1173,3,2,39,1,3,92,4,4,Z20,1,81,36,2,,,,,6,96,1,541,43,1,14000,1,,2,,0.61
1,55,2,1231,3,2,25,1,11,92,1,4,Z20,1,81,24,2,,,,,88,88,1,541,35,1,5000,4,,2,,0.61
1,55,2,1232,3,2,20,1,1,94,1,3,Z20,1,94,24,2,,,,,1,96,1,541,21,1,10000,4,,2,,0.61
1,55,2,1233,2,2,33,1,9,92,2,2,Z20,1,39,24,2,,,,,1,96,1,541,37,1,14000,4,,2,,0.61
1,55,2,1236,1,1,31,1,10,93,2,5,611,1,81,24,2,,,,,88,88,1,451,24,1,5000,4,,2,,0.61
1,55,2,1111,3,1,26,1,8,91,2,4,611,1,85,48,2,,,,,88,88,1,541,50,2,,,,2,,0.61
1,55,2,1097,1,1,40,2,1,94,2,3,611,1,81,24,2,,,,,1,96,1,951,21,1,15000,1,,2,,0.61
1,55,2,1127,3,1,31,1,3,94,1,6,139,1,81,24,2,,,,,3,96,1,23,19,1,7500,5,,2,,0.61
1,55,2,1127,3,1,24,1,3,94,1,6,Z90,1,96,24,2,,,,,3,96,1,63,19,1,95000,4,,2,,0.61
1,55,2,1267,3,1,27,4,11,94,2,6,Z90,1,96,10,1,7,95,1,981,,,,,8,1,12000,1,,2,,0.61
1,55,1,1006,3,1,34,3,12,93,1,5,589,1,82,5,1,3,94,1,981,,,,,22,2,,,,2,,0.4067
1,55,1,1006,3,2,36,5,3,91,1,6,451,1,82,12,2,,,,,3,96,1,981,55,1,4000,4,,1,16500,0.4067
1,55,1,1014,2,2,33,1,10,90,2,5,Z20,1,82,60,2,,,,,12,95,1,541,60,1,11000,4,,1,6000,0.4067
1,55,1,1018,3,2,24,1,5,95,1,6,66,1,81,24,2,,,,,5,97,1,66,4,1,8000,4,,2,,0.4067
1,55,2,1160,3,2,26,1,5,95,1,5,Z20,1,39,24,2,,,,,5,97,1,541,5,2,,,,2,,0.61
1,55,2,1162,3,1,25,1,2,93,1,4,985,1,81,24,2,,,,,88,88,1,985,32,1,10500,1,,2,,0.61
1,55,2,1069,1,1,52,2,2,95,2,4,959,1,81,24,2,,,,,1,97,1,595,8,1,30000,2,,2,,0.61
1,55,2,1069,3,1,23,1,3,95,1,6,Z30,1,35,24,2,,,,,2,97,1,981,7,2,,,,2,,0.61
1,55,2,1070,1,1,49,1,1,95,2,3,Z90,1,52,12,2,,,,,1,97,1,531,11,1,54000,1,,2,,0.61
1,55,2,1280,2,2,36,1,12,94,2,4,Z20,1,39,24,2,,,,,12,96,1,541,10,1,30000,1,,2,,0.61
1,55,2,1282,2,2,38,2,5,95,2,4,Z20,1,39,24,2,,,,,5,97,1,541,5,1,30000,1,,1,5300,0.61
1,55,1,878,3,2,20,1,6,94,1,5,Z90,1,39,24,2,,,,,6,96,1,541,16,1,10000,1,,2,,0.4067
1,55,1,878,3,2,25,1,3,94,1,6,Z90,1,39,24,2,,,,,3,96,1,541,18,1,25000,1,,2,,0.4067
1,55,1,878,3,2,18,1,12,94,1,5,Z90,1,39,24,2,,,,,12,96,1,541,10,2,,,,2,,0.4067
1,55,1,883,2,1,49,2,9,94,2,4,611,1,81,24,2,,,,,9,96,1,959,13,1,36000,4,,2,,0.4067
1,55,1,887,3,2,40,1,5,94,1,6,Z20,1,54,24,2,,,,,5,96,1,541,17,1,12500,4,,2,,0.4067
1,55,1,892,3,2,30,1,4,94,1,5,Z20,1,82,24,2,,,,,4,96,1,541,18,1,14000,1,,2,,0.4067
1,55,1,979,4,1,26,3,12,94,2,6,981,1,39,10,2,,,,,12,95,1,981,10,1,26000,1,,2,,0.4067
1,55,2,1080,3,1,23,2,7,94,2,4,611,1,81,24,2,,,,,12,96,1,819,15,1,15000,4,,2,,0.61
1,55,2,1080,4,1,36,2,5,95,2,4,611,1,81,24,2,,,,,5,97,1,985,5,1,7000,4,,2,,0.61
1,55,2,1084,3,2,23,1,3,92,1,4,Z30,1,82,24,2,,,,,12,95,1,541,43,1,6000,4,,1,10000,0.61
1,55,2,1291,2,2,60,1,5,95,2,4,Z20,6,96,88,2,,,,,88,88,1,549,5,1,9000,2,,1,2500,0.61
1,55,2,1292,2,1,63,1,5,95,2,4,611,1,47,24,2,,,,,4,97,1,999,5,1,21000,1,,1,2000,0.61
1,55,2,1292,3,2,27,1,8,94,1,3,Z20,1,94,18,2,,,,,12,95,1,541,14,1,12000,1,,1,2000,0.61
1,55,2,1295,3,1,23,1,10,94,1,4,Z90,4,50,88,2,,,,,88,88,1,731,12,1,15000,5,,2,,0.61
1,55,2,1176,3,2,39,2,6,95,1,5,Z30,1,39,24,2,,,,,6,97,1,541,4,1,27000,1,,2,,0.61
1,55,2,1177,4,2,38,1,1,93,2,3,Z20,1,50,33,2,,,,,1,96,1,949,33,1,50000,1,,2,,0.61
1,55,2,1179,2,1,30,2,1,95,2,6,611,1,35,48,2,,,,,1,96,1,981,8,1,47000,2,,2,,0.61
1,55,2,1181,3,2,18,1,11,94,1,5,Z30,1,39,11,2,,,,,11,96,1,541,11,1,36000,1,,2,,0.61
1,55,2,1264,3,2,35,3,3,93,1,6,Z20,1,51,24,1,2,95,1,541,,,,,23,2,,,,2,,0.61
1,55,2,1264,3,1,33,1,5,92,1,4,621,1,81,24,1,10,94,1,894,,,,,29,2,,,,2,,0.61
1,55,2,1137,3,2,29,1,8,95,1,4,Z20,1,39,12,2,,,,,9,96,1,541,2,1,5000,1,,2,,0.61
1,55,2,1140,3,1,25,1,5,93,1,4,621,1,80,24,2,,,,,5,96,1,542,29,1,8000,1,,2,,0.61
