REGN,PROV,URB,HHCN,REL,SEX,AGE,TMSLEFT,DTLEFTMONTH,DTLEFTYEAR,MSTAT,HGRADE,USOCC,REASON,CTRY,STAY,RET,DTRETMON,DTRETYR,WORK1,OCUP1,DTEXPMON,DTEXPYR,WORK2,OCUP2,NOMONTH,CASHREM,CASHAMT,MODE,CASHHOME,INKIND,KINDAMT,SWGT
3,14,1,199,6,1,30,1,9,95,1,6,Z90,1,52,24,2,,,,,9,97,1,982,1,2,,,,2,,0.3693
3,14,1,199,2,1,53,2,4,94,2,4,871,1,52,2,2,,,,,12,95,1,871,18,1,40000,1,,1,11400,0.3693
3,14,1,199,3,1,28,1,12,93,1,6,Z90,1,51,24,2,,,,,12,95,1,849,22,1,60000,1,,2,,0.3693
3,14,1,199,2,1,51,1,2,95,2,6,111,1,81,24,2,,,,,4,97,1,111,7,1,10000,1,,2,,0.3693
3,14,2,807,2,1,55,2,6,94,2,2,951,1,81,24,2,,,,,6,96,1,951,16,1,60000,1,,1,20000,0.5539
3,14,2,807,3,1,26,2,6,95,1,6,39,1,66,12,2,,,,,6,96,1,981,4,1,20000,1,,2,,0.5539
3,14,1,504,1,1,99,1,7,93,2,7,985,1,81,24,1,7,95,1,985,,,,,24,1,20000,4,,1,18000,0.3693
3,14,1,507,3,2,18,1,1,95,1,3,Z30,1,52,6,1,7,95,1,179,,,,,6,1,31000,4,50000,1,42000,0.3693
3,14,1,703,3,2,30,1,7,95,3,4,Z20,1,89,12,2,,,,,8,96,1,541,3,2,,,,2,,0.3693
3,14,1,400,3,1,27,1,3,93,1,4,872,1,81,24,1,3,95,1,872,,,,,24,2,,,,2,,0.3693
3,14,1,400,6,2,45,4,12,94,2,6,Z20,3,89,12,2,,,,,12,95,1,949,10,1,15000,1,,2,,0.3693
3,14,1,400,6,1,48,4,12,94,2,6,441,3,89,12,2,,,,,12,95,1,39,10,1,150000,1,,2,,0.3693
3,14,1,400,2,1,50,3,10,94,2,5,Z90,1,59,12,1,9,95,1,981,,,,,11,1,48000,1,40000,1,5000,0.3693
3,14,1,400,4,1,31,2,5,95,2,4,Z90,1,81,24,2,,,,,5,97,1,532,5,1,30000,1,,2,,0.3693
3,14,1,400,3,1,44,1,12,93,1,5,532,3,32,88,2,,,,,12,95,1,570,22,1,14000,3,,2,,0.3693
3,14,1,400,4,1,38,2,5,95,2,6,444,1,81,24,2,,,,,4,97,1,532,5,1,30000,1,,2,,0.3693
3,14,1,629,4,1,26,1,6,95,2,6,855,1,57,24,2,,,,,5,96,1,859,3,1,7000,2,,1,400,0.3693
3,14,1,629,2,1,49,4,1,95,2,2,985,1,81,88,2,,,,,11,96,1,985,9,1,26400,4,,1,500,0.3693
3,14,2,813,2,2,37,2,12,93,2,2,791,1,81,24,2,,,,,12,95,1,541,22,1,18000,1,,1,19000,0.5539
3,14,2,867,3,2,29,2,1,94,1,6,451,1,39,24,2,,,,,12,95,1,541,21,1,24000,1,,1,11000,0.5539
3,14,2,880,3,2,22,1,5,95,1,4,794,1,89,12,2,,,,,5,96,1,794,5,1,18000,4,,2,,0.5539
3,14,2,880,3,2,21,1,5,95,1,4,794,1,89,12,2,,,,,5,96,1,794,5,1,15000,4,,2,,0.5539
3,14,2,833,3,1,23,1,12,93,1,5,Z30,1,89,24,2,,,,,12,95,1,383,22,1,62500,4,,2,,0.5539
3,14,2,833,3,1,22,1,4,91,1,4,621,1,81,24,1,4,93,1,874,,,,,24,2,,,,2,,0.5539
3,14,1,339,2,2,38,2,6,94,2,4,Z20,1,81,24,2,,,,,6,96,1,541,16,1,6000,1,,2,,0.3693
3,14,1,339,2,2,39,3,1,94,2,5,Z20,1,39,24,2,,,,,1,97,1,541,21,1,30000,1,,2,,0.3693
3,14,2,816,3,1,20,1,3,95,1,4,621,1,81,24,1,9,95,1,949,,,,,6,1,8000,4,11250,2,,0.5539
3,14,2,816,4,1,49,2,2,93,2,4,700,1,15,12,2,,,,,88,88,1,700,32,2,,,,2,,0.5539
3,14,2,873,3,1,19,1,8,95,1,4,951,1,81,24,2,,,,,8,97,1,951,1,2,,,,2,,0.5539
3,14,2,873,3,2,23,1,12,93,4,4,Z20,1,82,24,2,,,,,12,95,1,541,22,1,6000,4,,1,17000,0.5539
3,14,2,844,4,1,35,1,11,94,2,5,985,1,81,24,1,6,95,1,985,,,,,7,2,,,,2,,0.5539
3,14,2,846,3,1,31,1,10,93,1,5,855,1,81,24,2,,,,,11,95,1,855,24,1,5000,4,,1,20800,0.5539
3,14,1,748,3,1,30,1,9,93,1,5,872,1,56,24,1,9,95,1,872,,,,,24,1,42000,1,5000,2,,0.3693
3,14,1,748,3,1,22,1,5,95,1,5,Z30,5,82,10,2,,,,,1,96,1,389,4,1,32000,1,,2,,0.3693
3,49,2,1218,2,2,48,3,12,94,2,5,Z90,1,96,24,2,,,,,12,96,1,791,10,1,10000,1,,2,,0.5699
3,49,2,1218,3,2,25,1,2,94,1,6,Z90,4,96,88,2,,,,,88,88,2,,,2,,,,2,,0.5699
3,49,2,1352,1,1,45,2,10,94,2,2,451,1,81,24,2,,,,,10,96,1,985,12,1,26000,1,,2,,0.5699
3,49,1,933,1,1,43,1,8,95,2,2,611,1,81,24,2,,,,,88,88,1,954,2,2,,,,2,,0.3636
3,49,1,933,2,2,35,2,7,95,2,5,541,1,82,24,2,,,,,7,96,1,541,2,1,7000,1,,1,1200,0.3636
3,49,1,937,3,2,19,1,3,94,1,4,541,1,96,72,2,,,,,88,88,1,541,19,2,,,,1,1500,0.3636
3,49,1,921,3,2,25,1,10,94,1,6,66,1,81,24,2,,,,,10,96,1,66,12,1,38625,1,,1,5000,0.3636
3,49,1,911,1,1,50,3,4,92,2,5,Z90,1,81,24,2,,,,,2,96,1,985,42,1,15000,4,,1,3000,0.3636
3,49,1,905,1,1,60,2,9,95,2,6,Z90,1,81,24,2,,,,,7,97,1,531,1,1,4000,4,,2,,0.3636
3,49,1,909,4,2,31,1,1,91,2,5,67,1,96,24,2,,,,,88,88,1,79,57,1,30000,1,,1,66500,0.3636
3,49,2,998,3,1,33,2,3,93,1,4,959,1,81,36,2,,,,,4,98,1,855,31,1,20000,4,,1,10000,0.0818
3,49,2,998,3,1,19,1,1,94,1,5,985,1,81,6,1,8,94,1,949,,,,,7,1,5000,1,,2,,0.0818
3,49,2,998,3,2,22,2,8,94,1,1,Z90,1,52,6,1,1,95,1,179,,,,,5,1,5000,1,,1,2000,0.0818
3,49,1,1045,4,2,41,1,7,95,1,5,Z90,1,81,24,2,,,,,12,97,1,541,13,1,5000,4,,1,6000,0.38
3,49,1,1045,2,1,53,2,3,94,2,1,611,1,81,36,2,,,,,12,98,1,985,19,1,36000,4,,1,2000,0.38
3,49,2,1410,4,2,31,1,8,94,2,1,Z20,1,39,36,2,,,,,8,97,1,541,14,1,30500,1,,2,,0.5699
3,49,2,1349,3,2,19,1,7,93,1,5,Z30,1,39,24,2,,,,,12,95,1,541,27,1,18000,1,,2,,0.5699
3,49,2,1215,3,2,29,2,1,95,1,6,329,1,89,24,2,,,,,12,95,1,949,9,1,28000,1,,2,,0.5699
3,49,1,1103,1,1,49,1,9,93,2,3,954,1,81,36,2,,,,,9,96,1,954,25,1,30000,1,,2,,0.38
3,49,1,1103,3,2,38,1,10,93,4,5,Z90,1,81,36,2,,,,,10,96,1,552,24,1,36500,1,,2,,0.38
3,49,1,1095,1,1,48,1,1,92,2,4,611,1,81,36,1,8,95,1,985,,,,,43,1,20000,4,25000,1,53000,0.38
3,49,1,1095,3,2,31,1,3,94,4,4,Z20,1,39,24,2,,,,,3,96,1,541,19,1,18000,1,,2,,0.38
3,49,2,1416,4,1,44,3,12,93,2,6,Z30,1,52,24,2,,,,,12,95,1,846,22,1,10000,1,,1,30000,0.5699
3,49,2,1314,4,1,37,2,5,94,2,6,611,3,12,12,2,,,,,7,96,1,985,17,1,25000,3,,2,,0.5699
3,49,2,1204,2,2,39,1,8,93,2,3,Z20,1,39,24,2,,,,,1,96,1,541,26,1,30000,4,,1,4000,0.5699
3,49,1,1181,4,1,48,3,2,95,2,6,25,1,81,12,2,,,,,1,96,1,25,8,1,100000,1,,2,,0.38
3,49,1,1181,1,1,25,2,4,93,2,3,931,1,81,12,1,6,95,1,931,,,,,26,2,,,55000,1,14000,0.38
3,49,2,1234,3,1,23,1,7,95,1,5,Z90,8,999,12,2,,,,,3,96,1,981,3,2,,,,2,,0.5699
3,49,1,1132,1,1,60,2,12,91,2,6,582,4,96,3,1,3,92,2,,,,,,,2,,,,2,,0.38
3,49,1,1132,1,2,75,1,1,92,3,6,Z40,4,96,3,1,5,92,2,,,,,,,2,,,,2,,0.38
3,49,2,1438,3,1,27,1,11,94,1,4,621,1,82,24,2,,,,,11,95,1,872,11,1,26500,1,,2,,0.5699
3,49,2,1438,3,2,22,1,11,94,1,4,Z90,1,39,24,2,,,,,11,95,1,541,11,1,9500,1,,2,,0.5699
3,49,2,1249,2,2,50,1,10,94,2,2,Z90,1,89,24,2,,,,,5,98,1,841,12,2,,,,1,1500,0.5699
3,49,2,1249,2,1,40,2,8,94,2,5,611,1,81,12,2,,,,,12,97,1,985,14,1,30000,4,,2,,0.5699
3,49,1,1046,3,2,25,1,5,94,1,1,Z90,1,39,24,2,,,,,5,96,1,541,17,1,14000,1,,2,,0.38
3,49,1,1046,2,2,47,1,1,91,2,5,412,1,39,52,2,,,,,12,95,1,541,57,1,35000,1,,2,,0.38
3,49,1,1046,3,2,20,1,4,95,1,5,Z30,1,39,24,2,,,,,4,97,1,541,6,1,9000,1,,2,,0.38
3,49,1,1046,4,2,40,2,6,94,2,4,599,1,39,24,1,12,94,1,541,,,,,6,1,24000,1,,2,,0.38
3,49,1,1083,1,2,55,2,6,95,3,4,Z20,1,39,12,2,,,,,4,96,1,541,4,1,6000,1,,1,5000,0.38
3,49,2,1321,4,2,40,2,2,93,2,5,Z20,1,47,36,2,,,,,2,96,1,541,32,2,,,,2,,0.5699
3,49,2,1321,1,1,49,3,4,94,2,6,Y12,1,81,18,2,,,,,12,95,1,700,18,1,54000,1,,2,,0.5699
3,49,2,1321,3,1,38,2,2,93,2,5,621,1,47,36,2,,,,,2,96,1,531,32,2,,,,2,,0.5699
3,49,2,1331,4,2,34,7,9,94,2,6,Z20,1,15,24,1,9,95,1,700,,,,,12,1,200000,1,75000,2,,0.5699
3,49,2,1331,4,1,29,2,6,95,2,6,Z90,1,81,24,2,,,,,6,97,1,22,4,2,,,,2,,0.5699
3,49,2,1331,3,2,22,1,2,94,1,4,Z90,1,81,24,2,,,,,3,96,1,541,20,1,40000,4,,2,,0.5699
3,49,2,1331,3,1,30,1,9,93,2,5,Z90,1,15,24,1,9,95,1,700,,,,,24,1,100000,1,50000,2,,0.5699
3,49,1,1061,3,1,29,1,9,93,1,3,985,1,81,24,1,9,95,1,985,,,,,24,1,16000,1,,1,23000,0.38
3,49,1,1061,1,1,36,1,5,95,2,5,Z90,1,36,12,2,,,,,88,88,1,959,5,1,24000,4,,2,,0.38
3,49,1,1061,3,1,24,1,2,95,1,5,Z90,3,78,24,2,,,,,2,96,1,959,8,1,21300,1,,2,,0.38
3,69,2,2430,2,1,41,2,2,95,2,6,611,1,94,12,2,,,,,2,96,1,981,7,1,32000,2,,2,,0.5137
3,69,2,2438,3,1,28,1,10,94,1,6,621,1,52,12,1,9,95,1,999,,,,,12,1,25000,2,,2,,0.5137
3,69,2,2438,3,1,26,1,3,95,1,6,621,1,83,12,2,,,,,3,96,1,599,7,1,15000,2,,2,,0.5137
3,69,2,2302,1,1,42,1,11,91,2,4,794,1,81,29,1,4,94,1,794,,,,,29,2,,,,2,,0.5137
3,69,2,2306,2,2,43,2,9,94,2,1,541,1,39,24,2,,,,,9,96,1,541,13,1,6000,1,,2,,0.5137
3,69,1,2180,4,1,41,1,3,93,2,4,611,6,96,36,2,,,,,2,96,1,532,31,1,33000,1,,1,8100,0.3425
3,69,1,2181,2,2,47,2,7,94,2,2,541,1,81,24,2,,,,,6,96,1,541,15,1,22000,1,,2,,0.3425
3,69,1,2182,2,2,59,1,9,94,2,1,Z30,4,95,14,2,,,,,12,95,2,,,1,40000,1,,1,11200,0.3425
3,69,1,2183,2,2,36,2,5,93,2,3,541,1,18,30,2,,,,,6,96,1,541,29,1,28000,1,,2,,0.3425
3,69,1,2185,2,2,47,2,5,95,2,3,541,1,39,24,2,,,,,5,97,1,541,5,1,20000,1,,2,,0.3425
3,69,1,2201,2,1,39,1,11,90,2,4,985,3,52,60,2,,,,,12,95,1,985,59,1,60000,4,,2,,0.3425
3,69,1,2210,2,1,39,4,10,94,2,6,Z90,6,96,88,2,,,,,88,88,1,542,12,1,33800,1,,2,,0.3425
3,69,1,2215,2,1,46,5,8,95,2,5,Z90,1,81,8,2,,,,,4,96,1,939,2,1,12000,1,,1,6000,0.3425
3,69,1,2218,2,1,56,3,7,95,2,6,Z90,1,36,12,2,,,,,7,96,1,846,3,1,10000,1,,1,3500,0.3425
3,69,1,2223,3,2,28,1,10,94,1,4,Z90,1,89,24,2,,,,,10,96,1,541,12,1,12000,1,,2,,0.3425
3,69,1,2224,4,1,29,3,5,95,2,5,111,1,81,12,2,,,,,5,96,1,111,5,1,10000,1,30000,2,,0.3425
3,69,1,2227,2,1,59,2,8,95,2,4,Z90,6,96,88,2,,,,,88,88,1,541,1,1,15000,1,,2,,0.3425
3,69,1,2229,2,2,32,2,12,94,2,4,Z20,1,39,12,2,,,,,12,95,1,541,10,1,18000,1,,2,,0.3425
3,69,1,2230,6,2,49,1,8,94,3,4,Z20,6,96,36,2,,,,,12,97,1,541,14,1,29000,4,,2,,0.3425
3,69,1,2241,2,1,55,4,5,95,2,6,43,1,52,12,2,,,,,5,96,1,43,4,1,95000,1,,2,,0.3425
3,69,1,2241,3,1,24,1,6,95,2,6,611,1,52,12,2,,,,,6,96,1,981,3,1,5200,1,,2,,0.3425
3,69,1,2241,3,1,21,1,3,95,1,6,Z30,1,52,12,2,,,,,3,96,1,981,6,1,7500,1,,2,,0.3425
3,69,1,2251,2,2,42,2,10,93,2,3,Z20,1,10,24,2,,,,,12,95,1,541,23,1,30000,1,,2,,0.3425
3,69,1,2251,3,2,29,2,3,95,3,4,Z20,1,39,12,2,,,,,3,96,1,541,6,1,24000,1,,2,,0.3425
3,69,1,2255,3,1,27,1,8,91,2,6,611,1,50,50,2,,,,,12,95,1,794,48,1,30000,2,,2,,0.3425
3,69,1,2262,2,1,37,3,5,95,2,4,611,1,87,12,2,,,,,6,96,1,959,4,1,15000,4,,1,6500,0.3425
3,69,1,2269,2,1,42,2,7,95,2,1,611,1,81,12,2,,,,,6,96,1,951,3,1,8000,4,,2,,0.3425
3,69,1,2271,3,2,25,3,3,95,1,4,Z20,1,50,12,2,,,,,4,96,1,799,6,1,20000,4,,2,,0.3425
3,69,1,2271,6,1,21,2,5,94,2,4,611,1,46,12,1,5,95,1,985,,,,,12,1,5500,4,150000,1,4950,0.3425
3,69,1,2273,1,1,26,1,3,93,2,4,621,6,999,36,2,,,,,88,88,1,552,30,1,29500,1,,1,2000,0.3425
3,69,1,2275,3,2,25,1,8,94,1,4,Z20,1,39,88,2,,,,,88,88,1,541,13,1,16300,1,,2,,0.3425
3,69,1,2275,3,2,22,1,10,94,1,4,Z20,1,39,88,2,,,,,88,88,1,541,11,1,19500,4,,2,,0.3425
3,69,1,2284,3,1,25,2,1,95,1,4,859,1,81,12,2,,,,,1,96,1,854,9,1,12500,4,,2,,0.3425
3,69,2,2401,2,1,41,7,8,94,2,4,611,1,81,24,1,9,95,1,954,,,,,13,1,15000,4,,2,,0.5137
3,69,2,2348,2,1,33,2,1,95,2,5,611,1,81,12,2,,,,,1,96,1,985,12,1,35000,1,,2,,0.5137
3,69,2,2425,3,1,26,1,3,94,2,4,851,8,50,88,2,,,,,88,88,1,599,19,1,27000,1,,2,,0.5137
3,69,2,2414,2,2,39,1,12,94,2,4,Z20,1,81,24,2,,,,,12,96,1,541,10,1,19000,4,,2,,0.5137
3,69,2,2419,3,1,37,2,12,91,1,4,611,1,15,4,1,4,92,1,871,,,,,4,2,,,,2,,0.5137
3,69,2,2419,3,1,32,2,9,92,1,6,621,1,57,4,1,1,93,1,451,,,,,4,2,,,,2,,0.5137
3,69,1,2124,2,2,41,1,6,95,2,3,541,1,82,9,2,,,,,7,96,1,451,4,1,11000,4,,1,12500,0.4035
3,69,2,2158,4,1,40,1,12,91,2,5,985,1,50,88,2,,,,,88,88,1,949,58,1,44000,1,,2,,0.6053
3,69,2,2158,3,2,38,1,4,95,2,5,Z20,1,89,24,2,,,,,11,95,1,549,6,1,24000,1,,2,,0.6053
3,69,2,2163,4,1,24,1,9,95,2,5,985,1,50,24,2,,,,,9,97,1,749,1,2,,,,2,,0.6053
3,69,2,2143,1,1,50,4,12,94,2,5,386,1,81,42,1,5,95,1,311,,,,,8,1,10000,4,18200,2,,0.6053
3,69,2,2152,1,1,40,2,4,93,2,3,985,1,81,24,2,,,,,4,96,1,985,30,1,17500,1,,1,3500,0.6053
3,69,1,2107,3,2,22,1,12,94,1,5,851,1,89,24,2,,,,,12,96,1,844,10,1,56000,1,,2,,0.4035
3,69,1,2113,1,1,46,6,4,95,2,6,855,1,81,12,2,,,,,3,96,1,131,6,1,80000,1,,2,,0.4035
3,69,1,2098,6,1,67,2,2,94,2,2,Z40,6,96,24,2,,,,,88,88,1,531,20,2,,,,2,,0.4035
3,69,1,2098,6,2,67,1,5,94,2,5,Z20,6,96,12,2,,,,,88,88,2,,,2,,,,2,,0.4035
3,69,2,2169,2,2,42,2,9,93,2,4,541,1,47,24,2,,,,,88,88,1,541,24,1,60000,4,,2,,0.6053
3,69,2,2334,3,2,28,1,10,94,1,5,541,1,82,24,2,,,,,10,96,1,541,20,1,15000,1,,2,,0.5137
3,69,2,2338,4,2,28,2,8,95,2,6,Z20,1,89,24,2,,,,,9,97,1,541,1,2,,,,2,,0.5137
3,69,2,2341,3,2,32,2,11,91,2,4,541,1,82,88,2,,,,,88,88,1,541,47,1,6000,4,,2,,0.5137
3,69,2,2341,3,2,32,1,2,94,1,2,452,1,82,24,2,,,,,2,96,1,541,20,1,8000,4,,2,,0.5137
3,69,2,2365,2,1,32,1,10,93,2,5,412,1,81,24,2,,,,,11,95,1,985,24,1,20000,4,,2,,0.5137
3,69,2,2365,6,1,60,1,7,95,2,2,611,6,96,60,2,,,,,88,88,2,,,2,,,,2,,0.5137
3,69,2,2379,3,2,34,2,1,95,1,5,Z20,1,51,24,2,,,,,1,96,1,451,9,1,44000,1,,2,,0.5137
3,71,2,2664,2,1,42,1,5,95,2,6,985,1,81,12,2,,,,,5,96,1,844,5,1,17000,1,,2,,0.6069
3,71,2,2668,2,1,70,1,7,95,2,6,199,8,96,6,2,,,,,12,95,2,,,2,,,,2,,0.6069
3,71,2,2692,2,2,65,1,5,95,2,6,Z20,6,35,5,2,,,,,88,88,2,,,2,,,,2,,0.6069
3,71,2,2692,1,1,77,1,5,95,2,5,959,6,35,6,2,,,,,88,88,1,959,5,2,,,,2,,0.6069
3,71,2,2693,2,1,49,2,6,95,2,3,729,1,81,24,2,,,,,6,97,1,859,4,1,10000,4,37500,2,,0.6069
3,71,2,2694,3,1,28,1,5,94,1,4,954,1,81,24,2,,,,,5,96,1,954,17,1,10000,1,,2,,0.6069
3,71,1,2567,3,2,24,1,1,95,1,5,Z90,6,96,88,2,,,,,88,88,2,,,1,10400,2,,2,,0.4046
3,71,1,2568,1,1,61,4,12,94,2,5,201,1,81,12,2,,,,,88,88,1,201,21,2,,,,2,,0.4046
3,71,1,2572,4,2,26,2,2,93,2,5,Z20,1,39,24,2,,,,,2,96,1,451,32,2,,,,2,,0.4046
3,71,1,2504,2,1,29,1,7,93,2,4,Z90,1,81,12,1,7,94,1,848,,,,,12,2,,,,2,,0.3986
3,71,1,2505,6,1,51,5,9,95,2,5,Z90,4,52,88,2,,,,,88,88,2,,,2,,,,2,,0.3986
3,71,1,2505,6,2,53,2,9,95,2,5,Z90,4,52,88,2,,,,,88,88,2,,,2,,,,2,,0.3986
3,71,1,2467,3,1,30,1,6,94,2,4,Z90,6,96,88,2,,,,,88,88,1,929,12,2,,,,2,,0.3986
3,71,1,2469,2,1,45,2,5,92,2,6,412,4,89,1,1,6,92,2,,,,,,,2,,,,2,,0.3986
3,71,1,2470,2,1,37,2,2,94,2,5,171,1,39,13,1,3,95,1,171,,,,,19,2,,,,2,,0.3986
3,71,1,2541,2,1,40,1,10,93,2,4,985,1,81,24,2,,,,,10,95,1,959,24,1,15000,1,,1,3000,0.3986
3,71,1,2543,2,1,46,2,3,93,2,4,954,1,81,12,1,9,95,1,599,,,,,30,1,37500,1,30000,2,,0.3986
3,71,1,2518,3,2,30,2,11,94,2,2,542,6,96,88,2,,,,,88,88,1,541,11,1,9200,2,,2,,0.3986
3,71,1,2521,2,2,28,4,6,95,2,4,Z20,1,39,15,2,,,,,88,88,1,541,3,1,9000,1,30000,1,1500,0.3986
3,71,1,2522,5,2,42,2,12,92,4,6,66,1,81,36,2,,,,,12,95,1,66,34,1,6000,3,,2,,0.3986
3,71,1,2523,4,1,24,1,3,95,2,5,859,1,81,24,2,,,,,88,88,1,859,7,1,8500,4,,2,,0.3986
3,71,1,2440,2,1,36,2,10,92,2,3,959,1,81,40,2,,,,,3,96,1,874,36,1,13000,4,,2,,0.3986
3,71,1,2443,6,1,56,1,2,92,2,5,Z40,4,96,7,1,9,93,2,,,,,,,2,,,,2,,0.3986
3,71,1,2443,6,2,33,1,2,92,2,4,Z90,4,96,7,1,9,93,2,,,,,,,2,,,,2,,0.3986
3,71,1,2450,4,1,25,1,1,93,2,4,959,6,1,36,2,,,,,88,88,1,776,5,1,19440,2,,1,1700,0.3986
3,71,1,2451,2,1,34,1,5,92,2,4,939,1,81,36,1,4,95,1,939,,,,,35,2,,,7000,1,7000,0.3986
3,71,1,2457,2,1,27,2,5,95,2,4,500,1,81,24,2,,,,,88,88,1,500,5,1,89000,4,,2,,0.3986
3,71,1,2458,3,2,26,4,11,94,1,5,171,1,52,6,1,5,95,1,171,,,,,6,1,2500,2,30000,2,,0.3986
3,71,1,2459,2,1,39,1,10,92,2,5,412,1,81,24,1,10,94,1,973,,,,,24,2,,,,2,,0.3986
3,71,1,2462,2,1,52,3,11,94,2,5,412,1,94,12,2,,,,,12,95,1,X20,13,1,7500,4,,1,112500,0.3986
3,71,1,2463,2,1,29,2,8,95,2,4,951,1,81,2,2,,,,,88,88,1,951,2,2,,,,2,,0.3986
3,71,1,2482,2,2,37,1,3,94,2,5,Z20,1,39,24,2,,,,,3,96,1,541,17,1,78000,1,,2,,0.3986
3,71,1,2486,2,1,40,1,6,93,2,4,954,1,81,24,2,,,,,11,95,1,954,27,1,30000,4,,2,,0.3986
3,71,1,2496,2,1,40,1,12,91,2,5,500,1,81,1,1,12,91,1,500,,,,,1,2,,,,2,,0.3986
3,71,1,2501,6,2,65,3,6,95,3,5,Z20,4,96,12,2,,,,,88,88,2,,,2,,,,2,,0.3986
3,71,2,2650,1,1,35,1,9,93,2,5,954,1,81,30,2,,,,,3,96,1,954,24,1,21000,1,,1,2500,0.6069
3,71,2,2678,1,1,66,1,9,93,2,2,954,3,96,24,2,,,,,88,88,1,629,25,1,12000,1,,2,,0.6069
3,71,2,2681,3,2,28,2,5,95,1,5,Z90,1,39,24,2,,,,,5,97,1,541,5,2,,,,2,,0.6069
3,71,2,2681,3,2,25,2,6,95,1,4,Z90,1,39,24,2,,,,,6,97,1,541,4,1,6000,1,,2,,0.6069
3,71,2,2683,2,2,45,1,7,93,2,4,Z20,1,51,48,2,,,,,7,97,1,541,27,1,18000,1,,1,5000,0.6069
3,71,1,2595,3,1,25,3,12,94,2,3,641,1,52,24,2,,,,,12,95,1,981,10,1,40000,2,,2,,0.4046
3,71,1,2599,3,1,26,1,12,93,1,4,Z90,1,81,24,2,,,,,12,95,1,552,34,2,,,,2,,0.4046
3,71,1,2561,1,1,41,2,1,93,2,7,841,1,81,24,1,4,93,1,841,,,,,3,2,,,,2,,0.4046
3,71,1,2604,3,2,28,5,1,95,1,6,412,1,39,11,2,,,,,1,96,1,386,9,1,15000,4,,2,,0.4046
3,71,1,2608,4,1,46,3,12,94,2,5,849,1,81,11,2,,,,,12,95,1,959,10,1,21000,1,,1,500,0.4046
3,71,1,2615,1,1,49,1,10,92,2,1,874,1,81,12,1,10,93,1,874,,,,,12,2,,,,2,,0.4046
3,71,1,2621,1,1,42,1,8,91,2,5,954,1,81,24,1,10,92,1,954,,,,,14,2,,,,2,,0.4046
4,10,2,504,2,2,38,3,11,94,2,6,66,1,81,10,1,8,95,1,66,,,,,11,1,45000,1,20000,1,20000,0.6298
4,10,2,504,4,1,48,3,10,93,2,6,959,1,81,5,1,6,95,1,959,,,,,20,1,30000,4,25000,1,20000,0.6298
4,10,1,277,3,1,40,1,3,91,1,5,570,4,47,60,2,,,,,88,88,1,570,55,1,12000,3,,2,,0.4199
4,10,1,278,6,2,34,1,11,91,1,5,389,1,35,88,2,,,,,88,88,1,541,47,1,7800,3,,1,200,0.4199
4,10,1,285,4,1,25,1,1,93,2,6,386,4,52,88,2,,,,,88,88,1,949,33,1,12500,4,,2,,0.4199
4,10,1,285,3,2,25,1,1,93,2,6,386,4,96,88,2,,,,,88,88,1,541,33,1,9000,1,,2,,0.4199
4,10,1,285,3,2,36,1,3,95,1,6,Z90,6,96,88,2,,,,,88,88,2,,,2,,,,2,,0.4199
4,10,1,90,2,2,43,1,11,90,2,5,412,1,47,88,2,,,,,88,88,1,541,60,1,39200,1,,1,9000,0.4401
4,10,1,91,2,1,33,9,6,95,2,5,985,1,81,88,2,,,,,88,88,1,532,14,2,,,,2,,0.4401
4,10,1,92,3,2,27,2,11,94,1,6,111,1,81,24,2,,,,,11,96,1,329,11,1,12000,3,,1,8350,0.4401
4,10,1,98,2,1,39,2,6,94,2,3,985,1,81,24,2,,,,,6,96,1,985,16,1,33000,4,,1,1500,0.4401
4,10,1,100,2,1,40,3,2,95,2,5,749,1,10,24,2,,,,,88,88,1,839,8,1,60000,4,,2,,0.4401
4,10,1,102,2,2,45,2,1,95,2,3,451,1,18,88,2,,,,,88,88,1,541,9,1,30000,4,,2,,0.4401
4,10,1,106,1,1,46,1,1,95,2,4,954,1,81,24,2,,,,,1,97,1,954,9,1,30000,4,,2,,0.4401
4,10,1,109,2,1,49,3,12,94,2,5,981,1,999,12,2,,,,,12,95,1,861,10,1,136080,1,,2,,0.4401
4,10,2,141,2,1,45,5,2,95,2,5,Z90,1,81,11,2,,,,,1,96,1,871,8,1,48000,1,,2,,0.3301
4,10,2,142,3,1,31,1,2,95,1,3,Z90,1,81,12,2,,,,,2,96,1,871,8,1,3000,3,,2,,0.3301
4,10,2,143,3,1,31,3,1,94,2,6,Z90,1,81,35,2,,,,,12,96,1,66,21,1,28000,4,,2,,0.3301
4,10,2,144,2,1,44,4,7,95,2,2,Z90,1,78,10,2,,,,,5,96,1,871,3,1,11300,4,,2,,0.3301
4,10,2,145,2,1,45,3,6,95,2,5,Z90,1,81,11,2,,,,,5,96,1,847,3,1,15000,4,,2,,0.3301
4,10,2,146,3,1,27,4,8,95,1,6,Z90,1,96,10,2,,,,,6,96,1,981,2,2,,,,2,,0.3301
4,10,2,150,2,1,47,2,6,94,2,2,Z90,1,81,24,2,,,,,6,96,1,451,16,1,18500,4,,2,,0.3301
4,10,1,116,1,1,55,15,8,95,2,5,Z90,1,67,3,2,,,,,12,95,1,749,2,2,,,,2,,0.4401
4,10,1,117,2,1,34,2,8,95,2,4,871,1,52,12,2,,,,,88,88,1,871,2,2,,,,2,,0.4401
4,10,2,157,2,1,48,2,9,92,2,2,Z90,1,81,24,1,9,94,1,985,,,,,31,2,,,,2,,0.3301
