REGN,PROV,URB,HHCN,REL,SEX,AGE,TMSLEFT,MOLEFT,YRLEFT,MSTAT,GRADE,USOCC,REASON,CTRY,STAY,WORK,OCUP,NOMONTH,RET,MORET,YRRET,MOEXP,YREXP,CASHREM,CASHAMT,MODE,CASHHOME,INKIND,KINDAMT,SWGT
4,10,2,472,3,2,29,2,6,98,1,4,Z90,1,47,36,1,541,29,2,,,5,2000,1,60000,4,,2,,1304.4073
4,10,1,302,2,2,34,1,6,99,2,3,Z20,1,89,33,1,853,3,2,,,6,2002,1,10000,4,,1,5000,394.2597
4,10,1,312,6,1,60,2,3,95,2,1,600,6,96,24,1,531,60,2,,,88,8888,1,54000,4,,1,14500,394.2597
4,10,1,407,3,2,25,1,11,98,1,7,311,1,94,24,1,311,11,2,,,12,1999,1,66000,1,,1,6000,394.2597
4,10,1,416,3,2,25,1,8,97,1,4,851,1,47,24,1,541,24,2,,,88,8888,1,4000,3,,2,,394.2597
4,10,1,421,1,1,38,3,9,99,2,7,412,1,96,0,2,,,1,9,99,,,2,,,,2,,380.8268
4,10,1,424,4,1,33,5,8,99,2,6,Z30,1,52,10,1,981,57,2,,,6,2000,1,20000,1,,2,,380.8268
4,10,1,427,3,2,28,2,2,99,1,4,Z90,1,89,36,1,851,7,2,,,2,2002,1,15000,1,,2,,380.8268
4,10,2,857,3,2,24,2,7,98,1,4,626,1,89,36,1,541,15,2,,,6,2000,1,13000,1,,1,20000,701.2344
4,10,2,859,3,1,24,1,6,99,1,4,412,1,42,6,1,853,4,2,,,6,2001,1,22000,4,,2,,701.2344
4,10,2,482,5,2,32,1,8,98,1,6,Z20,1,89,36,1,751,13,2,,,8,2001,1,10000,4,,2,,1185.8246
4,10,1,99,3,1,28,1,5,99,1,6,Z90,1,81,24,1,542,4,2,,,5,2001,1,28000,4,,2,,1013.8838
4,10,1,99,3,2,25,1,3,97,1,7,079,1,81,24,1,079,24,1,5,99,,,2,,,,2,,1013.8838
4,10,1,101,3,1,29,1,8,98,2,3,989,1,81,24,1,989,13,2,,,8,2000,1,15200,4,,2,,1013.8838
4,10,2,586,1,1,34,1,8,97,2,2,979,1,81,24,1,729,23,1,7,99,,,1,18000,1,25000,1,2500,1248.6529
4,10,2,612,3,1,32,1,3,99,1,2,Z90,1,89,36,1,384,19,2,,,2,2000,1,30000,1,,2,,1087.0051
4,10,1,83,2,2,43,1,3,99,2,6,Z20,4,1,3,2,,,1,6,99,,,2,,,,2,,1013.8842
4,10,1,85,1,1,26,2,1,98,2,4,985,1,11,3,1,871,15,1,4,98,,,2,,,,2,,1291.0748
4,10,1,87,2,1,53,3,7,98,2,6,855,1,52,18,1,855,42,2,,,1,2000,1,52000,4,,2,,1291.0748
4,10,1,89,1,1,57,1,7,96,2,2,Z90,1,1,12,1,981,12,1,8,97,,,2,,,,2,,1291.0748
4,10,1,90,3,1,30,1,9,97,1,7,023,5,52,3,2,,,1,12,97,,,2,,,,2,,1291.0748
4,10,1,96,2,1,42,2,3,97,2,6,951,1,81,24,1,729,48,2,,,4,2000,1,79000,4,,1,500,1291.0748
4,10,1,112,3,2,26,1,9,97,1,6,852,1,89,12,2,,,2,,,2,2000,1,12000,4,,2,,1113.7207
4,10,1,112,3,1,29,2,5,96,1,5,521,1,81,36,1,451,39,1,8,99,,,1,27000,3,20000,1,8000,1113.7207
4,40,2,3348,2,1,42,5,12,98,2,6,Z90,1,96,12,1,849,48,2,,,12,1999,1,230000,1,,2,,810.2555
4,40,1,3248,2,1,41,3,6,96,2,6,Z90,1,89,42,1,848,46,2,,,12,1999,1,30000,3,,2,,146.4669
4,40,1,3252,2,1,47,5,3,99,2,6,Z90,1,52,10,1,848,58,2,,,12,1999,1,55000,1,,1,9008,146.4669
4,40,1,3272,1,1,72,2,7,99,2,3,Z40,6,36,88,2,,,2,,,88,8888,2,,,,2,,144.7929
4,40,1,3272,2,2,78,2,7,99,2,6,Z40,6,36,88,2,,,2,,,88,8888,2,,,,2,,144.7929
4,40,1,3291,1,1,69,5,5,98,2,6,Z90,6,96,4,2,,,1,9,98,,,2,,,,2,,146.4669
4,40,1,3297,3,1,35,4,5,99,2,7,Z90,1,35,10,1,982,48,2,,,3,2000,1,111000,1,,2,,146.4669
4,40,1,3299,1,1,54,5,4,99,3,7,Z90,1,81,12,1,848,44,2,,,4,2000,1,40000,1,,2,,146.4669
4,40,2,3460,3,1,27,2,8,99,2,6,Z90,1,81,15,1,872,12,2,,,11,2000,1,14000,1,80000,1,7000,883.9162
4,40,2,3548,1,1,48,2,7,99,2,7,552,1,80,24,1,552,5,2,,,7,2001,1,32000,1,40000,1,10000,972.308
4,34,1,2258,2,2,35,1,10,97,2,4,794,1,46,24,1,599,22,2,,,12,2000,1,20000,3,,1,4500,737.7755
4,34,1,2261,2,1,52,2,5,98,2,4,Z90,1,94,24,1,872,59,2,,,3,2000,1,54000,4,,2,,737.7755
4,34,1,2295,2,1,34,4,5,98,2,7,Z90,1,36,13,1,041,49,1,2,99,,,2,,,,1,950,811.5535
4,34,1,2298,2,1,45,3,12,98,2,7,386,1,5,24,1,381,36,1,1,99,,,2,,,,2,,811.5535
4,34,1,2300,3,2,38,3,8,96,4,7,794,1,81,36,1,386,36,2,,,88,8888,1,45000,3,,2,,811.5535
4,34,1,2303,4,1,34,2,6,98,2,4,532,1,80,29,1,532,48,2,,,88,8888,2,,,,2,,811.5535
4,34,1,2303,3,2,28,2,8,99,2,7,332,1,80,43,1,332,43,2,,,88,8888,1,50000,4,750000,1,3800,811.5535
4,34,1,1989,3,2,27,1,10,98,1,4,949,1,89,24,1,849,12,2,,,10,2000,1,30000,1,,2,,604.3516
4,34,1,1969,2,2,46,1,6,96,2,2,402,1,81,24,1,551,24,1,6,98,,,2,,,,2,,664.7869
4,34,1,1969,3,1,26,1,1,99,1,4,Z90,1,89,12,1,949,9,2,,,1,2000,1,51000,1,,2,,664.7869
4,34,1,1969,3,2,28,1,2,99,2,6,311,1,89,36,1,949,8,2,,,2,2002,1,55000,1,,2,,664.7869
4,34,1,1969,4,1,29,1,3,99,2,4,949,1,89,36,1,949,7,2,,,3,2002,2,,,,2,,664.7869
4,34,1,2584,2,1,51,6,5,99,2,3,954,1,81,12,1,959,60,2,,,5,2000,1,32600,1,,2,,561.3573
4,34,1,2592,3,1,22,1,8,99,1,6,Z30,4,1,12,1,532,1,2,,,88,8888,2,,,,2,,561.3573
4,34,1,2639,3,2,29,5,10,98,2,4,Z20,1,53,6,1,172,30,1,5,99,,,1,15000,2,,2,,750.0279
4,34,1,2533,3,2,26,1,9,99,1,7,211,8,96,6,1,029,1,2,,,4,2000,2,,,,2,,467.7976
4,34,1,2538,1,1,44,1,3,98,2,6,985,1,999,18,1,031,18,2,,,10,1999,1,121600,1,,1,4940,467.7976
4,34,1,2512,2,1,30,12,9,98,2,7,029,1,21,12,1,029,60,2,,,10,1999,1,180000,5,180000,2,,561.3572
4,34,1,2653,3,1,35,2,10,97,1,2,794,1,81,24,1,794,47,2,,,11,1999,1,12000,4,,2,,561.3576
4,34,1,2656,3,2,23,2,7,99,1,4,Z20,1,52,6,1,171,8,2,,,1,2000,1,3750,5,,2,,561.3576
4,34,1,2529,3,2,35,2,2,99,1,4,759,1,50,24,1,754,31,2,,,2,2001,1,41000,1,,2,,510.3248
4,34,2,3035,2,2,44,1,11,98,2,4,385,3,47,24,1,541,10,2,,,11,2000,1,90000,4,,2,,1160.5544
4,34,1,2200,3,1,43,1,9,95,2,4,Z90,6,96,60,1,593,36,2,,,88,8888,1,46000,4,,2,,604.3518
4,34,1,2077,1,1,55,3,2,97,2,7,199,1,51,88,1,219,36,2,,,88,8888,1,175000,4,,2,,830.9834
4,34,1,2078,3,1,32,1,9,98,1,7,199,8,52,12,1,199,12,1,9,99,,,2,,,,2,,830.9834
4,34,1,2083,1,1,71,4,4,99,2,7,Z40,8,46,1,2,,,1,5,99,,,2,,,,2,,830.9834
4,34,1,2083,2,2,67,4,8,99,2,7,Z40,4,96,3,2,,,2,,,10,1999,2,,,,1,6000,830.9834
4,34,1,2087,1,1,36,5,5,99,2,7,133,8,90,0,2,,,1,5,99,,,2,,,,1,100,830.9834
4,34,1,2087,2,2,36,1,12,97,2,7,Z20,4,39,0,2,,,1,12,97,,,2,,,,1,9000,830.9834
4,34,2,3104,3,2,34,2,9,97,1,4,311,1,81,24,1,549,50,1,9,99,,,1,50000,4,,2,,1218.5818
4,34,1,2121,2,1,36,1,1,99,2,6,326,1,47,12,1,532,9,2,,,1,2000,1,39000,1,,2,,553.9888
4,34,2,3044,3,1,31,3,11,96,1,6,Z90,1,96,12,1,989,36,1,11,97,,,2,,,,2,,1392.6644
4,34,1,2225,1,1,43,4,7,99,2,4,820,1,96,10,1,820,33,2,,,5,2000,1,72000,1,,2,,553.9896
4,34,1,2227,2,2,32,1,7,98,2,4,Z20,1,54,24,1,541,13,2,,,10,2000,1,18000,1,,2,,553.9896
4,34,1,2128,3,2,34,2,3,98,1,4,859,1,50,36,1,859,33,2,,,1,2000,1,120000,1,,1,2500,604.3519
4,34,1,2129,2,1,36,2,8,99,2,3,643,1,81,12,1,873,13,2,,,8,2000,1,50000,4,12000,1,39500,604.3519
4,34,1,2132,3,1,23,1,2,99,1,3,985,1,89,88,1,871,7,2,,,88,8888,1,78000,1,,2,,604.3519
4,34,1,2136,1,1,33,1,3,99,2,4,412,1,8,6,1,871,6,1,9,99,,,1,120000,1,12000,1,1300,604.3519
4,34,1,2786,2,1,36,5,6,98,2,7,Y19,1,81,10,1,084,50,2,,,12,1999,1,90000,1,,2,,342.6499
4,34,1,2714,4,1,34,5,2,99,2,7,369,1,50,10,1,989,50,2,,,11,1999,1,115500,1,,2,,423.9718
4,34,1,2756,3,2,28,2,9,99,4,6,Z20,1,81,24,1,451,48,2,,,99,2001,1,24000,1,70000,2,,411.1797
4,34,1,2755,3,2,45,2,5,99,2,4,794,2,81,24,1,793,50,2,,,8,2002,1,5000,1,,2,,411.1797
4,34,2,3155,2,1,40,5,7,99,2,4,959,1,81,12,1,959,60,2,,,5,2000,1,60000,4,40000,1,47500,453.1827
4,34,1,2762,3,1,33,2,1,98,1,7,711,1,95,10,1,981,50,2,,,10,1999,1,30000,1,,2,,456.8665
4,34,2,3190,4,1,39,5,7,99,2,6,171,1,96,10,1,171,32,2,,,5,2000,1,74000,1,38000,1,11400,791.0097
4,34,1,2851,2,1,44,6,7,99,2,4,985,1,81,12,1,216,60,2,,,12,1999,1,25000,4,60000,2,,519.7681
4,34,1,2854,1,1,68,1,9,98,2,1,Z90,4,18,4,2,,,1,2,99,,,2,,,,2,,519.7681
4,34,1,2854,2,2,67,1,9,98,2,1,Z90,4,18,4,2,,,1,2,99,,,2,,,,2,,519.7681
4,34,1,2896,2,1,43,2,11,98,2,7,Z90,1,81,24,1,551,35,2,,,11,2000,2,,,,2,,635.2719
4,34,1,2959,2,1,46,3,7,99,2,7,023,1,18,4,1,023,36,1,8,99,,,1,40000,1,20000,2,,571.7452
4,34,1,2963,2,1,56,5,6,99,2,7,111,1,81,6,1,111,51,2,,,88,8888,1,45600,1,7600,1,5500,571.7452
4,34,1,2963,3,1,32,4,1,99,2,7,216,1,81,8,1,216,48,2,,,11,1999,1,68400,1,,2,,571.7452
4,34,1,2929,2,1,56,3,3,97,2,7,853,1,81,24,1,855,60,1,7,99,,,1,45600,4,38000,2,,519.7679
4,34,1,2931,2,2,62,1,9,97,2,4,Z20,6,35,24,2,,,2,,,88,8888,2,,,,2,,519.7679
4,34,1,2933,2,2,52,2,9,98,2,7,135,4,47,12,1,541,57,2,,,88,8888,1,68400,1,,1,1500,519.7679
4,34,1,2151,2,2,37,1,12,96,2,6,Z20,1,89,12,1,599,12,1,12,97,,,1,18000,4,10000,2,,553.989
4,34,1,2014,2,1,36,3,8,99,2,6,Z90,1,96,9,1,981,27,2,,,5,2000,1,11000,1,,2,,740.4156
4,34,1,2016,6,2,24,3,8,99,2,2,Z20,1,52,6,1,172,13,2,,,12,1999,1,100000,1,200000,1,500,740.4156
4,34,1,2016,6,1,2,3,8,99,1,0,Z90,4,52,6,2,,,2,,,12,1999,,,,,,,842.7401
4,34,1,2025,3,1,23,1,11,98,1,6,859,8,89,0,1,859,9,2,,,11,1999,2,,,,2,,553.9887
4,34,1,2029,2,1,34,5,3,99,2,7,981,1,43,10,1,981,50,2,,,12,1999,1,120000,1,,2,,738.6517
4,34,1,2038,2,1,33,5,8,99,2,7,981,1,42,10,1,981,50,2,,,4,2000,1,80000,1,114000,2,,738.6517
4,34,1,2040,1,1,33,1,12,98,2,7,859,3,82,10,1,849,24,1,9,99,,,1,150000,1,,2,,738.6517
4,34,1,2069,3,1,33,3,1,99,2,4,939,1,81,12,1,939,38,2,,,12,1999,1,12000,5,,2,,604.3518
4,34,1,2071,3,1,28,1,5,95,2,7,Z90,1,96,24,1,071,38,1,7,98,,,2,,,,2,,604.3518
4,34,1,2071,4,2,27,1,5,95,2,6,Z20,8,96,24,2,,,1,7,98,,,2,,,,2,,604.3518
4,34,1,2071,5,1,7,1,5,95,1,0,Z90,8,96,24,2,,,1,7,98,,,,,,,,,687.8724
4,34,1,2071,3,1,26,1,1,98,2,7,441,1,96,4,1,071,4,1,5,98,,,2,,,,2,,604.3518
4,34,1,2187,2,2,25,3,1,98,2,3,Z20,1,52,12,1,179,6,2,,,1,2000,1,18000,4,,2,,675.8671
4,51,2,3704,4,1,34,2,7,99,2,7,Z90,1,24,24,1,989,12,2,,,6,2001,1,10000,1,,2,,899.8932
4,51,1,3598,3,2,25,1,3,99,1,6,852,1,89,24,1,859,6,2,,,3,2001,1,15000,1,,2,,697.236
4,51,1,3606,3,1,24,1,8,98,1,7,582,7,50,0,2,,,1,8,98,,,2,,,,2,,836.6828
4,51,1,3607,3,2,22,1,11,94,1,4,171,1,57,30,1,171,30,1,9,98,,,2,,,,2,,836.6828
4,51,1,3685,1,1,67,2,4,97,2,4,985,1,52,24,1,989,48,1,4,99,,,2,,,,2,,697.2354
4,53,1,4324,3,2,26,1,4,97,1,7,329,1,89,29,1,949,29,1,9,99,,,1,60000,1,50000,1,28000,647.4817
4,53,1,4227,3,2,25,1,7,99,1,6,Z90,1,89,24,1,314,2,2,,,5,2001,1,30000,1,,2,,538.5684
4,53,2,4566,3,2,31,3,8,99,1,7,386,1,39,24,1,541,60,2,,,8,2001,1,30000,1,20000,1,5000,1238.2046
4,59,1,5857,2,1,33,4,3,99,2,5,Z90,1,35,9,1,981,45,2,,,11,1999,1,116000,1,,2,,218.1943
4,59,1,5901,4,1,27,1,9,99,2,7,615,1,35,24,1,981,9,2,,,9,2001,2,,,,2,,250.5995
4,59,1,5845,2,1,57,4,10,98,2,7,043,1,46,12,1,043,60,2,,,10,1999,1,561600,1,,2,,218.1944
4,77,1,6169,3,2,31,1,11,97,1,6,451,1,89,36,1,799,56,1,9,99,,,1,110000,1,100000,1,22250,331.1376
4,77,2,6260,3,2,28,3,12,98,1,4,Z30,1,52,28,1,451,54,2,,,88,8888,2,,,,2,,423.845
4,77,2,6332,4,1,26,5,3,99,2,7,451,1,35,12,1,981,36,2,,,3,2000,1,120000,1,,2,,508.6142
4,77,2,6332,2,1,51,8,7,99,2,7,135,1,81,6,1,311,50,2,,,1,2001,1,30000,1,50000,1,37850,508.6142
4,77,2,6333,2,2,32,2,8,99,2,6,Z20,1,39,24,1,541,24,2,,,8,2001,1,33000,1,,2,,508.6142
4,52,2,4082,2,2,39,1,9,96,2,4,412,2,89,24,1,451,36,2,,,88,8888,1,30000,1,,1,11150,1173.4883
4,52,2,4083,3,2,27,1,5,95,1,4,451,1,47,60,1,451,52,2,,,12,1999,2,,,,2,,1173.4883
4,52,2,4083,1,1,25,1,4,97,1,5,599,1,89,36,1,599,29,2,,,4,2000,2,,,,1,8500,1173.4883
4,52,1,3914,3,2,21,1,7,99,1,7,053,1,52,24,1,179,3,2,,,1,2000,1,6600,4,,2,,389.3761
4,52,1,3915,2,2,34,4,8,98,2,6,Z20,1,39,12,1,541,48,1,8,99,,,1,20000,1,30000,1,3000,389.3761
4,52,1,3917,3,2,22,3,8,98,1,4,172,1,52,18,1,172,6,2,,,88,8888,1,10000,4,,2,,389.3761
4,52,1,3944,2,2,48,2,6,96,2,6,791,1,53,48,1,541,34,2,,,3,2000,1,41000,1,,1,16200,467.2512
4,52,2,4004,2,2,43,2,4,99,2,2,Z20,1,35,24,1,541,59,2,,,4,2001,1,90000,1,,2,,1075.6973
4,52,2,4005,3,2,27,2,1,99,1,6,490,1,39,24,1,541,41,2,,,3,2000,1,18000,1,,2,,1075.6973
4,52,2,4007,3,1,27,1,1,98,1,6,611,1,50,12,1,532,14,1,3,99,,,2,,,,2,,1075.6973
4,52,2,4007,3,2,25,2,3,99,1,6,Z20,1,39,24,1,541,21,2,,,3,2001,1,25000,1,,2,,1075.6973
4,52,2,4008,3,2,27,1,8,96,1,7,066,1,46,36,1,066,37,2,,,12,1999,1,29250,1,,2,,1075.6973
4,52,2,4008,3,1,24,2,9,98,1,7,Z30,1,35,12,1,981,26,2,,,1,2000,1,9750,2,,2,,1075.6973
4,52,2,4009,1,2,38,2,11,97,4,2,Z20,1,89,24,1,541,30,1,4,98,,,2,,,,2,,1075.6979
4,52,2,4012,1,1,24,1,11,97,1,7,135,1,81,24,1,981,18,1,6,99,,,1,20000,1,20000,2,,1075.6979
4,52,2,4038,3,2,30,2,8,98,1,3,451,1,81,24,1,541,48,2,,,5,2000,1,5500,4,,1,500,1075.6969
4,52,2,4041,3,2,31,2,11,98,1,4,451,4,39,6,1,532,12,1,5,99,,,1,10000,1,40000,1,30905,1075.6969
4,52,2,4126,2,2,30,1,2,98,2,4,Z20,1,89,36,1,549,20,2,,,2,2000,1,49000,1,,1,10350,1075.6947
4,52,2,4071,3,2,26,3,1,98,1,4,Z90,1,15,24,1,541,48,2,,,12,1999,1,7000,4,,2,,1290.8371
4,52,2,4073,3,2,28,2,5,98,1,4,452,1,89,24,1,541,27,2,,,5,2000,1,75000,1,,2,,1290.8371
4,52,2,4073,3,2,19,1,4,99,1,3,Z30,1,89,24,1,541,5,2,,,3,2001,2,,,,2,,1290.8371
4,56,2,5029,2,1,41,4,7,98,2,7,599,1,35,10,1,981,40,2,,,6,2000,2,,,,2,,1186.6724
4,56,1,4611,3,1,31,3,7,98,1,4,791,1,83,10,1,791,30,1,5,99,,,1,36000,1,12000,1,1700,815.8427
4,56,1,4617,2,1,35,2,5,99,2,7,425,3,81,12,1,432,26,2,,,88,8888,1,35000,1,,2,,815.8427
4,56,2,5041,1,1,50,3,8,98,2,3,611,1,81,12,1,985,54,2,,,88,8888,2,,,,2,,1186.6771
4,56,1,4733,3,2,25,2,4,99,4,6,Z90,1,81,24,1,541,29,2,,,3,2001,1,5000,1,,2,,815.8444
4,56,1,4735,6,2,27,1,8,96,2,7,Z20,3,96,88,2,,,2,,,88,8888,2,,,,2,,815.8444
4,56,1,4641,3,2,39,2,12,96,1,6,Z20,1,39,24,1,549,48,1,1,99,,,2,,,,2,,815.8442
4,56,1,4641,3,2,28,1,11,96,1,6,Z20,1,39,24,1,549,24,1,12,98,,,2,,,,2,,815.8442
4,56,1,4642,1,1,39,2,1,99,2,6,Z90,1,96,10,1,599,30,1,9,99,,,1,76000,1,76000,2,,815.8442
4,56,2,5014,2,2,30,1,5,99,2,6,Z20,1,89,24,1,541,5,2,,,4,2001,1,30000,1,,2,,1294.5543
4,56,2,5009,3,1,30,2,7,98,1,6,171,4,21,15,2,,,2,,,10,1999,2,,,,2,,1294.5543
4,56,1,4825,2,1,45,5,5,98,2,7,Z90,1,52,10,1,971,50,1,3,99,,,2,,,,2,,525.0771
4,56,1,4828,1,1,37,3,5,99,2,7,Z90,1,81,24,1,421,25,1,6,99,,,1,7000,1,3000,2,,525.0771
4,56,1,4830,2,1,72,5,7,98,2,5,Z40,6,96,88,2,,,2,,,88,8888,2,,,,2,,525.0771
4,56,1,4865,2,1,41,3,12,98,2,6,985,1,51,24,1,425,58,1,8,99,,,1,60000,1,,1,6500,441.4762
4,56,1,4920,2,1,46,5,5,99,2,5,985,1,35,12,1,700,45,2,,,5,2000,1,60000,1,,2,,441.4762
4,56,1,4683,2,2,52,1,11,98,1,7,135,4,96,1,2,,,1,1,99,,,2,,,,2,,747.8579
4,56,1,4683,1,1,53,1,11,98,2,7,135,4,96,1,2,,,1,1,99,,,2,,,,2,,747.8579
4,56,1,4684,3,2,39,5,11,97,1,7,Z90,1,94,12,1,066,38,1,10,98,,,2,,,,2,,747.8579
4,56,1,4685,3,2,56,3,2,99,3,3,Z90,4,1,12,1,542,36,2,,,3,2000,1,42000,1,,2,,747.8579
4,56,1,4690,3,1,28,2,5,99,1,6,Z90,1,96,10,1,532,18,2,,,2,2000,1,65000,1,,2,,747.8579
4,56,1,4692,2,2,73,5,2,99,2,7,Z90,8,96,0,2,,,1,3,99,,,2,,,,2,,747.8579
4,56,2,5057,2,1,27,5,8,99,2,6,971,1,81,10,1,971,50,2,,,6,2000,1,21000,4,40000,1,24000,1631.8921
4,56,2,5056,2,1,57,2,11,98,2,4,846,1,96,24,1,846,12,2,,,2,2000,1,42000,4,,2,,1631.8921
4,56,2,5056,3,1,32,3,9,96,2,6,Z90,1,81,24,1,855,42,1,9,98,,,2,,,,2,,1631.8921
4,56,2,4960,2,2,38,2,4,97,2,2,Z20,1,82,36,1,541,50,2,,,4,2000,1,36000,4,,2,,1274.8709
4,56,2,5128,2,2,40,1,9,99,2,6,Z30,1,10,24,1,541,1,2,,,9,2001,1,6000,4,,2,,1294.5552
4,56,2,5026,3,1,29,2,11,98,1,5,Z90,1,35,9,1,982,18,1,8,99,,,1,12000,1,12000,2,,1582.231
4,58,1,5186,2,2,45,1,5,98,2,3,Z20,1,39,24,1,541,16,2,,,5,2000,1,5000,1,,2,,486.0094
4,58,1,5187,1,1,49,1,6,95,2,3,951,1,81,24,1,952,24,1,6,97,,,2,,,,2,,486.0094
4,58,1,5193,3,2,39,1,2,98,1,7,794,1,39,24,1,451,20,2,,,2,2000,1,20000,1,,2,,486.0094
4,58,1,5197,2,1,45,2,7,99,2,1,954,1,81,12,1,959,24,2,,,88,8888,1,30000,1,30000,1,1000,547.2646
4,58,1,5204,2,1,31,2,9,99,2,6,022,1,81,24,1,700,24,2,,,88,8888,1,70200,1,70200,2,,547.2646
4,58,1,5217,2,1,35,1,3,98,1,4,973,1,81,20,1,173,20,2,,,88,8888,1,60000,1,,2,,486.0098
4,58,1,5541,2,1,51,2,9,98,2,4,Z90,1,81,24,1,973,36,2,,,9,2000,1,44700,4,,2,,941.5741
4,58,1,5549,2,1,45,3,7,99,2,7,Z90,1,50,12,1,081,36,2,,,7,2000,1,75000,1,50000,2,,941.5737
4,58,1,5551,2,1,39,2,8,99,2,7,022,1,94,24,1,022,36,2,,,8,2001,1,45000,1,30000,2,,941.5737
4,58,1,5553,2,1,50,1,11,94,2,6,856,1,96,88,1,096,57,2,,,88,8888,1,60000,1,,2,,941.5737
4,58,1,5570,3,2,31,1,1,98,1,7,083,1,96,36,1,083,30,2,,,88,8888,1,90000,1,,2,,960.7606
4,58,1,5573,2,2,45,2,4,99,2,6,Z20,1,81,12,1,066,16,2,,,3,2000,1,100000,1,,2,,960.7606
4,58,2,5776,2,1,41,1,9,97,2,6,323,1,18,36,1,541,24,2,,,9,2000,1,40000,1,,2,,270.2976
4,58,2,5787,2,1,37,1,4,98,3,7,985,1,81,24,1,985,17,2,,,4,2000,1,42000,1,,2,,230.186
4,58,2,5791,2,1,47,1,10,97,2,2,959,1,81,24,1,959,23,2,,,10,1999,1,48000,4,,2,,230.186
4,58,2,5795,2,1,41,1,10,97,2,6,985,1,81,24,1,962,23,2,,,10,1999,1,48000,4,,2,,230.186
4,58,1,5224,2,1,48,1,7,97,2,3,973,1,81,24,1,973,27,2,,,7,2000,1,46000,4,,2,,648.0132
4,58,1,5228,2,1,50,1,10,96,2,1,985,1,81,24,1,973,36,2,,,12,1999,1,60000,4,,2,,648.0132
4,58,1,5229,2,1,46,1,1,99,2,3,985,1,81,18,1,973,9,2,,,6,2000,1,30000,4,,2,,648.0132
4,58,1,5230,2,1,36,2,3,99,2,6,531,1,96,7,1,531,6,2,,,12,1999,1,109000,1,,2,,648.0132
4,58,1,5246,3,1,29,1,11,98,2,6,834,1,81,24,1,874,11,2,,,11,2000,1,41400,4,,1,4300,486.01
4,58,1,5246,4,1,24,1,11,98,2,6,874,1,81,24,1,874,10,2,,,11,2000,1,29000,4,,1,3000,486.01
4,58,1,5247,2,1,46,4,12,98,2,6,834,1,81,12,1,834,48,2,,,12,1999,1,89000,1,,1,17200,486.01
4,58,1,5250,1,1,28,4,8,98,2,7,846,1,70,10,1,982,48,1,6,99,,,1,38488,1,38000,2,,486.01
4,58,1,5251,3,1,29,1,11,98,2,4,700,1,81,24,1,872,10,2,,,11,2000,1,44000,4,,2,,486.01
4,58,1,5252,4,1,32,1,7,98,2,6,872,1,89,24,1,872,14,2,,,7,2000,2,,,,2,,486.01
4,58,1,5254,6,1,32,1,9,99,1,3,834,1,81,24,1,834,9,2,,,10,2001,2,,,,2,,486.01
4,58,1,5259,2,1,37,1,5,99,2,7,039,1,4,7,1,039,4,2,,,12,1999,1,84000,1,,2,,635.6222
4,58,1,5261,2,2,33,1,10,98,2,3,794,1,39,24,1,541,11,2,,,10,2000,1,22300,4,,2,,635.6222
4,58,1,5270,2,1,38,2,12,98,2,4,985,1,89,12,1,872,8,1,8,99,,,1,80000,1,40000,1,2500,583.2119
4,58,1,5274,2,1,29,2,3,99,2,6,851,1,89,12,1,851,30,2,,,3,2000,1,90000,1,,2,,583.2119
4,58,1,5618,3,1,32,1,7,98,1,4,979,1,81,24,1,979,8,1,3,99,,,2,,,,2,,555.6362
4,58,1,5620,3,1,32,1,8,99,1,4,951,1,81,24,1,551,24,2,,,8,2001,2,,,,2,,555.6362
4,58,1,5633,3,1,25,2,4,98,1,7,700,1,81,12,1,039,15,1,1,99,,,1,20000,1,,1,1800,606.1487
4,58,1,5641,2,2,50,1,10,95,2,2,Z20,3,96,62,1,541,60,2,,,88,8888,1,10000,3,,1,6000,606.1485
4,58,1,5675,3,2,22,1,1,99,1,7,451,1,81,9,1,541,9,2,,,1,2001,1,15000,4,,2,,666.7634
4,58,1,5680,2,1,35,1,2,98,2,4,951,1,81,24,1,952,19,2,,,2,2000,1,60000,1,,2,,606.1487
4,58,1,5692,2,1,41,4,9,99,2,7,066,1,81,12,1,066,48,2,,,9,2000,1,100000,1,,2,,570.3494
4,58,1,5698,2,1,39,3,11,98,2,6,985,1,81,24,1,979,36,1,9,99,,,1,3600,1,7800,2,,570.3494
4,58,2,5713,1,1,54,6,3,99,2,5,054,1,56,6,1,981,36,1,9,99,,,1,116000,1,95000,2,,389.7324
4,58,2,5716,1,1,74,1,7,99,2,1,611,4,96,6,2,,,2,,,1,2000,2,,,,2,,389.7324
4,58,2,5716,2,2,75,1,4,99,2,0,Z20,4,96,9,2,,,2,,,1,2000,2,,,,2,,389.7324
4,58,2,5721,3,1,35,2,3,98,2,7,329,1,15,24,1,386,30,2,,,3,2000,1,30000,1,,1,5000,389.7324
4,58,1,5414,1,1,31,1,5,95,2,4,954,1,81,24,1,985,24,1,9,96,,,2,,,,2,,486.01
4,58,1,5416,3,2,34,1,3,99,1,4,794,1,82,24,1,541,6,2,,,3,2001,1,19500,1,,2,,486.01
4,58,1,5421,3,1,33,6,7,98,1,7,386,1,81,12,1,311,60,2,,,12,1999,2,,,,2,,486.01
4,58,1,5424,4,1,28,2,12,98,2,4,Z90,6,96,10,1,859,60,2,,,12,1999,1,38400,3,,1,2000,486.01
