REGN,PROV,URB,HHCN,REL,SEX,AGE,TMSLEFT,MOLEFT,YRLEFT,MSTAT,GRADE,USOCC,REASON,CTRY,STAY,WORK,OCUP,NOMONTH,RET,MORET,YRRET,MOEXP,YREXP,CASHREM,CASHAMT,MODE,CASHHOME,INKIND,KINDAMT,SWGT
6,6,2,493,3,2,40,1,1,99,2,2,541,1,89,12,1,541,24,2,,,1,2000,1,28000,1,,2,,887.8068
6,6,2,494,3,1,34,3,3,99,2,7,Z90,1,52,10,1,981,27,2,,,2,2000,1,36000,1,,2,,887.8068
6,79,1,2882,3,2,24,1,5,99,1,7,066,1,94,24,1,066,5,2,,,4,2001,1,15000,1,,2,,76.7575
6,79,1,2883,4,2,28,1,4,99,2,4,Z20,1,39,24,1,541,5,2,,,4,2001,1,26000,4,,1,4000,76.7575
6,79,1,2885,1,1,64,2,1,97,2,1,Z90,6,96,12,1,Z90,24,1,9,98,,,2,,,,2,,76.7575
6,79,1,2890,4,1,28,3,7,99,2,7,Z90,1,96,10,1,532,30,2,,,6,2000,2,,,,2,,76.7575
6,79,2,2943,6,2,46,2,4,99,4,7,Z20,1,95,88,1,541,52,2,,,11,2002,1,35000,1,,2,,554.9021
6,79,2,2944,1,1,40,2,2,99,2,6,849,1,82,10,1,849,16,2,,,11,1999,1,60000,1,,2,,554.9021
6,79,2,2961,3,2,38,1,4,99,2,4,541,1,94,24,1,541,52,2,,,3,2001,1,30000,4,120000,2,,678.2129
6,79,1,2909,2,1,53,3,7,99,2,7,216,1,52,10,1,043,32,1,9,99,,,1,20000,1,25000,1,10000,92.1091
6,79,1,2910,1,1,42,3,2,97,2,7,Z90,1,35,10,1,042,36,1,11,98,,,2,,,,2,,92.1091
6,79,1,2911,2,1,36,2,7,97,2,7,Z90,1,50,24,1,949,24,2,,,12,1999,2,,,,2,,92.1091
6,79,1,2924,2,2,30,1,9,96,2,4,Z20,1,39,24,1,541,24,1,9,98,,,2,,,,2,,90.4642
6,79,1,2925,3,1,25,2,6,99,1,6,Z90,1,39,12,1,981,24,2,,,4,2000,1,14000,1,30000,1,11600,90.4642
6,79,2,3033,2,1,38,2,12,98,2,7,Z90,1,52,10,1,982,19,2,,,12,1999,1,48000,1,,2,,570.7561
6,19,1,701,3,1,34,3,4,98,1,6,Z30,1,81,12,1,981,36,1,4,99,,,2,,,,1,23500,408.4399
6,19,1,714,4,1,36,2,8,98,2,7,621,1,52,9,1,848,12,1,4,99,,,2,,,,1,10000,408.4404
6,19,1,722,3,1,32,3,1,98,1,7,451,1,81,24,1,451,58,2,,,1,2000,1,18000,4,,1,6000,408.4402
6,19,1,723,6,2,34,1,8,96,3,4,452,1,46,24,1,541,37,2,,,10,1999,1,52000,1,,2,,408.4402
6,19,1,761,3,2,30,1,9,95,1,4,Z20,1,82,24,1,541,24,1,9,97,,,2,,,,2,,445.571
6,19,1,781,3,2,30,2,12,97,1,6,Z30,1,94,24,1,541,41,1,5,98,,,2,,,,2,,408.44
6,19,1,792,6,2,50,4,5,97,3,4,412,1,10,36,1,541,55,2,,,88,8888,1,30000,1,,2,,408.44
6,19,1,810,2,1,34,4,5,99,2,7,985,1,82,12,1,981,35,2,,,4,2000,1,60000,1,,2,,450.7456
6,19,2,822,3,1,34,2,12,96,1,5,Z30,1,50,24,1,946,36,1,12,98,,,2,,,,2,,664.4634
6,19,2,908,2,1,38,4,3,99,2,6,700,1,1,10,1,982,39,2,,,1,2000,1,78000,1,,2,,664.4627
6,19,2,910,3,2,28,3,4,98,1,6,Z20,1,89,24,1,949,36,2,,,3,2000,1,30000,1,,2,,664.4627
6,19,2,870,3,1,29,2,9,99,1,7,Z20,1,35,10,1,982,10,2,,,7,2000,1,16000,1,30000,2,,664.4631
6,19,2,870,3,2,28,2,9,99,1,7,Z20,1,89,12,1,541,12,2,,,8,2000,1,9000,1,10000,2,,664.4631
6,19,2,925,3,2,25,2,9,99,1,6,451,1,39,24,1,541,29,2,,,9,2001,1,15000,1,50000,1,42500,707.4129
6,19,2,925,3,2,22,1,12,98,1,6,Z20,1,39,36,1,541,10,2,,,11,2001,1,25000,1,,2,,707.4129
6,19,2,999,4,1,31,3,9,99,2,7,412,1,33,10,1,855,32,2,,,8,2000,2,,,,1,3050,797.3574
6,19,2,999,3,2,30,1,8,99,2,7,412,1,89,12,1,949,2,2,,,10,2000,2,,,,2,,797.3574
6,19,2,1003,3,2,23,1,7,99,1,6,451,1,51,24,1,541,3,2,,,8,2001,2,,,,2,,797.3574
6,45,1,2264,1,1,45,4,12,98,2,7,649,1,52,10,1,981,37,1,9,99,,,1,95000,1,100000,1,44000,506.866
6,45,1,2278,3,2,32,3,4,99,1,7,135,1,39,24,1,541,60,2,,,4,2001,1,18000,1,,1,15000,456.3893
6,45,1,2278,3,2,26,1,7,98,2,6,Z20,1,39,12,1,541,11,1,6,99,,,1,18000,1,4500,1,14600,456.3893
6,45,1,2314,2,2,37,1,6,96,2,7,451,1,82,48,1,541,39,2,,,99,2000,1,44000,1,,1,35000,456.3897
6,45,1,2315,3,1,41,5,4,99,1,5,451,1,33,10,1,981,50,2,,,3,2000,1,25000,1,,2,,456.3897
6,45,1,2354,1,1,35,1,8,97,2,5,872,1,15,24,1,872,10,1,7,98,,,2,,,,2,,502.028
6,45,1,2365,2,2,48,4,3,99,2,7,Z20,1,39,48,1,541,58,2,,,7,2000,1,84000,1,,2,,456.3893
6,45,1,2366,2,2,33,1,9,98,2,7,134,4,96,24,1,199,12,2,,,3,2000,1,120000,1,,1,20000,456.3893
6,45,1,2371,3,2,37,1,4,98,1,4,452,1,39,21,1,541,60,2,,,12,1999,1,12000,1,,2,,456.3893
6,45,1,2409,4,1,45,5,9,99,2,7,Z90,1,52,10,1,981,50,2,,,8,2000,1,10000,1,24000,1,3500,418.3571
6,45,1,2456,1,1,50,5,4,98,2,7,111,1,80,88,1,111,50,2,,,88,8888,1,51000,1,,1,5000,418.3571
6,45,1,2458,3,2,23,1,7,99,1,7,Z90,1,39,24,1,541,2,2,,,7,2001,1,8000,3,,2,,418.3571
6,45,1,2460,1,1,40,4,9,99,1,7,Z90,1,82,10,1,981,40,2,,,7,2000,1,20000,1,54000,1,2500,418.3571
6,45,1,2485,4,1,39,5,7,99,2,6,611,1,52,12,1,981,48,2,,,88,8888,1,65000,1,58500,1,83150,502.0283
6,45,1,2509,1,1,43,7,6,99,2,7,981,1,95,6,1,043,52,2,,,12,1999,1,277000,1,80000,1,41100,402.353
6,45,1,2515,3,2,21,1,8,98,1,4,451,1,39,24,1,541,13,2,,,8,2000,1,60000,1,,2,,402.353
6,45,1,2094,3,2,30,2,6,98,1,7,386,1,89,12,1,859,24,1,5,99,,,1,25000,1,50000,1,25000,523.6131
6,45,1,2107,3,2,27,2,4,98,1,7,Z30,1,39,24,1,541,48,2,,,4,2000,1,30000,1,,2,,519.1137
6,45,2,2723,3,1,25,1,4,98,1,7,981,1,96,18,1,981,18,2,,,10,1999,1,40000,1,,1,59400,1016.4116
6,45,1,2147,3,2,28,2,5,99,1,6,541,1,81,36,1,541,40,2,,,5,2002,1,7600,1,30000,1,1000,542.1659
6,45,1,2147,3,2,25,1,8,98,1,6,532,1,53,24,1,541,25,2,,,88,8888,1,1500,1,,2,,542.1659
6,45,2,2635,3,1,24,2,8,96,1,7,Z90,1,52,24,1,981,24,1,11,98,,,2,,,,2,,1108.8123
6,45,2,2579,1,1,33,2,6,98,2,4,Z90,1,81,24,1,843,60,2,,,9,2000,1,50000,4,,2,,1285.3266
6,45,1,2235,4,2,37,1,3,99,2,7,Z20,1,46,24,1,541,6,2,,,3,2001,1,41800,1,,2,,639.9714
6,45,1,2202,2,2,37,3,9,98,2,7,386,1,78,12,1,541,36,2,,,10,1999,1,24000,1,,2,,523.6132
6,45,2,2650,3,2,23,1,11,98,2,6,451,1,39,24,1,541,10,2,,,12,2001,1,22000,1,,1,8400,1028.1526
6,45,1,2037,3,2,29,3,12,98,1,6,451,1,39,24,1,541,49,2,,,12,2000,1,10000,1,,2,,523.6137
6,45,2,2737,2,1,52,5,4,99,2,4,Z90,1,82,10,1,981,50,2,,,10,1999,1,100000,1,40000,2,,1108.8077
6,45,1,1986,4,1,31,3,11,97,2,7,Z90,1,35,17,1,981,45,1,3,99,,,2,,,,2,,575.9745
6,45,2,2654,3,1,35,4,1,99,1,7,Z90,1,52,12,1,981,48,2,,,1,2000,1,60000,1,,2,,1016.412
6,45,1,1952,3,1,47,2,2,95,1,7,Z90,1,18,88,1,959,52,1,6,99,,,1,5000,2,420000,2,,523.6131
6,45,1,2076,6,2,45,1,1,96,2,7,549,1,59,88,1,549,59,2,,,4,2000,1,24000,1,,2,,523.6123
6,45,1,2135,3,1,24,1,7,98,1,7,325,1,81,24,1,066,15,2,,,7,2000,1,49200,4,,2,,479.9792
6,45,1,2135,3,2,22,1,8,98,1,7,332,1,82,24,1,599,12,1,8,99,,,1,42000,1,15000,1,17500,479.9792
6,45,1,2131,3,2,29,3,8,98,1,4,Z90,3,82,12,1,531,12,2,,,4,2000,1,18000,1,,2,,479.9792
6,45,1,2131,3,2,28,1,11,98,1,4,Z90,1,81,24,1,531,11,2,,,11,2000,1,12000,1,,2,,479.9792
6,30,2,1801,3,2,32,5,7,99,5,6,Z20,1,89,10,1,541,30,2,,,3,2000,1,10000,1,,2,,779.6153
6,30,2,1801,3,1,38,5,2,99,1,5,621,1,52,10,1,981,40,2,,,11,1999,1,24000,1,,2,,779.6153
6,30,2,1801,3,1,28,4,2,99,1,5,621,1,82,10,1,981,25,2,,,11,1999,1,15000,1,,2,,779.6153
6,30,1,1060,3,2,30,1,1,98,1,6,Z30,1,39,24,1,541,20,2,,,1,2000,2,,,,1,2000,670.3191
6,30,1,1061,3,2,24,1,3,98,1,6,855,1,39,13,1,541,13,1,5,99,,,2,,,,1,15000,670.3191
6,30,1,1064,3,1,37,3,2,99,2,7,Z30,1,89,10,1,042,38,2,,,12,1999,1,48000,1,,2,,670.3191
6,30,1,1067,6,1,37,1,3,96,2,7,111,6,96,1,1,329,1,1,4,96,,,2,,,,2,,670.3191
6,30,1,1068,2,1,41,5,1,99,2,6,Z90,1,96,10,1,043,49,2,,,11,1999,1,136100,1,,1,1000,670.3191
6,30,2,1520,2,2,33,1,5,99,2,4,791,1,82,24,1,541,4,2,,,6,2001,2,,,,2,,935.5385
6,30,2,1588,3,2,26,1,4,98,1,5,541,1,82,24,1,541,6,1,11,98,,,2,,,,2,,735.0622
6,30,2,1593,3,1,54,1,9,96,2,4,871,1,81,33,1,962,33,1,6,99,,,1,28000,1,200000,2,,735.0622
6,30,1,1117,3,2,35,3,8,99,1,7,Z90,2,39,24,1,541,36,2,,,99,2001,2,,,,1,16700,633.1612
6,30,1,1118,2,1,43,2,2,96,2,7,Z90,1,46,88,1,079,60,2,,,99,2000,1,180000,1,,1,5000,633.1612
6,30,2,1705,3,1,30,2,7,99,1,7,Z90,1,50,10,1,042,50,2,,,5,2000,2,,,,2,,779.6128
6,30,2,1705,3,1,33,1,1,99,2,7,985,6,18,88,1,872,6,2,,,88,8888,1,360000,1,,2,,779.6128
6,30,2,1837,3,2,28,1,5,96,1,4,389,1,46,48,1,541,28,2,,,12,1999,1,180000,1,,2,,779.6186
6,30,1,1082,3,1,25,1,1,97,1,2,813,1,57,24,1,959,24,1,2,99,,,2,,,,2,,690.7233
6,30,1,1084,2,2,44,1,5,97,2,3,Z20,1,39,24,1,541,28,2,,,6,2001,1,42000,1,,1,6000,690.7233
6,30,1,1085,3,1,28,2,3,97,1,4,621,1,81,24,1,939,36,2,,,11,1999,1,30000,1,,2,,690.7233
6,30,1,1088,3,2,52,3,11,98,1,7,541,1,39,12,1,541,36,2,,,12,1999,1,20000,1,,1,500,690.7233
6,30,1,1089,3,2,29,2,3,99,1,4,Z20,1,82,24,1,541,36,2,,,12,1999,2,,,,1,3500,690.7233
6,30,1,1105,3,1,27,2,3,99,1,7,981,1,52,10,1,981,30,2,,,1,2000,1,24000,1,,2,,633.1618
6,30,1,1106,2,1,46,4,6,99,2,7,042,1,82,3,1,042,33,1,9,99,,,1,30000,1,50000,1,4000,633.1618
6,30,1,1107,2,1,53,5,4,99,2,7,199,1,81,12,1,199,60,2,,,4,2000,1,150000,1,,1,17500,633.1618
6,30,2,1610,4,1,38,2,5,98,2,7,Z90,1,39,24,1,985,48,2,,,5,2000,1,30000,1,,2,,779.6116
6,30,2,1610,3,2,40,2,5,98,2,6,Z90,1,18,36,1,541,60,2,,,5,2001,2,,,,2,,779.6116
6,30,2,1722,4,2,34,5,2,99,2,6,Z90,1,66,10,1,981,50,2,,,12,1999,1,48000,1,,2,,795.7416
6,30,2,1754,3,2,27,2,6,97,1,7,384,4,82,0,2,,,1,7,97,,,2,,,,2,,850.4856
6,30,2,1759,3,1,34,2,9,96,1,6,370,1,10,12,1,383,9,1,5,97,,,2,,,,2,,850.4856
6,30,2,1759,3,2,36,4,1,98,2,7,219,1,96,88,1,219,60,2,,,5,2000,1,120000,1,,1,15500,850.4856
6,30,2,1764,3,2,24,2,12,98,1,7,066,1,89,15,1,079,19,2,,,2,2000,1,16000,1,,2,,850.4856
6,30,2,1764,3,1,30,2,99,96,1,7,Z90,4,1,88,1,776,60,2,,,88,8888,2,,,,2,,850.4856
6,30,2,1443,3,1,39,3,10,96,3,7,621,1,55,10,1,981,32,1,9,97,,,2,,,,2,,850.4879
6,30,2,1449,4,1,29,2,4,98,2,5,Y11,1,15,21,1,532,60,2,,,12,1999,1,65500,1,,2,,850.4879
6,30,1,1153,2,2,48,2,11,97,2,7,Z20,1,39,88,1,325,60,2,,,88,8888,1,26000,1,,2,,316.4028
6,30,1,1160,1,1,48,5,12,98,2,7,Z90,1,66,8,1,981,40,1,8,99,,,1,100800,1,20000,1,2100,316.4028
6,30,1,1203,3,2,31,1,6,99,1,7,062,1,80,24,1,062,4,2,,,6,2000,1,10000,1,,2,,292.417
6,30,1,1206,7,2,30,1,9,98,1,6,452,1,82,24,1,541,12,2,,,9,2000,1,7000,4,,2,,292.417
6,30,1,1210,3,2,34,2,6,97,4,6,560,1,10,24,1,541,34,2,,,1,2000,1,10000,4,,2,,292.417
6,30,1,1223,3,1,30,4,7,98,1,7,Z30,1,52,8,1,981,45,1,3,99,,,2,,,,2,,345.1665
6,30,1,1223,3,1,34,9,12,98,1,7,Z30,1,33,5,1,981,50,1,3,99,,,2,,,,2,,345.1665
6,30,1,1248,4,1,40,3,4,99,2,5,981,1,63,10,1,981,30,2,,,2,2000,1,45000,1,,2,,316.4027
6,30,1,1276,3,2,24,1,2,98,1,7,Z10,1,96,24,1,066,30,2,,,12,1999,1,40000,1,,2,,345.1663
6,30,1,1284,3,2,28,2,9,99,1,7,Z90,1,50,88,1,855,26,2,,,88,8888,2,,,,2,,345.1663
6,30,1,1290,3,1,45,5,3,99,2,7,Z90,1,66,10,1,042,50,2,,,12,2000,1,48000,1,,2,,345.1667
6,30,1,1290,4,2,43,4,1,99,2,7,133,1,94,11,1,111,41,2,,,11,1999,1,24000,1,,2,,345.1667
6,30,1,1291,1,1,51,8,11,98,2,4,043,1,94,6,1,043,48,1,5,99,,,1,30000,1,27000,2,,345.1667
6,30,1,1305,2,2,39,2,6,96,2,6,Z20,1,39,21,1,541,46,1,3,98,,,2,,,,2,,316.403
6,30,1,1306,3,1,31,4,11,98,1,5,Z30,1,52,18,1,532,60,2,,,5,2000,1,36000,1,,2,,316.403
6,30,1,1313,3,2,28,2,9,99,1,7,066,6,96,88,1,066,49,2,,,88,8888,2,,,,1,70000,316.4028
6,30,1,1328,4,1,33,1,9,95,2,6,362,3,96,88,1,219,49,2,,,88,8888,1,136800,2,,2,,345.1665
6,30,1,1373,3,1,41,7,3,99,2,5,Z90,1,66,6,1,981,42,1,9,99,,,1,200000,1,200000,1,42000,316.4027
6,30,1,1373,4,1,36,5,6,99,2,7,Z90,1,66,6,1,981,39,2,,,12,1999,1,60000,1,,2,,316.4027
6,30,1,1375,1,1,51,5,8,99,2,4,Z90,1,95,10,1,981,50,2,,,5,2000,1,17000,1,110000,1,14000,316.4027
6,30,1,1383,2,1,31,3,12,97,2,4,532,1,81,24,1,985,60,2,,,10,1999,1,60000,1,,2,,316.4028
6,30,1,1398,1,1,54,2,5,99,2,6,771,1,81,24,1,985,48,2,,,4,2001,1,19000,4,,1,2750,321.8313
6,30,1,1399,1,1,39,5,4,99,2,6,Z90,1,6,10,1,043,50,2,,,3,2000,1,304000,2,,2,,321.8313
6,30,1,1404,3,2,28,3,8,99,1,7,Z90,1,96,12,1,066,36,2,,,11,2000,1,24000,1,,1,5800,321.8313
6,30,1,1420,1,1,54,5,2,98,2,5,Z90,1,52,12,1,370,54,1,3,99,,,2,,,,2,,316.4029
6,30,1,1426,2,1,37,4,9,99,2,5,Z90,1,66,8,1,043,40,2,,,5,2000,1,200000,1,60000,1,2200,316.4029
6,30,1,1439,1,1,52,2,5,97,2,5,Z90,1,33,10,1,043,24,2,,,12,1999,1,90000,1,,2,,353.861
6,30,2,1622,4,1,40,2,4,99,2,4,Z90,1,81,6,1,985,12,2,,,10,1999,1,45000,4,,2,,779.6154
6,30,2,1469,2,2,33,1,6,98,2,5,Z20,1,39,15,1,541,15,2,,,6,2000,1,49000,1,,2,,935.5285
6,30,2,1475,3,2,29,1,1,99,1,6,541,1,39,11,1,541,20,2,,,12,1999,1,24000,1,,2,,935.5285
6,30,2,1650,3,2,23,1,10,98,1,4,560,1,82,24,1,541,24,1,6,99,,,1,5000,4,20000,1,1200,779.6133
6,30,2,1651,2,2,47,2,5,98,2,4,Z20,1,51,88,1,541,60,2,,,88,8888,1,12000,1,,2,,779.6133
6,30,2,1669,1,1,41,5,7,99,2,6,611,1,35,6,1,981,42,2,,,1,2000,1,48000,1,80000,1,23000,1137.5491
6,30,1,1029,2,2,44,4,6,98,3,5,067,1,56,24,1,079,56,2,,,3,2000,2,,,,2,,690.7221
6,30,2,1798,2,2,48,1,5,95,2,2,Z20,1,39,88,1,541,51,2,,,88,8888,1,30000,4,,1,8500,779.6154
6,30,1,1038,2,1,48,6,8,99,2,5,981,1,66,7,1,981,35,2,,,3,2000,1,10000,1,45000,1,4450,633.1618
6,30,1,1043,3,2,34,2,2,98,1,7,066,1,81,88,1,066,44,2,,,88,8888,1,16000,1,,2,,633.1618
6,30,2,1567,2,1,63,3,3,99,2,7,621,1,65,12,1,981,36,2,,,3,2000,1,150000,1,,2,,876.9023
6,30,1,1047,2,2,47,3,4,97,2,4,Z20,1,57,20,1,541,60,2,,,1,2000,1,22500,1,,2,,633.1613
6,30,1,1048,3,1,25,1,9,97,1,7,Z30,1,95,12,1,599,12,1,8,98,,,2,,,,2,,633.1613
6,30,1,1048,1,1,48,5,8,99,2,6,Z90,1,95,10,1,042,50,2,,,4,2000,2,,,,1,13200,633.1613
6,30,1,1055,2,1,31,5,1,99,2,7,Z90,1,52,10,1,042,50,2,,,10,1999,1,140000,1,,1,7000,633.1613
6,30,1,1055,6,2,52,2,5,96,1,7,Z90,1,81,15,1,541,22,1,8,98,,,2,,,,2,,633.1613
6,30,1,1056,3,2,32,3,9,96,2,6,Z20,1,82,30,1,541,50,2,,,11,1999,1,24000,1,,1,5500,633.1613
6,30,1,1056,3,2,29,1,10,94,1,6,Z30,1,57,88,1,541,60,2,,,88,8888,1,22000,1,,1,6100,633.1613
7,12,2,187,2,1,42,5,10,98,2,3,612,1,18,6,1,981,25,1,5,99,,,2,,,2000,1,3000,931.5147
7,12,2,184,2,1,46,3,8,99,2,7,Z90,1,1,10,1,982,21,2,,,6,2000,2,,,30000,2,,931.5147
7,12,2,184,2,1,46,3,8,99,2,7,Z90,1,1,10,1,982,21,2,,,6,2000,2,,,30000,2,,931.5147
7,12,2,189,6,1,64,5,7,99,2,2,Z90,6,96,10,2,,,2,,,5,2000,1,15200,1,20000,2,,931.5147
7,12,2,189,6,2,59,5,7,99,2,2,Z90,6,96,12,2,,,2,,,5,2000,2,,,,2,,931.5147
7,12,2,191,6,2,33,2,3,97,1,6,949,1,51,48,1,541,60,2,,,88,8888,1,4000,1,,2,,931.5147
7,12,1,144,1,1,32,1,12,98,2,3,872,1,52,10,1,872,10,1,9,99,,,1,40000,1,15000,1,11150,389.1492
7,12,2,351,3,1,24,2,1,99,1,7,985,1,52,10,1,981,9,2,,,11,1999,1,36000,1,,1,25000,931.5098
7,12,2,358,3,1,37,2,2,99,2,7,Z30,1,52,9,1,981,20,2,,,11,1999,1,42000,1,,2,,931.5098
7,12,1,13,4,1,34,2,3,99,2,7,042,1,50,24,1,042,40,2,,,4,2001,1,100000,1,,2,,356.7203
7,12,1,69,3,2,32,1,7,98,1,7,Z30,1,96,24,1,066,15,2,,,88,8888,1,40000,5,,2,,356.7201
7,12,1,80,3,2,26,2,1,98,1,7,Z20,1,81,24,1,541,15,2,,,1,2000,1,10700,1,,2,,359.5662
7,12,1,42,2,1,30,4,8,99,2,7,Z90,1,52,12,1,981,35,2,,,7,2000,2,,,,2,,389.1492
7,12,1,45,3,2,22,1,5,99,1,6,Z30,1,52,6,1,594,5,2,,,11,1999,1,10000,1,,2,,389.1492
7,12,1,49,3,2,29,2,2,98,1,7,066,1,81,24,1,066,34,2,,,3,2000,1,30400,4,,2,,477.1711
7,12,1,49,3,2,32,3,9,99,1,7,066,1,81,12,1,066,40,2,,,9,2000,1,38000,4,100000,1,8500,477.1711
7,12,1,54,2,1,43,3,7,98,2,7,981,1,52,12,1,981,36,2,,,1,2000,1,100000,1,,2,,477.1711
7,12,1,58,3,1,32,3,2,99,1,2,861,1,81,12,1,749,40,2,,,1,2000,2,,,,2,,477.1711
7,12,1,59,2,1,46,5,12,98,2,6,626,1,35,8,1,851,40,1,5,99,,,1,35000,1,80000,1,3900,477.1711
7,12,2,257,2,1,37,5,12,98,2,7,Z90,1,35,12,1,981,60,1,7,99,,,1,36000,1,80000,2,,931.5126
7,12,2,200,3,2,39,2,2,99,1,2,Z20,1,82,12,1,541,57,2,,,2,2000,1,8000,1,,1,1650,931.5098
7,22,2,1555,3,2,35,2,7,98,4,5,Z20,1,81,10,1,974,50,2,,,5,2000,1,11400,1,,2,,878.0868
7,22,2,1555,3,2,32,5,7,98,1,3,Z20,1,52,12,1,974,50,1,6,99,,,1,12000,1,40000,2,,878.0868
7,22,2,1723,3,2,29,3,9,98,1,2,172,1,52,48,1,172,12,2,,,9,2003,1,60000,5,,2,,878.0927
7,22,2,1728,3,1,22,2,9,98,1,7,852,1,89,24,1,852,25,2,,,12,1999,1,60000,1,,2,,878.0927
7,22,1,535,4,1,34,2,1,99,2,6,542,1,81,10,1,959,25,2,,,11,1999,1,60000,1,,2,,564.4502
7,22,1,539,1,1,41,5,9,98,2,3,981,1,999,9,1,981,99,1,9,99,,,1,10000,1,,1,25000,564.4502
7,22,1,396,3,1,32,1,8,99,1,7,035,3,96,4,1,033,1,2,,,12,1999,2,,,,2,,571.7812
7,22,2,1496,3,1,24,2,2,99,1,7,Z90,1,52,7,1,981,19,1,9,99,,,1,58000,1,40000,1,34500,878.0908
7,22,2,1511,2,1,34,2,6,99,2,5,859,1,89,12,1,859,24,2,,,88,8888,1,75000,1,40000,1,7000,804.9183
7,22,1,583,1,1,83,1,3,98,2,2,Z40,4,1,3,2,,,2,,,6,2000,2,,,,2,,524.1319
7,22,1,583,2,2,74,1,3,98,2,2,617,4,1,3,2,,,1,6,98,,,2,,,,2,,524.1319
7,22,1,597,3,1,25,1,10,97,1,6,861,1,35,24,1,861,24,1,3,99,,,2,,,,2,,920.4047
7,22,2,1742,2,1,38,2,9,99,2,7,981,1,82,24,1,849,25,2,,,10,2001,2,,,,2,,804.9161
7,22,2,1746,2,1,38,5,1,99,2,4,531,1,57,12,1,531,45,2,,,12,1999,1,153600,1,,2,,804.9161
7,22,2,1756,3,1,24,5,7,99,1,7,Z30,1,78,3,1,749,14,2,,,11,1999,2,,,,2,,878.0914
7,22,2,1759,3,1,32,8,3,99,1,4,Z20,1,78,3,1,749,24,1,6,99,,,2,,,,2,,878.0914
7,22,2,1759,3,1,30,9,7,99,1,5,Z20,1,78,3,1,749,27,2,,,10,1999,2,,,,2,,878.0914
7,22,2,1562,3,1,26,1,11,98,1,7,Z30,1,71,12,1,713,10,2,,,11,1999,1,42000,1,,2,,804.9153
7,22,2,1562,3,1,54,3,10,98,2,7,Z90,1,89,10,1,713,30,2,,,10,1999,1,150000,1,,2,,804.9153
7,22,1,602,2,2,28,2,7,99,2,6,853,1,89,36,1,853,3,2,,,88,8888,1,18000,1,18000,2,,571.781
7,22,1,607,2,2,48,2,5,98,2,7,425,1,96,4,1,541,20,2,,,88,8888,1,2300,3,,2,,571.781
7,22,2,1859,1,1,49,4,2,98,2,7,952,1,52,8,1,982,48,2,,,10,1999,1,225000,1,,2,,804.9173
7,22,1,1117,7,1,30,1,7,99,1,7,Z30,1,82,12,1,981,2,2,,,88,8888,1,9500,1,,2,,412.3758
7,22,1,1119,2,1,53,5,7,99,2,2,412,1,35,12,1,855,5,2,,,88,8888,1,60000,1,,2,,412.3758
7,22,1,1147,2,1,31,1,6,98,2,7,039,1,52,12,1,855,12,1,6,99,,,1,24000,1,100000,1,5500,343.6465
7,22,1,633,3,2,31,1,12,95,1,7,853,1,89,48,1,853,36,1,12,98,,,2,,,,2,,571.781
7,22,1,634,3,2,37,4,1,95,4,7,066,1,96,12,1,066,48,1,4,98,,,1,39000,1,,2,,571.781
7,22,1,1345,3,2,22,2,7,99,1,6,Z90,1,52,6,1,594,6,2,,,12,1999,1,40000,4,,2,,413.5079
7,22,1,1429,1,1,47,4,2,98,2,7,861,1,52,10,1,861,40,1,11,98,,,2,,,,2,,446.3568
7,22,1,1468,6,1,39,3,3,99,2,2,872,1,81,16,1,872,48,2,,,10,1999,1,127000,4,,2,,454.8588
7,22,2,1776,2,1,45,4,10,98,2,6,042,1,35,10,1,042,40,2,,,11,1999,1,180000,1,,2,,965.9013
7,22,1,406,3,1,49,1,3,97,2,5,Z90,1,81,12,1,552,6,1,9,97,,,2,,,,2,,618.916
7,22,1,406,4,1,47,5,4,99,2,5,Z90,1,96,12,1,641,50,2,,,3,2000,1,23000,1,,2,,618.916
7,22,1,429,2,1,33,5,8,99,2,4,599,1,81,12,1,871,60,2,,,8,2000,1,24000,4,,1,1764,628.9589
7,22,1,430,1,1,60,2,6,99,2,6,452,4,82,6,2,,,2,,,11,1999,1,40000,1,,1,,628.9589
7,22,1,431,2,2,59,4,6,99,2,2,Z20,4,82,6,2,,,2,,,11,1999,2,,,,2,,628.9589
7,22,1,432,3,1,27,2,4,99,1,7,Z30,1,35,9,1,549,15,2,,,2,2000,1,40000,1,,1,,628.9589
7,22,2,1597,4,1,33,3,2,99,2,5,832,1,96,8,1,381,40,2,,,11,1999,1,90000,1,,2,,878.0888
7,22,2,1599,4,1,27,1,9,98,2,5,641,1,96,12,1,141,24,1,9,99,,,1,30000,1,60000,1,12000,878.0888
7,22,1,512,3,1,25,4,1,99,1,5,Z90,1,96,10,1,834,26,2,,,11,2000,1,20000,3,15000,2,,524.1335
7,22,1,516,3,1,42,5,7,98,1,5,Z90,1,52,10,1,834,32,2,,,12,1999,1,20000,1,35000,2,,524.1335
7,22,1,459,2,2,39,1,5,98,2,6,451,1,89,24,1,541,12,1,5,99,,,2,,,,2,,786.1986
7,22,1,463,3,1,30,3,9,98,1,7,Z90,1,36,12,1,981,36,1,9,99,,,1,20000,1,80000,1,16550,786.1986
7,22,1,464,1,1,37,2,7,96,2,7,389,1,89,12,1,844,36,1,4,97,,,2,,,,2,,786.1986
7,22,1,468,3,1,43,6,10,98,1,7,981,1,52,10,1,043,50,1,4,99,,,2,,,,2,,786.1986
